effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_sc_alb_albion				
province_edict_albion1	wh_main_effect_economy_gdp_mod_all	province_to_province_own	2.0000	start_turn_completed
province_edict_albion1b	wh_main_effect_economy_gdp_mod_all	province_to_province_own	4.0000	start_turn_completed
province_edict_albion1c	wh_main_effect_economy_gdp_mod_all	province_to_province_own	6.0000	start_turn_completed
province_edict_albion1d	wh_main_effect_economy_gdp_mod_all	province_to_province_own	8.0000	start_turn_completed
province_edict_albion1e	wh_main_effect_economy_gdp_mod_all	province_to_province_own	10.0000	start_turn_completed
province_edict_albion2	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-2.0000	start_turn_completed
province_edict_albion3	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide_unseen	4.0000	start_turn_completed
province_edict_albion4	wh_main_effect_province_growth_commandment	province_to_province_own	4.0000	start_turn_completed
province_edict_albion5	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	4.0000	start_turn_completed
province_edict_albion2b	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0000	start_turn_completed
province_edict_albion2b	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-4.0000	start_turn_completed
province_edict_albion2c	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0000	start_turn_completed
province_edict_albion2c	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-6.0000	start_turn_completed
province_edict_albion2d	wh_main_effect_unit_recruitment_points	province_to_province_own	2.0000	start_turn_completed
province_edict_albion2d	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-8.0000	start_turn_completed
province_edict_albion2e	wh_main_effect_unit_recruitment_points	province_to_province_own	3.0000	start_turn_completed
province_edict_albion2e	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_force_own_provincewide	-10.0000	start_turn_completed
province_edict_albion3b	wh_main_effect_public_order_edict	province_to_province_own	2.0000	start_turn_completed
province_edict_albion3b	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide_unseen	6.0000	start_turn_completed
province_edict_albion3c	wh_main_effect_public_order_edict	province_to_province_own	3.0000	start_turn_completed
province_edict_albion3c	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide_unseen	8.0000	start_turn_completed
province_edict_albion3d	wh_main_effect_public_order_edict	province_to_province_own	4.0000	start_turn_completed
province_edict_albion3d	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide_unseen	10.0000	start_turn_completed
province_edict_albion3e	wh_main_effect_public_order_edict	province_to_province_own	5.0000	start_turn_completed
province_edict_albion3e	wh_main_effect_force_all_campaign_movement_range	province_to_force_own_provincewide_unseen	12.0000	start_turn_completed
province_edict_albion4b	wh_main_effect_province_growth_commandment	province_to_province_own	8.0000	start_turn_completed
province_edict_albion4b	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	6.0000	start_turn_completed
province_edict_albion4c	wh_main_effect_province_growth_commandment	province_to_province_own	12.0000	start_turn_completed
province_edict_albion4c	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	8.0000	start_turn_completed
province_edict_albion4d	wh_main_effect_province_growth_commandment	province_to_province_own	16.0000	start_turn_completed
province_edict_albion4d	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	10.0000	start_turn_completed
province_edict_albion4e	wh_main_effect_province_growth_commandment	province_to_province_own	20.0000	start_turn_completed
province_edict_albion4e	wh_main_effect_force_all_campaign_replenishment_rate	province_to_force_own_provincewide	12.0000	start_turn_completed
province_edict_albion5b	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	8.0000	start_turn_completed
province_edict_albion5b	wh_main_effect_force_stat_leadership	province_to_force_own_provincewide	2.0000	start_turn_completed
province_edict_albion5c	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	12.0000	start_turn_completed
province_edict_albion5c	wh_main_effect_force_stat_leadership	province_to_force_own_provincewide	4.0000	start_turn_completed
province_edict_albion5d	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	16.0000	start_turn_completed
province_edict_albion5d	wh_main_effect_force_stat_leadership	province_to_force_own_provincewide	6.0000	start_turn_completed
province_edict_albion5e	wh_main_effect_force_army_campaign_ambush_attack_success_chance	province_to_force_own_provincewide	20.0000	start_turn_completed
province_edict_albion5e	wh_main_effect_force_stat_leadership	province_to_force_own_provincewide	8.0000	start_turn_completed
