effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/rhox_albion				
rhox_albion_progress_level_0	ovn_effect_merc_xp	faction_to_faction_own_unseen	2.0000	start_turn_completed
rhox_albion_progress_level_1	ovn_effect_merc_xp	faction_to_faction_own_unseen	2.0000	start_turn_completed
rhox_albion_progress_level_1	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-20.0000	start_turn_completed
rhox_albion_progress_level_2	ovn_effect_merc_xp	faction_to_faction_own_unseen	3.0000	start_turn_completed
rhox_albion_progress_level_2	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-30.0000	start_turn_completed
rhox_albion_progress_level_3	ovn_effect_merc_xp	faction_to_faction_own_unseen	3.0000	start_turn_completed
rhox_albion_progress_level_3	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-40.0000	start_turn_completed
rhox_albion_progress_level_4	ovn_effect_merc_xp	faction_to_faction_own_unseen	3.0000	start_turn_completed
rhox_albion_progress_level_4	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-50.0000	start_turn_completed
rhox_albion_progress_level_5	ovn_effect_merc_xp	faction_to_faction_own_unseen	4.0000	start_turn_completed
rhox_albion_progress_level_5	ovn_wanted_bar_lock_down_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_progress_level_5	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-60.0000	start_turn_completed
rhox_albion_wanted_level_1	ovn_imperial_supplies_accelerate_0_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_wanted_level_1	wh3_main_effect_public_order_hostility	faction_to_province_own	-1.0000	start_turn_completed
rhox_albion_wanted_level_2	ovn_imperial_supplies_accelerate_1_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_wanted_level_2	wh3_main_effect_public_order_hostility	faction_to_province_own	-2.0000	start_turn_completed
rhox_albion_wanted_level_3	wh2_dlc13_enemy_leadership_dummy	faction_to_faction_own_unseen	5.0000	start_turn_completed
rhox_albion_wanted_level_3	wh2_dlc13_enemy_melee_damage_dummy	faction_to_faction_own_unseen	10.0000	start_turn_completed
rhox_albion_wanted_level_3	ovn_imperial_supplies_accelerate_2_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_wanted_level_3	wh3_main_effect_public_order_hostility	faction_to_province_own	-2.0000	start_turn_completed
rhox_albion_wanted_level_4	wh2_dlc13_enemy_leadership_dummy	faction_to_faction_own_unseen	8.0000	start_turn_completed
rhox_albion_wanted_level_4	wh2_dlc13_enemy_melee_damage_dummy	faction_to_faction_own_unseen	15.0000	start_turn_completed
rhox_albion_wanted_level_4	ovn_imperial_supplies_accelerate_3_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_wanted_level_4	wh3_main_effect_public_order_hostility	faction_to_province_own	-2.0000	start_turn_completed
rhox_albion_wanted_level_5	wh2_dlc13_enemy_leadership_dummy	faction_to_faction_own_unseen	10.0000	start_turn_completed
rhox_albion_wanted_level_5	wh2_dlc13_enemy_melee_damage_dummy	faction_to_faction_own_unseen	25.0000	start_turn_completed
rhox_albion_wanted_level_5	ovn_imperial_supplies_accelerate_4_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
rhox_albion_wanted_level_5	wh2_dlc13_wanted_bar_lock_down_dummy	faction_to_faction_own_unseen	5.0000	start_turn_completed
rhox_albion_wanted_level_5	wh3_main_effect_public_order_hostility	faction_to_province_own	-5.0000	start_turn_completed
