key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
#ancillaries_tables;0;db/ancillaries_tables/obo_grudgebringers_data																												
grudge_anc_rune_rune_of_fury	wh_main_anc_rune_rune_of_fury	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true			10	0	rune	false	false	false	all
grudge_anc_rune_rune_of_might	wh_main_anc_rune_rune_of_might	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true			10	0	rune	false	false	false	all
grudge_anc_rune_rune_of_parrying	wh_main_anc_rune_rune_of_parrying	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true			10	0	rune	false	false	false	all
grudge_anc_rune_rune_of_striking	wh_main_anc_rune_rune_of_striking	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true			10	0	rune	false	false	false	all
grudge_item_horn_of_urgok	grudge_item_horn_of_urgok	.	false	false	false	1	0	9999			false	false	false	enchanted_item	16	30	30	50	true			200	0		false	false	false	all
grudge_item_grudgebringer_sword	grudge_item_grudgebringer_sword	.	false	false	false	1	0	9999			true	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
grudge_item_hellfire_sword	grudge_item_hellfire_sword	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
grudge_item_storm_sword	grudge_item_storm_sword	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
grudge_item_runefang	grudge_item_runefang	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
grudge_item_enchanted_shield	grudge_item_enchanted_shield	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
grudge_item_shield_of_ptolos	grudge_item_shield_of_ptolos	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
grudge_item_spelleater_shield	grudge_item_spelleater_shield	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
grudge_item_dragonhelm	grudge_item_dragonhelm	.	false	false	false	1	0	9999			false	false	false	armour	16	30	30	50	true			200	0		false	false	false	all
grudge_item_wand_of_jet	grudge_item_wand_of_jet	.	false	false	false	1	0	9999			false	false	false	arcane_item	16	30	30	50	true			200	0		false	false	false	all
grudge_item_banner_of_arcane_warding	grudge_item_banner_of_arcane_warding	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		grudge_banner_of_arcane_warding	200	0	banner	false	false	false	all
grudge_item_banner_of_wrath	grudge_item_banner_of_wrath	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		grudge_banner_of_wrath	200	0	banner	false	false	false	all
grudge_item_banner_of_defiance	grudge_item_banner_of_defiance	.	false	false	false	1	0	9999			false	false	false	general	16	30	30	50	true		grudge_banner_of_defiance	200	0	banner	false	false	false	all
morgan_bernhardt_mount	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	morgan_bernhardt_mount		1	0		false	false	true	all
ludwig_uberdorf_steam_tank	ludwig_uberdorf_steam_tank	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ludwig_uberdorf_steam_tank_main_units		1	0		false	false	true	all
luther_flamenstrike_mount	wh_main_anc_mount_barded_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	luther_flamenstrike_mount		1	0		false	false	true	all
grudge_item_sword_of_eilor	wh_main_anc_weapon	.	false	false	false	1	0	9999			false	false	false	weapon	16	30	30	50	true			200	0		false	false	false	all
vladimir_stormbringer_mount	wh_main_anc_mount_warhorse	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ice_mage_vladimir_stormbringer_mount		1	0		false	false	true	all
ludwig_uberdorf_mechanical_steed	ludwig_uberdorf_mechanical_steed	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ludwig_uberdorf_mechanical_steed		1	0		false	false	false	all
ludwig_uberdorf_mount	ludwig_uberdorf_mount	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ludwig_uberdorf_mount_main_units		1	0		false	false	false	all
allor_griffon	wh_main_anc_mount_imperial_griffon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	allor_griffon		1	0		false	false	true	all
ceridan_eagle	wh_dlc05_anc_mount_wef_great_eagle	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	ceridan_eagle		1	0		false	false	true	all
matthias_war_wagon	matthias_war_wagon	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	matthias_war_wagon		1	0		false	false	false	all
dwarf_envoy_oath_stone	dwarf_envoy_oath_stone	.	false	false	false	1	0	9999			false	false	false	mount	16	30	30	50	true	dwarf_envoy_oath_stone		1	0		false	false	false	all
