building_chain	id
#building_chain_availability_sets_tables;0;db/building_chain_availability_sets_tables/ovn_albion_res	
ovn_albion_resource_obsidian	ovn_albion
ovn_albion_resource_dyes	ovn_albion
ovn_albion_resource_exotic_animals	ovn_albion
ovn_albion_resource_furs	ovn_albion
ovn_albion_resource_gemstones	ovn_albion
ovn_albion_resource_ivory	ovn_albion
ovn_albion_resource_pastures	ovn_albion
ovn_albion_resource_salt	ovn_albion
ovn_albion_resource_spices	ovn_albion
ovn_albion_resource_wine	ovn_albion
