technology	effect	effect_scope	value
#technology_effects_junction_tables;0;db/technology_effects_junction_tables/ovn_grudgebringers_only			
grudge_tech_1	wh_dlc07_effect_attrition_immunity_badlands	faction_to_force_own	1.0000
grudge_tech_2	wh_dlc07_effect_attrition_immunity_snow	faction_to_force_own	1.0000
grudge_tech_3	wh_dlc05_effect_force_army_campaign_attrition_mountain_immunity	faction_to_force_own	1.0000
grudge_tech_4	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own_unseen	4.0000
grudge_tech_5	ovn_recruitment_cost_upkeep_gru_dwarf	faction_to_force_own_unseen	-10.0000
grudge_tech_5	rhox_grudge_leadership_dwf_all	faction_to_force_own_unseen	5.0000
grudge_tech_5	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	10.0000
rhox_grudge_tech_emp_academia_1_b	ovn_recruitment_cost_upkeep_gru_empire	faction_to_force_own_unseen	-10.0000
rhox_grudge_tech_emp_academia_1_b	wh_main_effect_agent_cap_increase_wizard_empire	faction_to_faction_own_unseen	1.0000
rhox_grudge_tech_emp_academia_1_b	ovn_recruitment_cost_reduction_gru_empire	faction_to_force_own_unseen	-10.0000
rhox_grudge_tech_emp_academia_1_b	wh_main_effect_agent_recruitment_xp_wizard_empire	faction_to_force_own_unseen	3.0000
rhox_grudge_tech_emp_academia_1	rhox_grudge_bonus_money_from_settlement	faction_to_faction_own_unseen	25.0000
grudge_tech_6	rhox_grudge_diplo_reward_bonus	faction_to_faction_own_unseen	100.0000
rhox_grudge_tech_emp_academia_2_b	rhox_grudge_market_price	faction_to_faction_own_unseen	-25.0000
rhox_grudge_tech_emp_academia_2	ovn_recruitment_cost_upkeep_gru_ogre	faction_to_force_own_unseen	-10.0000
rhox_grudge_tech_emp_academia_2	ovn_recruitment_cost_reduction_gru_ogre	faction_to_force_own_unseen	-10.0000
rhox_grudge_tech_emp_academia_2	rhox_grudge_contract_reward_money	faction_to_faction_own_unseen	25.0000
grudge_tech_7	wh_main_effect_agent_action_cost_mod	faction_to_character_own_unseen	-20.0000
grudge_tech_7	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	10.0000
grudge_tech_7	wh_main_effect_agent_field_line_of_sight_mod	faction_to_character_own_unseen	10.0000
rhox_grudge_tech_emp_academia_3_b	wh_main_effect_force_all_campaign_upkeep	faction_to_force_own_unseen	-5.0000
rhox_grudge_tech_emp_academia_3_b	rhox_grudge_bonus_unit_from_settlement	faction_to_faction_own_unseen	1.0000
rhox_grudge_tech_emp_academia_3	rhox_grudge_bonus_money_from_settlement	faction_to_faction_own_unseen	20.0000
rhox_grudge_tech_emp_academia_3	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-5.0000
rhox_grudge_tech_emp_academia_3	rhox_grudge_contract_reward_money	faction_to_faction_own_unseen	10.0000
rhox_grudge_tech_emp_economy_1_a	ovn_grudge_effect_emp_camp_limit	faction_to_faction_own_unseen	1.0000
rhox_grudge_tech_emp_economy_4	wh_dlc04_effect_tech_upkeep_reduction_flagellants	faction_to_force_own_unseen	-25.0000
rhox_grudge_tech_emp_economy_4	wh2_dlc11_effect_force_flagellants_campaign_replenishment_rate	faction_to_force_own_unseen	25.0000
rhox_grudge_tech_emp_economy_4	wh3_main_effect_allegiance_points_mod	faction_to_faction_own_unseen	25.0000
rhox_grudge_tech_emp_economy_1	wh_main_effect_hordebuilding_growth_tech	faction_to_force_own_unseen	2.0000
rhox_grudge_tech_emp_economy_1	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own_unseen	-5.0000
rhox_grudge_tech_emp_economy_2_a	ovn_grudge_effect_emp_camp_limit	faction_to_faction_own_unseen	1.0000
grudge_tech_8	wh_main_effect_force_army_campaign_experience_base_infantry	faction_to_character_own_unseen	2.0000
grudge_tech_8	wh_main_effect_force_army_campaign_recruitment_cost_infantry	faction_to_force_own_unseen	-15.0000
rhox_grudge_tech_emp_economy_2	ovn_grudge_effect_emp_camp_limit	faction_to_faction_own_unseen	1.0000
rhox_grudge_tech_emp_economy_3_a	wh_main_effect_force_all_campaign_experience_base_all	faction_to_force_own_unseen	2.0000
rhox_grudge_tech_emp_economy_4_a	wh2_main_effect_building_construction_time_mod_all	faction_to_force_own_unseen	-25.0000
rhox_grudge_tech_emp_economy_3	wh_main_effect_force_army_campaign_recruitment_points	faction_to_faction_own_unseen	1.0000
rhox_grudge_tech_emp_economy_3	wh_main_effect_unit_recruitment_points	faction_to_force_own	1.0000
