key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/ovn_arb_fatandira									
wh_main_skill_node_set_arb_fatandira_immortality		wh2_main_skill_all_immortality_lord		0	10		1	0	false
wh_main_skill_node_set_arb_fatandira_generic_06		roy_skill_arb_agent_missile_res		0	7		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_07		ovn_skill_arb_all_unique_ward_of_the_one		0	8		0	0	true
wh_main_skill_node_set_arb_fatandira_innate_01		arb_fatandira_innate		6	0		1	0	false
wh_main_skill_node_set_arb_fatandira_ancillary_01		arb_fatandira_anc_blades_demise		0	0		0	0	true
wh_main_skill_node_set_arb_fatandira_ancillary_02		arb_fatandira_anc_scythan_armour		0	1		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_01		arb_fatandira_anc_warhorse		0	2		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_02		arb_fatandira_anc_roc		0	3		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_03		arb_scythan_tomb_king_units		0	4		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_04		wh_main_skill_brt_lord_battle_basic_training		0	5		0	0	true
wh_main_skill_node_set_arb_fatandira_generic_05		wh_main_skill_all_lord_battle_brass-lunged		0	6		0	0	true
wh2_main_skill_node_arb_fatandira_unique_0		arb_fatandira_unique_1		1	0		0	0	true
wh2_main_skill_node_arb_fatandira_unique_1_1		arb_fatandira_unique_2		1	1		0	0	true
wh2_main_skill_node_arb_fatandira_unique_1_2		arb_fatandira_unique_3		1	2		0	0	true
wh2_main_skill_node_arb_fatandira_unique_1_3		arb_fatandira_unique_4		1	3		0	0	true
wh2_main_skill_node_arb_fatandira_unique_1_4		arb_fatandira_unique_5		1	4		0	0	true
wh2_main_skill_node_arb_fatandira_unique_1_5		arb_fatandira_unique_6		1	5		0	4	true
wh_main_skill_node_set_arb_fatandira_battle_01		wh_main_skill_all_lord_battle_inspiring_presence		4	0		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_02		ovn_skill_arb_army_buff_infantry_basic		4	1		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_03		ovn_skill_arb_army_buff_cavalry_melee		4	2		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_04		ovn_skill_arb_army_buff_cavalry_ranged		4	3		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_05		ovn_skill_arb_army_buff_infantry_advanced		4	4		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_06		ovn_skill_arb_army_buff_monsters		4	5		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_07		ovn_skill_arb_army_buff_artillery		4	6		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_08		wh_main_skill_all_lord_battle_rally		4	7		0	6	true
wh_main_skill_node_set_arb_fatandira_battle_09		ovn_skill_arb_army_buff_settled_rank7		4	8		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_10		ovn_skill_arb_army_buff_nomads_rank7		4	9		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_11		ovn_skill_arb_army_buff_magic_rank7		4	10		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_12		ovn_skill_arb_army_buff_beasts_rank7		4	11		0	0	true
wh_main_skill_node_set_arb_fatandira_battle_13		wh_main_skill_all_lord_battle_stand_your_ground		4	12		0	1	true
wh_main_skill_node_set_arb_fatandira_campaign_01		wh_main_skill_all_lord_campaign_route_marcher		5	0		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_02		wh_main_skill_emp_lord_campaign_iron_disciplinarian		5	1		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_03		wh_main_skill_brt_lord_campaign_bonded_service		5	2		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_04		wh_main_skill_lord_all_campaign_reassuring_presence		5	3		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_05		wh_main_skill_emp_lord_campaign_fervent		5	4		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_06		wh3_main_skill_cth_lord_campaign_irrepressible		5	5		0	4	true
wh_main_skill_node_set_arb_fatandira_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike		5	6		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_08		wh_main_skill_emp_lord_campaign_quartermaster		5	7		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_09		wh_main_skill_emp_lord_campaign_logistician		5	8		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_10		wh_main_skill_all_lord_campaign_alert		5	9		0	0	true
wh_main_skill_node_set_arb_fatandira_campaign_11		ovn_skill_arb_lord_campaign_army		5	10		0	4	true
wh_main_skill_node_set_arb_fatandira_self_ranged_01		arb_fatandira_aimed_shot		2	0		0	0	true
wh_main_skill_node_set_arb_fatandira_self_ranged_02		wh2_dlc13_skill_emp_hunts_marshal_ranged_1		2	1		0	0	true
wh_main_skill_node_set_arb_fatandira_self_ranged_03		wh2_dlc13_skill_emp_hunts_marshal_ranged_2		2	2		0	0	true
wh_main_skill_node_set_arb_fatandira_self_ranged_04		wh2_dlc13_skill_emp_hunts_marshal_ranged_3		2	3		0	0	true
wh_main_skill_node_set_arb_fatandira_self_ranged_05		wh2_dlc13_skill_emp_hunts_marshal_ranged_4		2	4		0	0	true
wh_main_skill_node_set_arb_fatandira_self_ranged_06		arb_fatandira_aimed_shot_cooldown		2	5		0	4	true
wh_main_skill_node_set_arb_fatandira_self_melee_01		wh_main_skill_all_all_self_hard_to_hit_starter		3	0		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_02		wh2_dlc11_skill_all_lord_self_devastating_charge		3	1		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_03		wh2_dlc11_skill_all_lord_self_full_plate_armour		3	2		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_04		wh2_dlc11_skill_all_lord_self_scarred_veteran		3	3		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_05		wh2_dlc11_skill_all_lord_self_deadly_blade		3	4		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_06		wh_main_skill_all_spy_self_slippery		3	5		0	4	true
wh_main_skill_node_set_arb_fatandira_self_melee_07		wh2_dlc11_skill_all_lord_self_wound-maker		3	6		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_08		wh2_dlc11_skill_all_lord_self_blade_master		3	7		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_09		wh2_dlc11_skill_all_lord_self_self_indomitable		3	8		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_10		wh2_dlc11_skill_all_lord_self_blade_shield		3	9		0	0	true
wh_main_skill_node_set_arb_fatandira_self_melee_11		wh_main_skill_all_all_self_deadly_onslaught		3	10		0	4	true
wh3_main_agent_action_scaling_wh_main_skill_node_set_arb_fatandira		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
