key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/ovn_arb_vizier_desert									
wh_skill_node_arb_vizier_desert_mount_1		arb_vizier_desert_camel		0	0		0	0	true
wh_skill_node_arb_vizier_desert_mount_2		arb_vizier_desert_magic_carpet		0	1		0	0	true
wh_skill_node_arb_vizier_desert_mount_3		arb_vizier_desert_djinn_carriage		0	2		0	0	true
wh_skill_node_arb_vizier_desert_generic_2		roy_skill_arb_agent_missile_res		0	4		0	0	true
wh_skill_node_arb_vizier_desert_generic_3		ovn_skill_arb_all_unique_ward_of_the_one		0	5		0	0	true
wh_skill_node_arb_vizier_desert_generic_4		wh2_main_skill_all_immortality_lord		0	6		0	0	true
wh_skill_node_arb_vizier_desert_generic_5		arb_scythan_tomb_king_units	ovn_arb_aswad_scythans	0	3		0	0	true
wh_skill_node_arb_vizier_desert_generic_6		wh2_main_skill_def_campaign_dreaded_slaver	ovn_arb_golden_fleet	0	3		0	0	true
wh_skill_node_arb_vizier_desert_generic_7		wh2_main_skill_def_campaign_dreaded_slaver	ovn_arb_sultanate_of_all_araby	0	3		0	0	true
wh_skill_node_arb_vizier_desert_generic_8		wh2_main_skill_def_campaign_dreaded_slaver	ovn_arb_sultanate_of_el_kalabad	0	3		0	0	true
wh_skill_node_arb_vizier_desert_generic_9		wh2_main_skill_def_campaign_dreaded_slaver	ovn_arb_sultanate_ind	0	3		0	0	true
wh_skill_node_arb_vizier_desert_generic_10		wh2_main_skill_def_campaign_dreaded_slaver	ovn_arb_cult_of_the_djinns	0	3		0	0	true
wh_skill_node_arb_vizier_desert_uniques_01		arb_vizier_administrator		1	1		0	0	true
wh_skill_node_arb_vizier_desert_uniques_02		arb_vizier_scholar		1	2		0	0	true
wh_skill_node_arb_vizier_desert_uniques_03		arb_vizier_schemer		1	3		0	0	true
wh_skill_node_arb_vizier_desert_magic_dummy		ovn_skill_magic_desert_mirage_dummy		2	11		1	0	false
wh_skill_node_arb_vizier_desert_magic_01		ovn_skill_magic_desert_mirage		2	0		0	0	true
wh_skill_node_arb_vizier_desert_magic_02		ovn_skill_magic_desert_blessing_of_the_elements		2	1		0	0	true
wh_skill_node_arb_vizier_desert_magic_03		ovn_skill_magic_desert_burning_hands_lord		2	2		0	0	true
wh_skill_node_arb_vizier_desert_magic_04		ovn_skill_magic_desert_curse_of_the_djinn_lord		2	3		0	0	true
wh_skill_node_arb_vizier_desert_magic_05		ovn_skill_magic_desert_sunstrike_lord		2	4		0	0	true
wh_skill_node_arb_vizier_desert_magic_06		wh_main_skill_all_magic_all_06_evasion		2	5		0	4	true
wh_skill_node_arb_vizier_desert_magic_09		wh_main_skill_all_magic_all_07_earthing		2	8		0	0	true
wh_skill_node_arb_vizier_desert_magic_10		wh_main_skill_all_magic_all_08_power_drain		2	9		0	0	true
wh_skill_node_arb_vizier_desert_magic_07		ovn_skill_magic_desert_quicksand_lord		2	6		0	0	true
wh_skill_node_arb_vizier_desert_magic_08		ovn_skill_magic_desert_sandstorm_lord		2	7		0	0	true
wh_skill_node_arb_vizier_desert_magic_11		wh_main_skill_all_magic_all_11_arcane_conduit		2	10		0	4	true
wh_skill_node_arb_vizier_desert_army_0		wh_main_skill_all_lord_battle_inspiring_presence		4	0		0	0	true
wh_skill_node_arb_vizier_desert_army_1_1		ovn_skill_arb_army_buff_infantry_basic		4	1		0	0	true
wh_skill_node_arb_vizier_desert_army_1_2		ovn_skill_arb_army_buff_cavalry_melee		4	2		0	0	true
wh_skill_node_arb_vizier_desert_army_1_3		ovn_skill_arb_army_buff_cavalry_ranged		4	3		0	0	true
wh_skill_node_arb_vizier_desert_army_1_4		ovn_skill_arb_army_buff_infantry_advanced		4	4		0	0	true
wh_skill_node_arb_vizier_desert_army_1_5		ovn_skill_arb_army_buff_monsters		4	5		0	0	true
wh_skill_node_arb_vizier_desert_army_1_6		ovn_skill_arb_army_buff_artillery		4	6		0	0	true
wh_skill_node_arb_vizier_desert_army_2		wh_main_skill_all_lord_battle_rally		4	7		0	6	true
wh_skill_node_arb_vizier_desert_army_3_1		ovn_skill_arb_army_buff_settled_rank7		4	8		0	0	true
wh_skill_node_arb_vizier_desert_army_3_2		ovn_skill_arb_army_buff_nomads_rank7		4	9		0	0	true
wh_skill_node_arb_vizier_desert_army_3_3		ovn_skill_arb_army_buff_magic_rank7		4	10		0	0	true
wh_skill_node_arb_vizier_desert_army_3_4		ovn_skill_arb_army_buff_beasts_rank7		4	11		0	0	true
wh_skill_node_arb_vizier_desert_army_4		wh_main_skill_all_lord_battle_stand_your_ground		4	12		0	1	true
wh_skill_node_arb_vizier_desert_campaign_01		wh_main_skill_all_lord_campaign_route_marcher		5	0		0	0	true
wh_skill_node_arb_vizier_desert_campaign_02		wh_main_skill_emp_lord_campaign_iron_disciplinarian		5	1		0	0	true
wh_skill_node_arb_vizier_desert_campaign_03		wh_main_skill_brt_lord_campaign_bonded_service		5	2		0	0	true
wh_skill_node_arb_vizier_desert_campaign_04		wh_main_skill_lord_all_campaign_reassuring_presence		5	3		0	0	true
wh_skill_node_arb_vizier_desert_campaign_05		wh_main_skill_emp_lord_campaign_fervent		5	4		0	0	true
wh_skill_node_arb_vizier_desert_campaign_06		wh2_main_skill_def_campaign_draftmaster		5	5		0	4	true
wh_skill_node_arb_vizier_desert_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike		5	6		0	0	true
wh_skill_node_arb_vizier_desert_campaign_08		wh_main_skill_emp_lord_campaign_quartermaster		5	7		0	0	true
wh_skill_node_arb_vizier_desert_campaign_09		wh_main_skill_emp_lord_campaign_logistician		5	8		0	0	true
wh_skill_node_arb_vizier_desert_campaign_10		wh_main_skill_all_lord_campaign_alert		5	9		0	0	true
wh_skill_node_arb_vizier_desert_campaign_11		wh2_main_skill_ll_self_defense		5	10		0	4	true
wh_skill_node_arb_vizier_desert_innate_01		ovn_araby_Araby_Lord_Buff		6	0		0	0	false
wh_skill_node_arb_vizier_desert_innate_02		ovn_araby_ll_innate_02		6	1		0	0	false
wh_skill_node_arb_vizier_desert_innate_03		ovn_araby_ll_innate_03		6	2		0	0	false
wh_skill_node_arb_vizier_desert_innate_04		ovn_araby_ll_innate_04	ovn_arb_sultanate_of_all_araby	6	3		0	0	false
wh_skill_node_arb_vizier_desert_innate_04_scim		ovn_araby_ll_innate_04	ovn_arb_golden_fleet	6	3		0	0	false
wh_skill_node_arb_vizier_desert_innate_04_elkalabad		ovn_araby_ll_innate_04	ovn_arb_sultanate_of_el_kalabad	6	3		0	0	false
wh_skill_node_arb_vizier_desert_innate_05		ovn_araby_ll_innate_05		6	4		0	0	false
wh_skill_node_arb_vizier_desert_innate_06		ovn_araby_ll_innate_06		6	5		0	0	false
wh_skill_node_arb_vizier_desert_innate_07		ovn_araby_ll_innate_07		6	6		0	0	false
wh_skill_node_arb_vizier_desert_innate_08		ovn_araby_ll_innate_08		6	7		0	0	false
wh_skill_node_arb_vizier_desert_innate_09		ovn_araby_ll_innate_09		6	8		0	0	false
wh_skill_node_arb_vizier_desert_innate_10		ovn_araby_ll_innate_10		6	9		0	0	false
wh_skill_node_arb_vizier_desert_innate_11		wh2_main_skill_innate_all_fleet_footed		6	10		0	0	false
