key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/ovn_arb_sultan_jaffar									
wh_main_skill_node_sultan_jaffar_immortality		wh2_main_skill_all_immortality_lord		10	0		1	0	false
wh3_main_agent_action_scaling_wh_main_skill_node_sultan_jaffar		wh3_main_skill_agent_action_success_scaling		12	9		0	0	false
wh_main_skill_node_sultan_jaffar_battle_01		wh_main_skill_all_lord_battle_inspiring_presence		4	0		0	0	true
wh_main_skill_node_sultan_jaffar_battle_02		ovn_skill_arb_army_buff_infantry_basic		4	1		0	0	true
wh_main_skill_node_sultan_jaffar_battle_03		ovn_skill_arb_army_buff_cavalry_melee		4	2		0	0	true
wh_main_skill_node_sultan_jaffar_battle_04		ovn_skill_arb_army_buff_cavalry_ranged		4	3		0	0	true
wh_main_skill_node_sultan_jaffar_battle_05		ovn_skill_arb_army_buff_infantry_advanced		4	4		0	0	true
wh_main_skill_node_sultan_jaffar_battle_06		ovn_skill_arb_army_buff_monsters		4	5		0	0	true
wh_main_skill_node_sultan_jaffar_battle_07		ovn_skill_arb_army_buff_artillery		4	6		0	0	true
wh_main_skill_node_sultan_jaffar_battle_08		wh3_main_skill_cth_lord_rally_dragon		4	7		0	6	true
wh_main_skill_node_sultan_jaffar_battle_09		ovn_skill_arb_army_buff_settled_rank7		4	8		0	0	true
wh_main_skill_node_sultan_jaffar_battle_10		ovn_skill_arb_army_buff_nomads_rank7		4	9		0	0	true
wh_main_skill_node_sultan_jaffar_battle_11		ovn_skill_arb_army_buff_magic_rank7		4	10		0	0	true
wh_main_skill_node_sultan_jaffar_battle_12		ovn_skill_arb_army_buff_beasts_rank7		4	11		0	0	true
wh_main_skill_node_sultan_jaffar_battle_13		wh3_main_skill_all_lord_battle_stand_your_ground_dragon		4	12		0	1	true
wh_main_skill_node_sultan_jaffar_campaign_01		wh_main_skill_all_lord_campaign_route_marcher		5	0		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_02		wh_main_skill_emp_lord_campaign_iron_disciplinarian		5	1		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_03		wh_main_skill_brt_lord_campaign_bonded_service		5	2		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_04		wh_main_skill_lord_all_campaign_reassuring_presence		5	3		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_05		wh_main_skill_emp_lord_campaign_fervent		5	4		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_06		wh3_main_skill_cth_lord_campaign_irrepressible		5	5		0	4	true
wh_main_skill_node_sultan_jaffar_campaign_07		wh_main_skill_all_lord_campaign_lightning_strike		5	6		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_08		wh_main_skill_emp_lord_campaign_quartermaster		5	7		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_09		wh_main_skill_emp_lord_campaign_logistician		5	8		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_10		wh_main_skill_all_lord_campaign_alert		5	9		0	0	true
wh_main_skill_node_sultan_jaffar_campaign_11		ovn_skill_arb_lord_campaign_army		5	10		0	4	true
sultans_unique_custom_weapons_01		ovn_araby_Serpent_Staff		0	0		0	0	true
sultans_unique_custom_weapons_02		Black_Book_Of_Ibn_Naggazar		0	1		0	0	true
sultans_unique_custom_skills_04		wh2_main_skill_def_campaign_dreaded_slaver		0	2		0	0	true
sultans_unique_custom_skills_05		ovn_araby_Friend_Of_Evil		0	3		0	0	true
sultans_unique_custom_skills_07		roy_skill_arb_agent_missile_res		0	5		0	0	true
sultans_unique_custom_skills_08		ovn_skill_arb_all_unique_ward_of_the_one		0	6		0	0	true
sultans_unique_custom_skills_06		ovn_araby_unyeilding_stride		0	4		0	0	true
ovn_jaffar_innate		ovn_jaffar_innate		6	0		1	0	false
wh_main_skill_node_chs_sultan_jaffar_death_magic1_01		wh_main_skill_all_magic_death_01_spirit_leech		2	0		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_02		wh_main_skill_all_magic_death_03_life_leeching		2	1		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_03		wh_dlc05_skill_magic_shadow_smoke_and_mirrors		2	2		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_04		ovn_skill_magic_desert_burning_hands_lord		2	3		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_05		wh2_main_skill_all_magic_death_04_soulblight_lord		2	4		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_06		wh2_main_skill_magic_shadow_penumbral_pendulum_lord		2	5		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_07		wh_main_skill_all_magic_all_06_evasion		2	6		0	4	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_08		ovn_skill_magic_desert_quicksand_lord		2	7		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_09		wh2_main_skill_magic_shadow_pit_of_shades_lord		2	8		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_10		wh_main_skill_all_magic_all_07_earthing		2	9		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_11		wh_main_skill_all_magic_all_08_power_drain		2	10		0	0	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_12		wh_main_skill_all_magic_all_11_arcane_conduit		2	11		0	4	true
wh_main_skill_node_chs_sultan_jaffar_death_magic1_dummy		wh_main_skill_all_magic_death_dummy_spirit_leech		2	30		1	0	false
wh_dlc05_skill_node_wef_sultan_jaffar_unique_01		arb_jaffar_unique_0		1	0		0	0	true
wh_dlc05_skill_node_wef_sultan_jaffar_unique_06		arb_jaffar_unique_5		1	5		0	4	true
wh_dlc05_skill_node_wef_sultan_jaffar_unique_03		arb_jaffar_unique_2		1	2		0	0	true
wh_dlc05_skill_node_wef_sultan_jaffar_unique_04		arb_jaffar_unique_3		1	3		0	0	true
wh_dlc05_skill_node_wef_sultan_jaffar_unique_05		arb_jaffar_unique_4		1	4		0	0	true
wh_dlc05_skill_node_wef_sultan_jaffar_unique_02		arb_jaffar_unique_1		1	1		0	0	true
