faction_key	unit_key
#faction_rebellion_units_junctions_tables;0;db/faction_rebellion_units_junctions_tables/rhox_fimir	
ovn_fim_fimir_rebel	fim_mon_fenbeast
ovn_fim_fimir_rebel	fim_inf_boglar
ovn_fim_fimir_rebel	fim_inf_shearl
ovn_fim_fimir_rebel	fim_inf_death_quest
ovn_fim_fimir_rebel	fim_inf_moor_hounds
ovn_fim_fimir_rebel	fim_inf_fimm_warriors
ovn_fim_fimir_rebel	fim_inf_fimm_warriors_great_weapons
ovn_fim_fimir_rebel	fim_mon_fianna_fimm
ovn_fim_fimir_rebel	fim_mon_fianna_fimm_great_weapons
ovn_fim_fimir_rebel	fim_mon_mistmor
ovn_fim_fimir_rebel	fim_inf_shearl_javelineer
ovn_fim_fimir_rebel	fim_mon_balefiend_apprentices
ovn_fim_fimir_rebel	fim_cav_marsh_reavers
ovn_fim_fimir_rebel	fim_cav_marsh_reavers_kroll
ovn_fim_fimir_rebel	fim_cav_nuckelavee
ovn_fim_fimir_rebel	fim_mon_daemonomaniac
ovn_fim_fimir_rebel	fim_inf_swamp_daemons
ovn_fim_fimir_rebel	fim_veh_eye_oculus
ovn_fim_fimir_rebel	ovn_fim_mon_bog_octopus_0
ovn_fim_fimir_rebel	fim_mon_bog_beasts
