faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_grudgebringers				
ovn_emp_grudgebringers	wh3_main_ogr_inf_ogres_0	sr_ogre_gru	sr_ogre_gru	sr_ogre
	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors	azguz_bloodfist_dwarf_warriors
	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors	dargrimm_firebeard_dwarf_warriors
	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres	urblab_rotgut_mercenary_ogres
	grudgebringer_cavalry	grudgebringer_cavalry	grudgebringer_cavalry	grudgebringer_cavalry
	grudgebringer_infantry	grudgebringer_infantry	grudgebringer_infantry	grudgebringer_infantry
	ceridan	ceridan	ceridan	ceridan
	ice_mage_vladimir_stormbringer	ice_mage_vladimir_stormbringer	ice_mage_vladimir_stormbringer	ice_mage_vladimir_stormbringer
	morgan_bernhardt	morgan_bernhardt	morgan_bernhardt	morgan_bernhardt
	morgan_bernhardt_mount	morgan_bernhardt_mount	morgan_bernhardt_mount	morgan_bernhardt_mount
	dwarf_envoy	dwarf_envoy	dwarf_envoy	dwarf_envoy
	grudgebringer_cannon	grudgebringer_cannon	grudgebringer_cannon	grudgebringer_cannon
	grudgebringer_crossbow	grudgebringer_crossbow	grudgebringer_crossbow	grudgebringer_crossbow
	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards	elrod_wood_elf_glade_guards
	galed_elf_archers	galed_elf_archers	galed_elf_archers	galed_elf_archers
	helmgart_bowmen	helmgart_bowmen	helmgart_bowmen	helmgart_bowmen
	keelers_longbows	keelers_longbows	keelers_longbows	keelers_longbows
	treeman_knarlroot	treeman_knarlroot	wh_dlc05_wef_treeman	treeman_knarlroot
	black_avangers	black_avangers	black_avangers	black_avangers
	carlsson_cavalry	carlsson_cavalry	carlsson_cavalry	carlsson_cavalry
	carlsson_guard	carlsson_guard	carlsson_guard	carlsson_guard
	vannheim_75th	vannheim_75th	vannheim_75th	vannheim_75th
	treeman_gnarl_fist	treeman_gnarl_fist	wh_dlc05_wef_ancient_treeman	treeman_gnarl_fist
	uter_blomkwist_imperial_mortar	uter_blomkwist_imperial_mortar	uter_blomkwist_imperial_mortar	uter_blomkwist_imperial_mortar
	countess_guard	countess_guard	countess_guard	countess_guard
	dieter_schaeffer_carroburg_greatswords	dieter_schaeffer_carroburg_greatswords	dieter_schaeffer_carroburg_greatswords	dieter_schaeffer_carroburg_greatswords
	jurgen_muntz_outlaw_infantry	jurgen_muntz_outlaw_infantry	jurgen_muntz_outlaw_infantry	jurgen_muntz_outlaw_infantry
	boris_von_raukov_4th_nuln_halberdiers	boris_von_raukov_4th_nuln_halberdiers	boris_von_raukov_4th_nuln_halberdiers	boris_von_raukov_4th_nuln_halberdiers
	stephan_weiss_outlaw_pistoliers	stephan_weiss_outlaw_pistoliers	stephan_weiss_outlaw_pistoliers	stephan_weiss_outlaw_pistoliers
	knights_of_the_realm_bertrand_le_grande	knights_of_the_realm_bertrand_le_grande	knights_of_the_realm_bertrand_le_grande	knights_of_the_realm_bertrand_le_grande
	grail_knights_tristan_de_la_tourtristan_de_la_tour	grail_knights_tristan_de_la_tourtristan_de_la_tour	grail_knights_tristan_de_la_tourtristan_de_la_tour	grail_knights_tristan_de_la_tourtristan_de_la_tour
	ragnar_wolves	ragnar_wolves	ragnar_wolves	ragnar_wolves
	imperial_cannon_darius_flugenheim	imperial_cannon_darius_flugenheim	imperial_cannon_darius_flugenheim	imperial_cannon_darius_flugenheim
	flagellants_eusebio_the_bleak	flagellants_eusebio_the_bleak	flagellants_eusebio_the_bleak	flagellants_eusebio_the_bleak
	black_grail_knights	black_grail_knights	black_grail_knights	black_grail_knights
	gaston_mount	gaston_mount	gaston_mount	gaston_mount
	gaston	gaston	gaston	gaston
	ludwig_uberdorf	ludwig_uberdorf_unit_variants	ludwig_uberdorf_variant_name	ludwig_uberdorf
	ludwig_uberdorf_mount_land_units	ludwig_uberdorf_mount_unit_variants	ludwig_uberdorf_mount_variant_name	ludwig_uberdorf_mount
	ludwig_uberdorf_gyrobomber_land_units	ludwig_uberdorf_gyrobomber_unit_variants	ludwig_uberdorf_gyrobomber_variant_name	ludwig_uberdorf_gyrobomber
	ludwig_uberdorf_steam_tank_land_units	ludwig_uberdorf_steam_tank_unit_variants	ludwig_uberdorf_steam_tank_variant_name	ludwig_uberdorf_steam_tank
	dwarf_envoy_dwarf_warriors	dwarf_envoy_dwarf_warriors	dwarf_envoy_dwarf_warriors	dwarf_envoy_dwarf_warriors
	ovn_grudge_grn_mon_giant_boss	wh_dlc08_grn_mon_giant_boss	wh_dlc08_grn_mon_giant_boss	grn_giant_0
ovn_emp_grudgebringers	wh_main_emp_inf_swordsmen	emp_state_troops_swordsmen_gru	emp_state_troops_swordsmen_gru	grudgebringer_swordsmen
wh2_main_skv_skaven_qb1	wh_main_emp_inf_swordsmen	emp_state_troops_swordsmen_hiln	emp_state_troops_swordsmen_gru	grudgebringer_swordsmen
ovn_emp_grudgebringers_CB	wh_main_emp_inf_swordsmen	emp_state_troops_swordsmen_gru	emp_state_troops_swordsmen_gru	grudgebringer_swordsmen
ovn_emp_grudgebringers_CB	wh3_main_ogr_inf_ogres_0	sr_ogre_gru	sr_ogre_gru	sr_ogre
	matthias	matthias	matthias	matthias
	luther_flamenstrike	luther_flamenstrike	luther_flamenstrike	luther_flamenstrike
	luther_flamenstrike_mount	luther_flamenstrike	luther_flamenstrike_mount	luther_flamenstrike
	grudgebringers_wagon	grudgebringers_wagon	grudgebringers_wagon	grudgebringers_wagon
ovn_emp_grudgebringers	wh_main_emp_inf_halberdiers	wh_main_emp_inf_halberdiers_gru	wh_main_emp_inf_halberdiers_gru	wh_main_emp_halberdiers_gru
