id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/ovn_albion_only				
882007	ovn_alb_albion	forename	m	0
77777001	ovn_alb_albion	forename	f	0
77777002	ovn_alb_albion	family_name	f	0
77777003	ovn_alb_albion	forename	m	1
77777004	ovn_alb_albion	forename	m	1
77777005	ovn_alb_albion	forename	m	1
77777006	ovn_alb_albion	forename	m	1
77777007	ovn_alb_albion	forename	m	1
77777008	ovn_alb_albion	forename	m	1
77777009	ovn_alb_albion	forename	m	1
77777010	ovn_alb_albion	forename	m	1
77777011	ovn_alb_albion	forename	m	1
77777012	ovn_alb_albion	forename	m	1
77777013	ovn_alb_albion	forename	m	1
77777014	ovn_alb_albion	forename	m	1
77777015	ovn_alb_albion	forename	m	1
77777016	ovn_alb_albion	forename	m	1
77777017	ovn_alb_albion	forename	m	1
77777018	ovn_alb_albion	forename	m	1
77777019	ovn_alb_albion	forename	m	1
77777020	ovn_alb_albion	forename	m	1
77777021	ovn_alb_albion	forename	m	1
77777022	ovn_alb_albion	forename	m	1
77777023	ovn_alb_albion	forename	m	1
77777024	ovn_alb_albion	forename	m	1
77777025	ovn_alb_albion	forename	m	1
77777026	ovn_alb_albion	forename	m	1
77777027	ovn_alb_albion	forename	m	1
77777028	ovn_alb_albion	forename	m	1
77777029	ovn_alb_albion	forename	m	1
77777030	ovn_alb_albion	forename	m	1
77777031	ovn_alb_albion	forename	m	1
77777032	ovn_alb_albion	forename	m	1
77777033	ovn_alb_albion	forename	m	1
77777034	ovn_alb_albion	forename	m	1
77777035	ovn_alb_albion	forename	m	1
77777036	ovn_alb_albion	forename	m	1
77777037	ovn_alb_albion	forename	m	1
77777038	ovn_alb_albion	forename	m	1
77777039	ovn_alb_albion	forename	m	1
77777040	ovn_alb_albion	forename	m	1
77777041	ovn_alb_albion	forename	m	1
77777042	ovn_alb_albion	forename	m	1
77777043	ovn_alb_albion	forename	m	1
77777044	ovn_alb_albion	forename	m	1
77777045	ovn_alb_albion	forename	m	1
77777046	ovn_alb_albion	forename	m	1
77777047	ovn_alb_albion	forename	m	1
77777048	ovn_alb_albion	forename	m	1
77777049	ovn_alb_albion	forename	m	1
77777050	ovn_alb_albion	forename	m	1
77777051	ovn_alb_albion	forename	m	1
77777052	ovn_alb_albion	forename	m	1
77777053	ovn_alb_albion	forename	m	1
77777054	ovn_alb_albion	forename	m	1
77777055	ovn_alb_albion	family_name	b	1
77777056	ovn_alb_albion	family_name	b	1
77777057	ovn_alb_albion	family_name	b	1
77777058	ovn_alb_albion	family_name	b	1
77777059	ovn_alb_albion	family_name	b	1
77777060	ovn_alb_albion	family_name	b	1
77777061	ovn_alb_albion	family_name	b	1
77777062	ovn_alb_albion	family_name	b	1
77777063	ovn_alb_albion	family_name	b	1
77777064	ovn_alb_albion	family_name	b	1
77777065	ovn_alb_albion	family_name	b	1
77777066	ovn_alb_albion	family_name	b	1
77777067	ovn_alb_albion	family_name	b	1
77777068	ovn_alb_albion	family_name	b	1
77777069	ovn_alb_albion	family_name	b	1
77777070	ovn_alb_albion	family_name	b	1
77777071	ovn_alb_albion	family_name	b	1
77777072	ovn_alb_albion	family_name	b	1
77777073	ovn_alb_albion	family_name	b	1
77777074	ovn_alb_albion	family_name	b	1
77777075	ovn_alb_albion	family_name	b	1
77777076	ovn_alb_albion	family_name	b	1
77777077	ovn_alb_albion	family_name	b	1
77777078	ovn_alb_albion	family_name	b	1
77777079	ovn_alb_albion	family_name	b	1
77777080	ovn_alb_albion	family_name	b	1
77777081	ovn_alb_albion	family_name	b	1
77777082	ovn_alb_albion	family_name	b	1
77777083	ovn_alb_albion	family_name	b	1
77777084	ovn_alb_albion	family_name	b	1
77777085	ovn_alb_albion	family_name	b	1
77777086	ovn_alb_albion	family_name	b	1
77777087	ovn_alb_albion	family_name	b	1
77777088	ovn_alb_albion	family_name	b	1
77777089	ovn_alb_albion	family_name	b	1
77777090	ovn_alb_albion	family_name	b	1
77777091	ovn_alb_albion	family_name	b	1
77777092	ovn_alb_albion	family_name	b	1
77777093	ovn_alb_albion	family_name	b	1
77777094	ovn_alb_albion	family_name	b	1
77777095	ovn_alb_albion	family_name	b	1
77777096	ovn_alb_albion	family_name	b	1
77777097	ovn_alb_albion	family_name	b	1
77777098	ovn_alb_albion	family_name	b	1
77777099	ovn_alb_albion	family_name	b	1
77777100	ovn_alb_albion	family_name	b	1
77777101	ovn_alb_albion	family_name	b	1
77777102	ovn_alb_albion	family_name	b	1
77777103	ovn_alb_albion	family_name	b	1
77777104	ovn_alb_albion	family_name	b	1
77777105	ovn_alb_albion	family_name	b	1
77777106	ovn_alb_albion	family_name	b	1
77777107	ovn_alb_albion	family_name	b	1
77777108	ovn_alb_albion	family_name	b	1
77777109	ovn_alb_albion	family_name	b	1
77777110	ovn_alb_albion	family_name	b	1
77777111	ovn_alb_albion	family_name	b	1
77777112	ovn_alb_albion	family_name	b	1
77777113	ovn_alb_albion	family_name	b	1
77777114	ovn_alb_albion	family_name	b	1
77777201	ovn_alb_albion	family_name	b	0
77777202	ovn_alb_albion	forename	m	0
77777115	ovn_alb_albion	forename	f	1
77777116	ovn_alb_albion	forename	f	1
77777117	ovn_alb_albion	forename	f	1
77777118	ovn_alb_albion	forename	f	1
77777119	ovn_alb_albion	forename	f	1
77777120	ovn_alb_albion	forename	f	1
77777121	ovn_alb_albion	forename	f	1
77777122	ovn_alb_albion	forename	f	1
77777123	ovn_alb_albion	forename	f	1
77777124	ovn_alb_albion	forename	f	1
77777125	ovn_alb_albion	forename	f	1
77777126	ovn_alb_albion	forename	f	1
