key	type	walk_speed	run_speed	acceleration	deceleration	charge_speed	charge_distance_commence_run	charge_distance_adopt_charge_pose	charge_distance_pick_target	radius	shape	radii_ratio	mass	height	fire_arc_close	turn_speed	hit_points	allow_turn_to_move_anim	allow_static_turn_anim	min_turning_speed	fly_speed	flying_charge_speed	size	strafe_speed	gradient_strategy	audio_entity_type	combat_reaction_radius	entity_effects	hit_reactions_ignore_chance	knock_interrupts_ignore_chance	soft_collision_offset_z	can_climb_ladder_and_stair_pipes	projectile_intersection_radius_ratio	projectile_penetration_speed_change	projectile_penetration_resistance	aura_vfx	porthole_camera	min_tracking_ratio	max_tracking_ratio	vfx_filter_id	can_cast_projectile	porthole_composite_scene	has_blood	can_dismember	combat_camera_shake	dismember_head_alive_hp_ratio	dismember_arms_alive_hp_ratio	jump_attack_chance	locomotion_constant	enable_engine_crew_turn_in_movement_direction	dealt_collision_knocked_flying_threshold_multiplier	dealt_collision_knocked_down_threshold_multiplier	dealt_collision_knocked_back_threshold_multiplier	anim_lod_distance_multiplier	size_for_animation_lod	leaves_collision_when_dies
#battle_entities_tables;38;db/battle_entities_tables/ovn_araby_only																																																								
ovn_arb_mnt_camel	horse	2.0	6.0	5.0	5.1	7.5	40.0	35.0	35.0	1.4	ellipse	0.5	1000.0	2.0	360.0	60.0	8	true	true	1.0	0.0	0.0	medium	1.0	rotation_x	wh_dlc_wef_stag	0.0	cavalry_effects	0	0	0.0	false	1.0	0.85	2			0.5	1.6	0	false		true	false	wh_main_unit_combat	-1.0	-1.0	0	large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_elephant_cannon	man	1.6	4.8	3.0	6.0	8.4	50.0	40.0	40.0	1.3	circle	1.0	100.0	1.0	40.0	60.0	0	true	true	2.5	0.0	0.0	large	1.0	rotation	none	0.0	artillery_effects	0	0	0.0	false	1.0	0.8	3			0.5	1.45	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_genie	giant	2.0	5.0	4.0	5.0	6.0	35.0	25.0	25.0	1.3	circle	1.0	1400.0	5.0	60.0	180.0	8	true	true	0.0	0.0	0.0	large	1.0	ignore	wh_wraith	5.0	hovering_effects	50	50	0.0	false	0.75	0.9	1			0.5	1.6	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	30	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_genie_jaffar	giant	2.0	5.0	4.0	5.0	6.0	40.0	25.0	25.0	1.3	circle	1.0	1400.0	5.0	60.0	180.0	8	true	true	0.0	0.0	0.0	large	1.0	ignore	wh3_dae_generic_daemon_prince_LORD	5.0	hovering_effects	50	50	0.0	false	0.75	0.9	1	wh_main_generic_character_aura		0.5	1.6	0	true		false	false	wh_main_unit_combat	-1.0	-1.0	30	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_sea_nymph	giant	1.5	3.4	4.0	5.0	4.2	35.0	25.0	25.0	0.7	circle	1.0	2000.0	7.2	60.0	120.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	ovn_arb_sea_nymph	5.0	hovering_effects	50	50	0.0	false	1.0	0.9	2			0.5	1.45	1	false		false	false	wh_main_unit_combat	-1.0	-1.0	70	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_desert_spirit	giant	2.2	5.4	4.0	5.0	8.6	45.0	35.0	35.0	2.0	capsule	0.9	4000.0	3.0	60.0	80.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh_wraith	5.0	giant_effects	50	50	0.0	false	1.0	0.8	4			0.5	1.45	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	25	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_kharmel	giant	1.5	3.4	4.0	5.0	4.2	35.0	25.0	25.0	0.7	circle	1.0	2000.0	7.2	60.0	120.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh_wraith	5.0	hovering_effects	50	50	0.0	false	1.0	0.9	2			0.5	1.45	2	false		false	false	wh_main_unit_combat	-1.0	-1.0	70	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_fire_efreet	giant	2.6	3.6	3.0	4.0	5.0	35.0	30.0	30.0	3.5	circle	1.0	5000.0	4.0	60.0	60.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh_giant	5.0	giant_effects	50	50	0.0	false	1.0	0.75	5			0.3	1.45	0	false		false	false	wh_main_unit_combat	-1.0	-1.0	20	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_tempest_djinn	giant	3.0	7.5	4.0	6.0	10.0	35.0	30.0	30.0	4.4	circle	1.0	4000.0	5.0	60.0	60.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh_wraith	5.0	giant_effects	50	50	-0.3	false	0.8	0.75	5			0.5	1.45	2	false		false	false	wh_main_unit_combat	-1.0	-1.0	90	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_mon_tempest_djinn_ror	giant	3.0	7.5	4.0	6.0	10.0	35.0	30.0	30.0	4.4	circle	1.0	4000.0	5.0	60.0	60.0	8	true	true	0.0	0.0	0.0	very_large	1.0	ignore	wh_wraith	5.0	giant_effects	50	50	-0.3	false	0.8	0.75	5			0.5	1.45	3	false		false	false	wh_main_unit_combat	-1.0	-1.0	90	very_large_entity	false	1.0	1.0	1.0	1.0		false
ovn_arb_inf_djinn_vessel_blood	man	1.5	3.5	2.0	4.0	4.2	30.0	25.0	25.0	1.4	capsule	0.5	700.0	2.4	0.0	120.0	8	true	true	1.0	0.0	0.0	medium	1.0	rotation	wh_human_male	3.0	infantry_effects_noblood	70	70	0.0	false	1.0	0.8	4	wh_main_generic_character_aura		0.5	1.6	0	false		true	false	wh_main_unit_combat	-1.0	-1.0	20	small_entity	false	1.0	1.0	1.0	1.0		false
ovn_infantry_magician_blood_dismembers	man	1.5	3.5	2.0	4.0	4.2	30.0	25.0	25.0	0.6	circle	1.0	300.0	2.0	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	60	60	0.0	true	1.0	0.9	1	wh_main_generic_character_aura		0.5	1.6	1	true		true	true	wh_main_unit_combat	-1.0	-1.0	70	small_entity	false	1.0	1.0	1.0	1.0		false
ovn_infantry_magician_blood_dismembers_fire	man	1.5	3.5	2.0	4.0	4.2	30.0	25.0	25.0	0.6	circle	1.0	300.0	2.0	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	60	60	0.0	true	1.0	0.9	1	wh_main_generic_character_aura		0.5	1.6	101	true		true	true	wh_main_unit_combat	-1.0	-1.0	70	small_entity	false	1.0	1.0	1.0	1.0		false
ovn_infantry_magician_blood_dismembers_heavens	man	1.5	3.5	2.0	4.0	4.2	30.0	25.0	25.0	0.6	circle	1.0	300.0	2.0	60.0	120.0	8	true	true	0.0	0.0	0.0	small	1.0	ignore	wh_human_male	0.0	infantry_light_effects	60	60	0.0	true	1.0	0.9	1	wh_main_generic_character_aura		0.5	1.6	102	true		true	true	wh_main_unit_combat	-1.0	-1.0	70	small_entity	false	1.0	1.0	1.0	1.0		false
