key	requires_effect_enabling	icon_name	overpower_option	type	video	uniqueness	is_unit_upgrade	is_hidden_in_ui	source_type	superseded_abilities_set	is_hidden_in_ui_for_enemy
#unit_abilities_tables;17;db/unit_abilities_tables/ovn_araby_only											
arb_fatandira_aimed_shot	true	arb_fatandira_aimed_shot		wh_type_magic_missile		wh_main_anc_group_rare	true	false	lord		false
arb_fatandira_desert_feint	true	arb_fatandira_sand_feint		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	lord		false
arb_golden_magus_master_djinn	true	arb_golden_magus_master_djinn		wh_type_augment		wh_main_anc_group_rare	true	false	hero		false
arb_golden_magus_mistral	false	wh_main_spell_heavens_wind_blast		wh_type_area_of_augments		wh_main_anc_group_uncommon	false	false	unit		false
arb_golden_magus_scirocco	false	wh2_dlc09_lord_abilities_sand_storm		wh_type_area_of_direct_damage		wh_main_anc_group_uncommon	false	false	unit		false
arb_golden_magus_wrath_djinn_passive	false	arb_golden_magus_wrath_djinn		wh_type_hex		wh_main_anc_group_rare	false	false	character		false
arb_jaffar_aura_will	true	arb_jaffar_aura_will		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	character		false
arb_sultan_flame_bound_fireburst	false	wh2_dlc15_unit_abilities_arachneruption		wh_type_bombardment		wh_main_anc_group_rare	false	false	bound		false
arb_sultan_flame_bound_firestorm	false	wh_main_spell_fire_flame_storm		wh_type_vortex		wh_main_anc_group_rare	false	false	bound		false
blood_howl	false	wh_main_mount_passive_bloodroar		wh_type_area_of_hexes		wh_main_anc_group_uncommon	false	false	unit		false
ovn_hero_abilities_summon_genie	false	arb_golden_magus_master_djinn		wh_type_augment		wh_main_anc_group_rare	false	false	hero		false
ovn_hero_abilities_summon_desert_spirit	false	wh2_dlc09_army_abilities_sand_veil		wh_type_augment		wh_main_anc_group_rare	false	false	hero		false
ovn_hero_abilities_summon_fire_efreet	false	summon_djinn_fighter		wh_type_augment		wh_main_anc_group_rare	false	false	hero		false
ovn_hero_abilities_summon_sea_nymph	false	wh2_dlc11_spell_deep_fog_of_the_damned		wh_type_augment		wh_main_anc_group_rare	false	false	hero		false
ovn_hero_abilities_summon_tempest_djinn	false	wh_main_spell_heavens_curse_of_the_midnight_wind		wh_type_augment		wh_main_anc_group_rare	false	false	hero		false
ovn_unit_abilities_pot_of_naphtha	false	wh_dlc06_unit_abilities_smoke_bomb		wh_type_magic_missiles		wh_main_anc_group_uncommon	false	false	unit		false
ovn_unit_passive_unbinding_arb_spearmen_mirage	false	unbinding		wh_type_direct_damage		wh_main_anc_group_common	false	false	unit		false
ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	false	unbinding		wh_type_direct_damage		wh_main_anc_group_common	false	false	unit		false
ovn_unit_passive_unbinding_djinn	false	unbinding		wh_type_direct_damage		wh_main_anc_group_common	false	false	unit		false
roy_unit_active_arb_doppelgang	true	wh2_dlc14_unit_abilities_doppelgang		wh_type_hiding		wh_main_anc_group_uncommon	true	false	hero		false
roy_unit_active_arb_strike_from_the_shadows	true	wh_dlc06_unit_abilities_smoke_bomb		wh_type_augment		wh_main_anc_group_uncommon	true	false	hero		false
ovn_spell_desert_mirage	true	ovn_spell_desert_mirage	ovn_spell_desert_mirage_upgraded	wh_type_augment	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
ovn_spell_desert_mirage_upgraded	true	ovn_spell_desert_mirage		wh_type_augment	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
ovn_spell_desert_sunstrike	true	ovn_spell_desert_sunstrike	ovn_spell_desert_sunstrike_upgraded	wh_type_magic_missiles	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
ovn_spell_desert_sunstrike_upgraded	true	ovn_spell_desert_sunstrike		wh_type_magic_missiles	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_common	true	false	spell		false
ovn_spell_desert_sandstorm	true	wh2_dlc09_lord_abilities_sand_storm	ovn_spell_desert_sandstorm_upgraded	wh_type_vortex	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_desert_sandstorm_upgraded	true	wh2_dlc09_lord_abilities_sand_storm		wh_type_vortex	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_desert_quicksand	true	ovn_spell_desert_quicksand	ovn_spell_desert_quicksand_upgraded	wh_type_area_of_hexes	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_desert_quicksand_upgraded	true	ovn_spell_desert_quicksand		wh_type_area_of_hexes	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_uncommon	true	false	spell		false
ovn_spell_desert_burning_hands	true	ovn_spell_desert_burning_hands	ovn_spell_desert_burning_hands_upgraded	wh_type_breath	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
ovn_spell_desert_burning_hands_upgraded	true	ovn_spell_desert_burning_hands		wh_type_breath	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
ovn_spell_desert_curse_of_the_djinn	true	ovn_spell_desert_curse_of_the_djinn	ovn_spell_desert_curse_of_the_djinn_upgraded	wh_type_area_of_hexes	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
ovn_spell_desert_curse_of_the_djinn_upgraded	true	ovn_spell_desert_curse_of_the_djinn		wh_type_area_of_hexes	spell_previews/heaven/wh_main_spell_heavens_harmonic_convergence	wh_main_anc_group_rare	true	false	spell		false
ovn_lore_passive_blessing_of_the_elements	true	ovn_lore_passive_blessing_of_the_elements		wh_type_area_of_augments		wh_main_anc_group_common	true	false	lore		false
Black_Book_Of_Ibn_Naggazar	false	arb_jaffar_black_book		wh_type_augment_of_the_winds		wh_main_anc_group_unique	true	false	item		false
wh2_dlc12_army_abilities_great_invocation_of_djinn	false	wh2_dlc12_army_abilities_great_invocation_of_sotek		wh_type_wind		wh_main_anc_group_rare	true	false	lord		false
arb_jaffar_serpent_djinn	false	arb_jaffar_serpent_staff		wh_type_wind		wh_main_anc_group_unique	true	false	item		false
ovn_arb_baz_ei_12_twilight_mirror_shard_ability	false	wh_dlc05_lord_abilities_spirit_essence_of_chaos		wh_type_augment		wh_main_anc_group_unique	true	false	item		false
ovn_arb_baz_wep_10_vengeful_sword_heal	false	wh2_dlc09_weapon_abilities_blessed_blade_of_ptra		wh_type_regeneration		wh_main_anc_group_unique	true	false	weapon		false
ovn_arb_baz_wep_10_vengeful_sword_damage_self	false	wh2_dlc13_unit_abilities_bathed_in_blood		wh_type_direct_damage		wh_main_anc_group_unique	true	false	weapon		false
ovn_arb_baz_wep_08_matyr_shard_ability	false	wh2_dlc14_lord_abilities_the_blood_price		wh_type_augment		wh_main_anc_group_crafted	true	false	weapon		false
ovn_arb_baz_heal	false	wh2_dlc09_character_abilities_restore		wh_type_regeneration		wh_main_anc_group_rare	true	false	item		false
ovn_arb_baz_arm_09_faith_shield_ability	false	wh_main_spell_bound_shield_of_faith		wh_type_area_of_hexes		wh_main_anc_group_unique	true	false	item		false
ovn_arb_baz_arm_08_gorgon_shield_ability	false	wh2_main_item_abilities_the_guiding_eye		wh_type_hex		wh_main_anc_group_unique	true	false	item		false
ovn_arb_baz_escape	false	wh2_dlc09_army_abilities_sand_veil		wh_type_area_of_augments		wh_main_anc_group_rare	true	false	item		false
smokeleaf_smokescreen	false	wh_pro01_lord_abilities_flash_bomb		wh_type_augment		wh_main_anc_group_rare	false	false	unit		false
arb_fatandira_blades_demise_skill	false	arb_fatandira_blades_demise		wh_type_augment		wh_main_anc_group_unique	true	false	weapon		false
arb_golden_magus_burning_scimitar_ability	true	arb_golden_magus_burning_scimitar		wh_type_area_of_augments		wh_main_anc_group_unique	true	false	item		false
arb_golden_magus_flaming_scimitar_bolts_of_burning	true	wh_main_spell_fire_piercing_bolts_of_burning		wh_type_bombardment		wh_main_anc_group_uncommon	true	false	army		false
arb_golden_magus_flaming_scimitar_hurricane_blades	true	wh2_main_spell_dark_magic_bladewind		wh_type_vortex		wh_main_anc_group_uncommon	true	false	army		false
