effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only_tech_effects					
ovn_effect_tech_armour_arb_camels	armour.png	4	armour.png	battle	true
ovn_effect_tech_armour_arb_basic_infantry	armour.png	4	armour.png	battle	true
ovn_effect_tech_speed_arb_nomads	battle_movement.png	4	battle_movement.png	battle	true
ovn_effect_tech_charge_bonus_pct_arb_camels	charge.png	106	charge.png	battle	true
ovn_effect_tech_melee_defence_arb_basic_infantry	defence.png	4	defence.png	battle	true
ovn_effect_tech_unit_xp_arb_arabyan_guard	experience.png	102	experience.png	campaign	true
ovn_effect_tech_unit_xp_arb_arabyan_guard_global	experience.png	120	experience.png	campaign	true
ovn_effect_tech_unit_xp_arb_elephants	experience.png	120	experience.png	campaign	true
ovn_effect_tech_reload_time_reduction_arb_gunpowder	icon_stat_reload_time_force.png	4	icon_stat_reload_time_force.png	battle	true
ovn_effect_tech_melee_attack_arb_nomads	melee.png	4	melee.png	battle	true
ovn_effect_tech_melee_attack_arb_corsairs	melee.png	4	melee.png	battle	true
ovn_effect_tech_melee_attack_arb_sharkas_slaves_pit_fighters	melee.png	4	melee.png	battle	true
ovn_araby_tech_corasir_units_upkeep	military_spending.png	4	military_spending.png	campaign	false
ovn_effect_tech_upkeep_reduction_arb_sharkas_slaves_pit_fighters	military_spending.png	4	military_spending.png	campaign	false
ovn_effect_tech_leadership_arb_sharkas_slaves_pit_fighters	morale.png	61	morale.png	battle	true
ovn_effect_tech_missile_strength_arb_gunpowder	ranged_damage.png	4	ranged_damage.png	battle	true
ovn_effect_tech_missile_strength_arb_bow_units	ranged_damage.png	4	ranged_damage.png	battle	true
ovn_effect_tech_weapon_strength_arb_sharkas_slaves_pit_fighters	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_effect_tech_weapon_strength_arb_sea_units	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_effect_tech_speed_arb_sea_units	battle_movement.png	421	battle_movement.png	battle	true
ovn_effect_tech_armour_arb_sea_units	armour.png	4	armour.png	battle	true
ovn_effect_tech_weapon_strength_arb_tomb_king_units	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_effect_tech_melee_defense_arb_tomb_king_units	defence.png	100	defence.png	battle	true
ovn_effect_tech_upkeep_arb_tomb_king_units	military_spending.png	4	military_spending.png	campaign	false
