effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only					
ovn_effect_ability_enable_blessing_of_the_elements	general_ability.png	600	general_ability.png	battle	true
ovn_effect_magic_desert_enable_mirage	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_enable_mirage_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_mirage	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_miscast_reduction_mirage_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_mirage	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_mirage_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_magic_desert_enable_sunstrike	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_sunstrike	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_enable_sunstrike_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_miscast_reduction_sunstrike_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_sunstrike	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_sunstrike_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_magic_desert_enable_sandstorm	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_sandstorm	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_enable_sandstorm_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_miscast_reduction_sandstorm_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_sandstorm	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_sandstorm_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_magic_desert_enable_quicksand	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_enable_quicksand_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_quicksand	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_miscast_reduction_quicksand_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_quicksand	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_quicksand_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_magic_desert_enable_burning_hands	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_enable_burning_hands_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_burning_hands	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_miscast_reduction_burning_hands_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_burning_hands	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_burning_hands_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_magic_desert_enable_curse_of_the_djinn	spell_ability.png	3	spell_ability.png	battle	true
ovn_effect_magic_desert_enable_curse_of_the_djinn_upgraded	spell_ability.png	4	spell_ability.png	battle	true
ovn_effect_magic_desert_cooldown_curse_of_the_djinn	magic_cooldown.png	60	magic_cooldown.png	battle	false
ovn_effect_magic_desert_miscast_reduction_curse_of_the_djinn_upgraded	spell_ability.png	111	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_curse_of_the_djinn	spell_ability.png	67	spell_ability.png	battle	false
ovn_effect_magic_desert_reduce_wom_cost_curse_of_the_djinn_upgraded	spell_ability.png	68	spell_ability.png	battle	false
ovn_effect_enable_mount_djinn_vessel	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_magic_carpet	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_camel	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_elephant	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_roc	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_golden_magus_skiff	mount.png	50	mount.png	both	true
Black_Book_Of_Ibn_Naggazar	item_ability.png	600	item_ability.png	battle	true
summon_djinn_fighter	item_ability.png	600	item_ability.png	battle	true
wh2_dlc12_army_abilities_great_invocation_of_djinn	item_ability.png	600	item_ability.png	battle	true
ovn_jaffar_innate_dummy	magic.png	4	magic.png	battle	true
arb_jaffar_serpent_djinn_enable	item_ability.png	600	item_ability.png	battle	true
arb_jaffar_serpent_guard_upkeep	military_spending.png	100	military_spending.png	battle	false
arb_jaffar_serpent_guard_melee	melee.png	100	melee.png	battle	true
arb_jaffar_serpent_guard_defence	defence.png	100	defence.png	battle	true
arb_jaffar_enable_aura_will	general_ability.png	50	defence.png	battle	true
ovn_araby_slave_production	slaves.png	4	military_spending.png	campaign	true
ovn_scythan_numas_diplo	diplomacy.png	2	diplomacy.png	campaign	true
ovn_araby_elephant_scor_mor	morale.png	4	morale.png	battle	true
ovn_arb_iron_resource_res_cost	treasury.png	0	treasury.png	campaign	false
roy_effect_agent_enable_recruitment_arb_champion	captain.png	60	captain.png	campaign	true
roy_effect_agent_cap_increase_arb_champion	captain.png	60	captain.png	campaign	true
roy_effect_agent_recruitment_xp_arb_champion	experience.png	101	experience.png	campaign	true
roy_effect_agent_enable_recruitment_arb_nomad	subterfuge.png	60	subterfuge.png	campaign	true
roy_effect_agent_cap_increase_arb_nomad	subterfuge.png	60	subterfuge.png	campaign	true
roy_effect_agent_recruitment_xp_arb_nomad	experience.png	101	experience.png	campaign	true
roy_effect_enable_arb_strike_from_the_shadows	general_ability.png	101	general_ability.png	battle	true
roy_effect_enable_arb_doppelgang	general_ability.png	101	general_ability.png	battle	true
roy_effect_agent_action_success_chance_arb_nomad	agent.png	101	agent.png	campaign	true
roy_effect_agent_action_cost_mod_arb_nomad	treasury.png	101	treasury.png	campaign	false
