building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/ovn_araby_only								
ovn_arb_hosp_1		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_hosp	true
ovn_arb_hosp_2		ovn_sc_arb_araby		wh_main_PLACEHOLDER	araby_healing	false	ovn_arb_hosp	true
ovn_arb_haikk		ovn_sc_arb_araby		wh_main_PLACEHOLDER	kislev_bokha_palace	false	ovn_arb_haikk	true
ovn_arb_bel		ovn_sc_arb_araby		wh_main_PLACEHOLDER	bretonnia_tower_of_the_enchantress	false	ovn_arb_bel	true
ovn_arb_fyrus		ovn_sc_arb_araby		wh_main_PLACEHOLDER	tmb_ritual_tomb	false	ovn_arb_fyrus	true
ovn_arb_Sabar		ovn_sc_arb_araby		wh_main_PLACEHOLDER	wh2_main_special_cothique_palace	false	ovn_arb_Sabar	true
ovn_arb_Madrasat		ovn_sc_arb_araby		wh_main_PLACEHOLDER	special_lighthouse	false	ovn_arb_Madrasat	true
ovn_arb_Sartosa		ovn_sc_arb_araby		wh_main_PLACEHOLDER	wh2_main_special_castle_drachenfels	false	ovn_arb_Sartosa	true
ovn_arb_Magritta		ovn_sc_arb_araby		wh_main_PLACEHOLDER	special_glittering_tower	false	ovn_arb_Magritta	true
ovn_arb_Crypt		ovn_sc_arb_araby		wh_main_PLACEHOLDER	vmp_tmb_mourkain	false	ovn_arb_Crypt	true
ovn_arb_Twilight		ovn_sc_arb_araby		wh_main_PLACEHOLDER	special_altar_of_ultimate_darkness	false	ovn_arb_Twilight	true
wh_main_special_knights_panther_chapterhouse			ovn_arb_sultanate_of_all_araby	wh_main_PLACEHOLDER	empire_knights_panther_chapterhouse	true	wh_main_special_knights_panther_chapterhouse	true
wh_main_special_knights_panther_chapterhouse			ovn_arb_golden_fleet	wh_main_PLACEHOLDER	empire_knights_panther_chapterhouse	true	wh_main_special_knights_panther_chapterhouse	true
wh_main_special_knights_panther_chapterhouse			ovn_arb_aswad_scythans	wh_main_PLACEHOLDER	empire_knights_panther_chapterhouse	true	wh_main_special_knights_panther_chapterhouse	true
