unit	additional_building_requirement	campaign_cap	caste	create_time	is_naval	land_unit	num_men	multiplayer_cap	multiplayer_cost	naval_unit	num_ships	min_men_per_ship	max_men_per_ship	recruitment_cost	upkeep_cost	weight	resource_requirement	special_edition_mask	unique_index	in_encyclopedia	audio_voiceover_culture	ui_unit_group_land	tier	is_high_threat	porthole_camera	mount	use_hitpoints_in_campaign	porthole_composite_scene	melee_cp	missile_cp	can_siege	audio_voiceover_culture_override	restrict_xp_gain_in_campaign	audio_voiceover_actor_group	food_cost	has_spoken_vo	is_monstrous	multiplayer_qb_cap	vo_is_dragon	vo_is_dinosaur	optional_ui_element	barrier_health	can_be_bribed
#main_units_tables;4;db/main_units_tables/ovn_araby_only																																											
ovn_arb_art_ballista		-1	warmachine	1	false	ovn_arb_art_ballista	32	0	575	wh_main_shp_transport	1	1	32	575	140	very_heavy		0	1049341201	true	wh2_dlc11_vo_culture_Vampire_Coast	wh_dlc06_bolt_thrower	2	false	emp_soldier_15_degrees		false		55.0	495.0	true	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	6	false	false		0.0	true
ovn_arb_art_grand_bombard		-1	warmachine	2	false	ovn_arb_art_grand_bombard	32	1	750	wh_main_shp_transport	1	1	32	950	275	very_heavy		0	53442521321	true	wh_main_vo_culture_Empire	cannon	5	false	emp_soldier_15_degrees		false		160.0	1440.0	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	false	false	1	false	false		0.0	true
ovn_arb_art_grand_bombard_ror		1	warmachine	2	false	ovn_arb_art_grand_bombard_ror	32	1	950	wh_main_shp_transport	1	1	32	1200	325	very_heavy		0	250589032	true	wh2_dlc11_vo_culture_Vampire_Coast	cannon	5	true	emp_soldier_15_degrees		false		160.0	1440.0	true	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	false	false	1	false	false		0.0	true
ovn_arb_art_trebuchet		-1	warmachine	1	false	ovn_arb_art_trebuchet	32	0	650	wh_main_shp_transport	1	1	32	700	175	very_heavy		0	7545346511	true	wh_main_vo_culture_Bretonnian	catapult	3	false	emp_soldier_15_degrees		false		70.0	630.0	true	vo_culture_None	false	wh_main_vo_actor_Bretonnian_Infantry	0	true	false	6	false	false		0.0	true
ovn_arb_art_naphtha_thrower		-1	warmachine	2	false	ovn_arb_art_naphtha_thrower	32	1	750	wh_main_shp_transport	1	1	32	950	275	very_heavy		0	53442521321	true	wh_main_vo_culture_Empire	field_gun_flame	5	false	emp_soldier_15_degrees		false		160.0	1440.0	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	false	false	1	false	false		0.0	true
ovn_arb_veh_naphtha_thrower_ror		-1	warmachine	2	false	ovn_arb_veh_naphtha_thrower_ror	1	1	750	wh_main_shp_transport	1	1	1	950	275	very_heavy		0	53442521322	true	wh_main_vo_culture_Empire	ovn_arb_veh_naphtha_thrower_ror	5	false	emp_soldier_15_degrees		true		1000.0	600.0	true	vo_culture_None	false	wh_main_vo_actor_Empire_Infantry	0	false	false	1	false	false		0.0	true
ovn_arb_cav_arabyan_knights		-1	melee_cavalry	2	false	ovn_arb_cav_arabyan_knights	60	0	800	wh_main_shp_transport	1	1	60	800	200	medium		0	250589007	true	wh2_dlc11_vo_culture_Vampire_Coast	shock_cavalry	3	false	emp_reiksguard		false		900.0	0.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	false	false	6	false	false		0.0	true
ovn_arb_cav_arabyan_knights_ror		1	melee_cavalry	2	false	ovn_arb_cav_arabyan_knights_ror	60	1	1150	wh_main_shp_transport	1	1	60	1200	300	medium		0	250589025	true	wh2_dlc11_vo_culture_Vampire_Coast	shock_cavalry	3	false	emp_reiksguard		false		900.0	0.0	false	vo_culture_None	true	wh2_dlc11_vo_actor_Generic_Human	0	false	false	6	false	false		0.0	true
ovn_arb_cav_archer_camels		-1	missile_cavalry	1	false	ovn_arb_cav_archer_camels	60	0	675	wh_main_shp_transport	1	1	60	500	150	medium		0	8542314319	true	wh2_dlc11_vo_culture_Vampire_Coast	missile_camelry_bow	2	false	emp_reiksguard		false		100.0	400.0	false	vo_culture_None	false	wh2_dlc11_vo_actor_Generic_Human	0	true	false	5	false	false		0.0	true
