bullet_point	unit_key
#ui_unit_bullet_point_unit_overrides_tables;0;db/ui_unit_bullet_point_unit_overrides_tables/ovn_araby_only	
fire_whilst_moving	ovn_arb_cav_jezzail_camels
armour_piercing_ranged	ovn_arb_cav_jezzail_camels
vanguard_deployment	ovn_arb_cav_jezzail_camels
fire_whilst_moving	ovn_arb_cav_archer_camels
vanguard_deployment	ovn_arb_cav_archer_camels
anti_large	ovn_arb_cav_lancer_camels
shielded	ovn_arb_cav_lancer_camels
anti_infantry	ovn_arb_mon_war_elephant_ror_2
terror	ovn_arb_mon_war_elephant_ror_2
rampage	ovn_arb_mon_war_elephant_ror_2
armour_piercing_ranged	ovn_arb_mon_war_elephant_ror_2
armour_piercing	ovn_arb_mon_genie
djinn	ovn_arb_mon_genie
armour_piercing	ovn_arb_mon_sea_nymph
djinn	ovn_arb_mon_sea_nymph
armour_piercing	ovn_arb_mon_desert_spirit
djinn	ovn_arb_mon_desert_spirit
armour_piercing	ovn_arb_mon_fire_efreet
djinn	ovn_arb_mon_fire_efreet
armour_piercing	ovn_arb_mon_tempest_djinn
djinn	ovn_arb_mon_tempest_djinn
armour_piercing	ovn_arb_mon_sea_nymph_ror
djinn	ovn_arb_mon_sea_nymph_ror
armour_piercing	ovn_arb_mon_desert_spirit_ror
djinn	ovn_arb_mon_desert_spirit_ror
armour_piercing	ovn_arb_mon_fire_efreet_ror
djinn	ovn_arb_mon_fire_efreet_ror
armour_piercing	ovn_arb_mon_tempest_djinn_ror
djinn	ovn_arb_mon_tempest_djinn_ror
spellcaster	ovn_arb_cha_magician_life_0
spellcaster	ovn_arb_cha_magician_desert_0
spellcaster	ovn_arb_cha_magician_fire_0
spellcaster	ovn_arb_cha_magician_heavens_0
fire_whilst_moving	ovn_arb_cha_magician_life_1
spellcaster	ovn_arb_cha_magician_life_1
armoured	ovn_arb_cha_magician_life_1
fire_whilst_moving	ovn_arb_cha_magician_desert_1
spellcaster	ovn_arb_cha_magician_desert_1
armoured	ovn_arb_cha_magician_desert_1
fire_whilst_moving	ovn_arb_cha_magician_fire_1
spellcaster	ovn_arb_cha_magician_fire_1
armoured	ovn_arb_cha_magician_fire_1
fire_whilst_moving	ovn_arb_cha_magician_heavens_1
spellcaster	ovn_arb_cha_magician_heavens_1
armoured	ovn_arb_cha_magician_heavens_1
spellcaster	ovn_arb_cha_magician_life_2
spellcaster	ovn_arb_cha_magician_desert_2
spellcaster	ovn_arb_cha_magician_fire_2
spellcaster	ovn_arb_cha_magician_heavens_2
very_fast	ovn_arb_cha_magician_life_2
very_fast	ovn_arb_cha_magician_desert_2
very_fast	ovn_arb_cha_magician_fire_2
very_fast	ovn_arb_cha_magician_heavens_2
meat_shield	ovn_arb_inf_arabyan_spearmen_summoned_0
meat_shield	ovn_arb_inf_arabyan_spearmen_summoned_1
anti_large	ovn_arb_art_grand_bombard
armour_piercing_ranged	ovn_arb_art_grand_bombard
good_range	ovn_arb_art_grand_bombard
low_rate_of_fire	ovn_arb_art_grand_bombard
anti_infantry	ovn_arb_mon_elephant
terror	ovn_arb_mon_elephant
anti_infantry	ovn_arb_mon_war_elephant
armour_piercing	ovn_arb_mon_war_elephant
armoured	ovn_arb_mon_war_elephant
terror	ovn_arb_mon_war_elephant
anti_infantry	ovn_arb_cha_sheikh_3
armour_piercing	ovn_arb_cha_sheikh_3
armoured	ovn_arb_cha_sheikh_3
terror	ovn_arb_cha_sheikh_3
anti_infantry	ovn_arb_cav_scorpion_riders
armour_piercing	ovn_arb_cav_scorpion_riders
armoured	ovn_arb_cav_scorpion_riders
terror	ovn_arb_cav_scorpion_riders
armour_piercing_ranged	ovn_arb_art_trebuchet
attuned_to_magic	ovn_arb_cha_sultan_jaffar_0
magical_aura	ovn_arb_cha_sultan_jaffar_0
attuned_to_magic	ovn_arb_cha_sultan_jaffar_1
magical_aura	ovn_arb_cha_sultan_jaffar_1
attuned_to_magic	ovn_arb_cha_sultan_jaffar_2
anti_infantry	ovn_arb_cha_sultan_jaffar_2
armoured	ovn_arb_cha_sultan_jaffar_2
terror	ovn_arb_cha_sultan_jaffar_2
anti_infantry	ovn_arb_cav_arabyan_knights
armoured_and_shielded	ovn_arb_cav_arabyan_knights
good_range	ovn_arb_inf_arabyan_bowmen
anti_infantry	ovn_arb_inf_dervishers
dervish_dance	ovn_arb_inf_dervishers
anti_large	ovn_arb_inf_arabyan_spearmen
charge_reflector_vs_large	ovn_arb_inf_arabyan_spearmen
shielded	ovn_arb_inf_arabyan_spearmen
shielded	ovn_arb_inf_arabyan_warriors
anti_large	ovn_arb_inf_arabyan_guard
charge_reflector_vs_large	ovn_arb_inf_arabyan_guard
shielded	ovn_arb_inf_arabyan_guard_ror
defender	ovn_arb_inf_arabyan_guard_ror
ovn_arb_people_nomads	ovn_arb_inf_alrahem_nomads
armour_piercing_ranged	ovn_arb_inf_alrahem_nomads
good_range	ovn_arb_inf_alrahem_nomads
vanguard_deployment	ovn_arb_inf_alrahem_nomads
anti_infantry	ovn_arb_inf_corsairs
vanguard_deployment	ovn_arb_inf_corsairs
precursor_missile	ovn_arb_inf_corsairs
shielded	ovn_arb_cav_bedouin_scouts
vanguard_deployment	ovn_arb_cav_bedouin_scouts
very_fast	ovn_arb_cav_bedouin_scouts
armoured_and_shielded	ovn_arb_cav_sipahis
armoured_and_shielded	ovn_arb_cav_sipahis_ror
armour_piercing_ranged	ovn_arb_inf_jezzails
good_range	ovn_arb_inf_jezzails
vanguard_deployment	ovn_arb_inf_jezzails
armour_piercing_ranged	ovn_arb_inf_jezzails_ror
good_range	ovn_arb_inf_jezzails_ror
vanguard_deployment	ovn_arb_inf_jezzails_ror
anti_infantry	ovn_arb_cav_arabyan_knights_ror
armoured_and_shielded	ovn_arb_cav_arabyan_knights_ror
armour_piercing	ovn_arb_inf_southland_warriors
anti_infantry	ovn_arb_mon_war_elephant_ror_1
terror	ovn_arb_mon_war_elephant_ror_1
rampage	ovn_arb_mon_war_elephant_ror_1
anti_large	ovn_arb_art_grand_bombard_ror
armour_piercing_ranged	ovn_arb_art_grand_bombard_ror
anti_infantry	ovn_arb_mon_giant_scorpion
armour_piercing	ovn_arb_mon_giant_scorpion
armoured	ovn_arb_mon_giant_scorpion
terror	ovn_arb_mon_giant_scorpion
armour_piercing	ovn_arb_mon_promethean_hatchlings
armoured	ovn_arb_mon_promethean_hatchlings
defender	ovn_arb_mon_promethean_hatchlings
armoured	ovn_arb_inf_jaguar_champions
shielded	ovn_arb_inf_jaguar_champions
armoured	ovn_arb_inf_jaguar_champions_ror
shielded	ovn_arb_inf_jaguar_champions_ror
shielded	ovn_arb_inf_pit_fighters
shielded	ovn_arb_inf_sharkas_slaves
armour_piercing	ovn_arb_inf_arabyan_ogres
ogre_charge	ovn_arb_inf_arabyan_ogres
anti_infantry	ovn_arb_inf_arabyan_ogres
good_range	ovn_arb_art_grand_bombard_ror
low_rate_of_fire	ovn_arb_art_grand_bombard_ror
armour_piercing	ovn_arb_mon_necrofex_colossus
armour_piercing_ranged	ovn_arb_mon_necrofex_colossus
fire_whilst_moving	ovn_arb_mon_necrofex_colossus
terror	ovn_arb_mon_necrofex_colossus
dodge	ovn_arb_cav_flying_carpets
very_fast	ovn_arb_cav_flying_carpets
fire_whilst_moving	ovn_arb_cav_flying_carpets
decent_melee	ovn_arb_cav_flying_carpets
very_fast	ovn_arb_cav_flying_carpets_ror
fire_whilst_moving	ovn_arb_cav_flying_carpets_ror
decent_melee	ovn_arb_cav_flying_carpets_ror
dodge	ovn_arb_cav_flying_carpets_ror
terror	ovn_arb_cha_champion_3
duellist	ovn_arb_cha_nomad_0
fire_whilst_moving	ovn_arb_cha_nomad_0
vanguard_deployment	ovn_arb_cha_nomad_0
duellist	ovn_arb_cha_nomad_1
fire_whilst_moving	ovn_arb_cha_nomad_1
vanguard_deployment	ovn_arb_cha_nomad_1
anti_large	ovn_arb_cha_nomad_1
armour_piercing_ranged	ovn_arb_cha_nomad_2
fire_whilst_moving	ovn_arb_cha_nomad_2
good_range	ovn_arb_cha_nomad_2
anti_large	ovn_arb_cha_nomad_2
armoured	ovn_arb_cha_sheikh_1
very_fast	ovn_arb_cha_sheikh_1
duellist	ovn_arb_cha_nomad_3
armour_piercing	ovn_arb_cha_nomad_3
poison	ovn_arb_cha_nomad_3
stalk	ovn_arb_cha_nomad_3
duellist	ovn_arb_cha_nomad_3_summoned
armour_piercing	ovn_arb_cha_nomad_3_summoned
poison	ovn_arb_cha_nomad_3_summoned
stalk	ovn_arb_cha_nomad_3_summoned
armour_piercing	ovn_arb_cha_champion_0
armour_piercing	ovn_arb_cha_champion_3
armour_piercing	ovn_arb_cha_champion_1
armour_piercing	ovn_arb_cha_champion_2
armoured	ovn_arb_cha_champion_0
armoured	ovn_arb_cha_champion_3
armoured	ovn_arb_cha_champion_1
armoured	ovn_arb_cha_champion_2
armoured_and_shielded	ovn_arb_cha_sheikh_0
armoured_and_shielded	ovn_arb_cha_sheikh_2
anti_large	ovn_arb_art_ballista
armour_piercing_ranged	ovn_arb_art_ballista
spellcaster	ovn_arb_cha_vizier_fire_0
spellcaster	ovn_arb_cha_vizier_fire_1
spellcaster	ovn_arb_cha_vizier_fire_2
spellcaster	ovn_arb_cha_vizier_life_0
spellcaster	ovn_arb_cha_vizier_life_1
spellcaster	ovn_arb_cha_vizier_life_2
spellcaster	ovn_arb_cha_vizier_heavens_0
spellcaster	ovn_arb_cha_vizier_heavens_1
spellcaster	ovn_arb_cha_vizier_heavens_2
spellcaster	ovn_arb_cha_vizier_desert_0
spellcaster	ovn_arb_cha_vizier_desert_1
spellcaster	ovn_arb_cha_vizier_desert_2
ovn_bombard_siege_bonus	ovn_arb_art_grand_bombard_ror
ovn_bombard_siege_bonus	ovn_arb_art_grand_bombard
armour_piercing_ranged	ovn_arb_cha_fatandira_0
