building	campaign_group	unit
#building_allied_units_tables;0;db/building_allied_units_tables/ovn_araby		
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_sharkas_slaves
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_spearmen
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_warriors
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_bowmen
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_cav_lancer_camels
wh3_main_brt_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_corsairs
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_cav_bedouin_scouts
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_art_ballista
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_cav_archer_camels
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_pit_fighters
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_dervishers
wh3_main_brt_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_alrahem_nomads
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_cav_arabyan_knights
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_guard
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_inf_southland_warriors
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_mon_enchanted_rope
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_cav_flying_carpets
wh3_main_brt_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_mon_tempest_djinn
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_sharkas_slaves
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_spearmen
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_warriors
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_bowmen
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_cav_lancer_camels
wh3_main_bst_allied_outpost_1	ovn_araby_combi_campaign	ovn_arb_inf_corsairs
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_cav_bedouin_scouts
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_art_ballista
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_cav_archer_camels
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_pit_fighters
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_dervishers
wh3_main_bst_allied_outpost_2	ovn_araby_combi_campaign	ovn_arb_inf_alrahem_nomads
wh3_main_bst_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_cav_arabyan_knights
wh3_main_bst_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_inf_arabyan_guard
wh3_main_bst_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_inf_southland_warriors
wh3_main_bst_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_mon_enchanted_rope
wh3_main_bst_allied_outpost_3	ovn_araby_combi_campaign	ovn_arb_cav_flying_carpets
