order	special_ability	target_self	target_friends	target_enemies	phase
#special_ability_to_special_ability_phase_junctions_tables;2;db/special_ability_to_special_ability_phase_junctions_tables/ovn_araby_only					
1	ovn_unit_passive_unbinding_djinn	true	false	false	ovn_unit_passive_unbinding_djinn
2	ovn_unit_passive_unbinding_djinn	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_djinn	true	false	false	wh_main_unit_passive_unbinding_critical
1	ovn_lore_passive_blessing_of_the_elements	false	true	false	ovn_lore_passive_blessing_of_the_elements
1	ovn_spell_desert_quicksand	false	false	true	ovn_spell_desert_quicksand
1	ovn_spell_desert_quicksand_upgraded	false	false	true	ovn_spell_desert_quicksand_upgraded
1	ovn_spell_desert_curse_of_the_djinn	false	false	true	ovn_spell_desert_curse_of_the_djinn
1	ovn_spell_desert_curse_of_the_djinn_upgraded	false	false	true	ovn_spell_desert_curse_of_the_djinn_upgraded
1	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	ovn_unit_passive_unbinding_arb_spearmen_mirage
2	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_arb_spearmen_mirage	true	false	false	wh_main_unit_passive_unbinding_critical
1	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded
2	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	wh_main_unit_passive_unbinding_weak
3	ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	true	false	false	wh_main_unit_passive_unbinding_critical
1	blood_howl	false	false	true	blood_howl
1	arb_jaffar_aura_will	true	false	false	arb_jaffar_aura_will
1	roy_unit_active_arb_strike_from_the_shadows	true	false	false	roy_phase_active_arb_strike_from_the_shadows
1	roy_unit_active_arb_doppelgang	true	false	false	roy_phase_active_arb_doppelgang
1	arb_fatandira_desert_feint	true	true	false	arb_fatandira_desert_feint
1	arb_fatandira_blades_demise_skill	true	true	false	arb_fatandira_blades_demise_skill
1	arb_golden_magus_mistral	true	true	false	arb_golden_magus_mistral
1	arb_golden_magus_scirocco	false	false	true	arb_golden_magus_scirocco
1	arb_golden_magus_wrath_djinn_passive	false	false	true	arb_golden_magus_wrath_djinn_passive
1	ovn_arb_unit_passive_djinn_instability	true	false	false	ovn_arb_unit_passive_djinn_instability_1
1	ovn_arb_unit_passive_djinn_instability_ii	true	false	false	ovn_arb_unit_passive_djinn_instability_2
1	ovn_arb_passive_djinn_carriage_power_of_djinn	true	false	false	ovn_arb_passive_djinn_carriage_power_of_djinn
1	ovn_arb_dervish_charge	true	false	false	ovn_arb_dervish_charge
1	ovn_arb_dervish_dance	true	false	false	ovn_arb_dervish_dance_1
2	ovn_arb_dervish_dance	true	false	false	ovn_arb_dervish_dance_2
3	ovn_arb_dervish_dance	true	false	false	ovn_arb_dervish_dance_3
1	ovn_arb_people_nomads	true	false	false	ovn_arb_people_nomads
1	arb_guard_ror_jaffar_elite	true	true	false	arb_guard_ror_jaffar_elite
1	wh_main_spell_fire_flaming_sword_of_rhuin_bound_camel_ror	true	true	false	wh_main_spell_fire_flaming_sword_of_rhuin
