key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
#battle_personalities_tables;12;db/battle_personalities_tables/ovn_araby_only							
ovn_arb_elephant_cannon	wm_elephant_cannon01	ovn_arb_elephant_cannon	ovn_arb_elephant_cannon	ovn_arb_elephant_cannon	false	false	false
ovn_arb_elephant_cannon_rider1	hu1_dlc13_wagon01_hellblaster_crew_1	ovn_arb_artillery_crew	wh2_dlc09_tmb_chariot_rider_bow_360		false	true	false
ovn_arb_elephant_cannon_rider2	hu1_dlc13_wagon01_hellblaster_crew_1	ovn_arb_artillery_crew	wh2_dlc09_tmb_chariot_rider_bow_360		false	true	false
ovn_arb_inf_djinn_vessel_sea	gr1_grail_reliquae	ovn_arb_djinn_vessel_02	ovn_arb_inf_djinn_vessel_blood		false	true	false
ovn_arb_inf_djinn_vessel_desert	gr1_grail_reliquae	ovn_arb_djinn_vessel_01	ovn_arb_inf_djinn_vessel_blood		false	true	false
ovn_arb_inf_djinn_vessel_fire	gr1_grail_reliquae	ovn_arb_djinn_vessel_01	ovn_arb_inf_djinn_vessel_blood		false	true	false
ovn_arb_inf_djinn_vessel_tempest	gr1_grail_reliquae	ovn_arb_djinn_vessel_02	ovn_arb_inf_djinn_vessel_blood		false	true	false
ovn_arb_cha_magician_life_rider	hu1_araby_fc2_carpet_staff_and_sword	ovn_arb_ch_magician_life	ovn_infantry_standard_magician_rider_blood_dismembers_life	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_desert_rider	hu1_araby_fc2_carpet_staff_and_sword	ovn_arb_ch_magician_desert	ovn_infantry_standard_magician_rider_blood_dismembers_desert	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_fire_rider	hu1_araby_fc2_carpet_staff_and_sword	ovn_arb_ch_magician_fire	ovn_infantry_standard_magician_rider_blood_dismembers_fire	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_heavens_rider	hu1_araby_fc2_carpet_staff_and_sword	ovn_arb_ch_magician_heavens	ovn_infantry_standard_magician_rider_blood_dismembers_heavens	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_life_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_ch_magician_life	ovn_infantry_standard_magician_rider_blood_dismembers_life	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_desert_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_ch_magician_desert	ovn_infantry_standard_magician_rider_blood_dismembers_desert	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_fire_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_ch_magician_fire	ovn_infantry_standard_magician_rider_blood_dismembers_fire	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_magician_heavens_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_ch_magician_heavens	ovn_infantry_standard_magician_rider_blood_dismembers_heavens	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_golden_magus_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_cha_golden_magus_0	ovn_infantry_standard_magician_rider_blood_dismembers_gmagus	ovn_arb_cha_magician_rider	true	true	true
ovn_arb_cha_sultan_jaffar_camel	hu1_araby_cm1_camel_spear_and_shield	ovn_arb_cha_sultan_jaffar_0	wh_main_infantry_standard_wizard_rider_blood_dismembers	ovn_arb_cha_magician_rider	true	true	true
wh_main_arb_elephant_rider_mahout	arb_hu1_elephant_mahout_rider	ovn_arb_elephant_mahout	wh_main_infantry_rider		false	true	false
wh_main_arb_elephant_rider_sheikh	hu1e_arb_sheikh_sword	ovn_arb_cha_sheikh_01	wh_main_infantry_rider		true	true	true
wh_main_arb_elephant_rider0	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider1	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider2	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider3	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider4	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider5	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
wh_main_arb_elephant_rider_jaffar	arb_hu1_jaffar_staff_and_sword	ovn_arb_cha_sultan_jaffar_0	wh_main_infantry_rider		false	true	true
ovn_arb_giant_vulture_rider_jaffar	hu1_vampire_counts_dr1_zombie_dragon_wb_sword_and_shield	ovn_arb_cha_sultan_jaffar_0	wh_main_infantry_rider		false	true	true
ovn_arb_cav_scorpion_riders_rider	hu1_cst_admiral_cr1_promethean_wb_halberd	ovn_arabyan_bowmen	wh_main_infantry_rider		false	true	false
ovn_arb_cha_fatandira_2	hu1b_fatandira_bi1_eagle_wb_sword_and_bow	ovn_arb_cha_fatandira_0	wh2_main_hef_rider_360_hero_blood	arb_fatandira_stats	true	true	true
arb_fatandira_horse	hu1b_hef_hr1_warhorse_sword_bow	ovn_arb_cha_fatandira_0	wh2_main_hef_rider_360_hero_blood	arb_fatandira_stats	true	true	true
ovn_arb_cha_golden_magus_2_gm	hu1_fire_staff_and_sword	ovn_arb_cha_golden_magus_0	wh_main_infantry_standard_hero_blood		false	true	true
ovn_arb_cha_golden_magus_2_rider0	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_rider1	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_rider2	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_rider3	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_rider4	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_rider5	hu1_arabyan_sword_and_longbow	ovn_arabyan_bowmen	wh2_dlc09_tmb_chariot_rider_bow_360	wh2_dlc09_tmb_chariot_bow	false	true	false
ovn_arb_cha_golden_magus_2_djinn0	gh1_cairn_wraith	ovn_arb_tempest_djinn_gm_skiff	ovn_arb_mon_tempest_djinn	ovn_arb_cha_golden_magus_2_djinn_oarmen	false	true	false
