art_set_id	agent_type	culture	subculture	faction	is_custom	is_male	agent_subtype	campaign_map_scale
#campaign_character_art_sets_tables;6;db/campaign_character_art_sets_tables/ovn_araby_only								
ovn_art_set_arb_fatandira	general				false	true	arb_fatandira	1.1000
ovn_art_set_arb_golden_magus	general				false	true	arb_golden_magus	1.1000
ovn_art_set_arb_magician_life	wizard				false	true	arb_magician_life	1.0000
ovn_art_set_arb_magician_desert	wizard				false	true	arb_magician_desert	1.0000
ovn_art_set_arb_magician_fire	wizard				false	true	arb_magician_fire	1.0000
ovn_art_set_arb_magician_heavens	wizard				false	true	arb_magician_heavens	1.0000
ovn_art_set_arb_magician_life_2	wizard				false	true	arb_magician_life	1.0000
ovn_art_set_arb_magician_desert_2	wizard				false	true	arb_magician_desert	1.0000
ovn_art_set_arb_magician_fire_2	wizard				false	true	arb_magician_fire	1.0000
ovn_art_set_arb_magician_heavens_2	wizard				false	true	arb_magician_heavens	1.0000
ovn_art_set_arb_magician_life_3	wizard				false	true	arb_magician_life	1.0000
ovn_art_set_arb_magician_desert_3	wizard				false	true	arb_magician_desert	1.0000
ovn_art_set_arb_magician_fire_3	wizard				false	true	arb_magician_fire	1.0000
ovn_art_set_arb_magician_heavens_3	wizard				false	true	arb_magician_heavens	1.0000
ovn_art_set_arb_sultan_jaffar	general				false	true	arb_sultan_jaffar	1.1000
ovn_art_set_arb_champion	champion				false	true	arb_champion	1.0000
ovn_art_set_arb_champion_guard	champion				false	true	arb_champion	1.0000
ovn_art_set_arb_champion_warrior	champion				false	true	arb_champion	1.0000
ovn_art_set_arb_champion_sergeant	champion				false	true	arb_champion	1.0000
ovn_art_set_arb_nomad_01	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_02	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_03	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_assassin_01	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_assassin_02	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_assassin_03	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_jezzail_01	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_jezzail_02	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_nomad_jezzail_03	spy				false	true	arb_nomad	1.0000
ovn_art_set_arb_sheikh_01	general				false	true	arb_sheikh	1.1000
ovn_art_set_arb_sheikh_02	general				false	true	arb_sheikh	1.1000
ovn_art_set_arb_sheikh_03	general				false	true	arb_sheikh	1.1000
ovn_art_set_arb_vizier_fire_01	general				false	true	arb_vizier_fire	1.1000
ovn_art_set_arb_vizier_life_01	general				false	true	arb_vizier_life	1.1000
ovn_art_set_arb_vizier_heavens_01	general				false	true	arb_vizier_heavens	1.1000
ovn_art_set_arb_vizier_desert_01	general				false	true	arb_vizier_desert	1.1000
ovn_art_set_arb_vizier_fire_02	general				false	true	arb_vizier_fire	1.1000
ovn_art_set_arb_vizier_life_02	general				false	true	arb_vizier_life	1.1000
ovn_art_set_arb_vizier_heavens_02	general				false	true	arb_vizier_heavens	1.1000
ovn_art_set_arb_vizier_desert_02	general				false	true	arb_vizier_desert	1.1000
ovn_art_set_arb_caravan_master_01	general				false	true	arb_caravan_master	1.0000
ovn_art_set_arb_vizier_fire_03	general				false	true	arb_vizier_fire	1.1000
ovn_art_set_arb_vizier_life_03	general				false	true	arb_vizier_life	1.1000
ovn_art_set_arb_vizier_heavens_03	general				false	true	arb_vizier_heavens	1.1000
ovn_art_set_arb_vizier_desert_03	general				false	true	arb_vizier_desert	1.1000
