attrition	unit
#campaign_map_attrition_unit_immunities_tables;0;db/campaign_map_attrition_unit_immunities_tables/ovn_araby_only	
non_vampire_territory	ovn_arb_art_ballista
non_vampire_territory	ovn_arb_art_grand_bombard
non_vampire_territory	ovn_arb_art_grand_bombard_ror
non_vampire_territory	ovn_arb_art_trebuchet
non_vampire_territory	ovn_arb_art_naphtha_thrower
non_vampire_territory	ovn_arb_veh_naphtha_thrower_ror
non_vampire_territory	ovn_arb_cav_lancer_camels
non_vampire_territory	ovn_arb_cav_lancer_camels_ror
non_vampire_territory	ovn_arb_cav_archer_camels
non_vampire_territory	ovn_arb_cav_bedouin_scouts
non_vampire_territory	ovn_arb_cav_jezzail_camels
non_vampire_territory	ovn_arb_cav_arabyan_knights
non_vampire_territory	ovn_arb_cav_arabyan_knights_ror
non_vampire_territory	ovn_arb_cav_sipahis
non_vampire_territory	ovn_arb_cav_sipahis_ror
non_vampire_territory	ovn_arb_cha_champion_0
non_vampire_territory	ovn_arb_cha_champion_1
non_vampire_territory	ovn_arb_cha_champion_2
non_vampire_territory	ovn_arb_cha_champion_3
non_vampire_territory	ovn_arb_cha_fatandira_0
non_vampire_territory	ovn_arb_cha_fatandira_1
non_vampire_territory	ovn_arb_cha_fatandira_2
non_vampire_territory	ovn_arb_cha_golden_magus_0
non_vampire_territory	ovn_arb_cha_golden_magus_1
non_vampire_territory	ovn_arb_cha_golden_magus_2
non_vampire_territory	ovn_arb_cha_magician_desert_0
non_vampire_territory	ovn_arb_cha_magician_desert_1
non_vampire_territory	ovn_arb_cha_magician_desert_2
non_vampire_territory	ovn_arb_cha_magician_fire_0
non_vampire_territory	ovn_arb_cha_magician_fire_1
non_vampire_territory	ovn_arb_cha_magician_fire_2
non_vampire_territory	ovn_arb_cha_magician_heavens_0
non_vampire_territory	ovn_arb_cha_magician_heavens_1
non_vampire_territory	ovn_arb_cha_magician_heavens_2
non_vampire_territory	ovn_arb_cha_magician_life_0
non_vampire_territory	ovn_arb_cha_magician_life_1
non_vampire_territory	ovn_arb_cha_magician_life_2
non_vampire_territory	ovn_arb_cha_nomad_0
non_vampire_territory	ovn_arb_cha_nomad_1
non_vampire_territory	ovn_arb_cha_nomad_2
non_vampire_territory	ovn_arb_cha_nomad_3
non_vampire_territory	ovn_arb_cha_nomad_3_summoned
non_vampire_territory	ovn_arb_cha_sheikh_0
non_vampire_territory	ovn_arb_cha_sheikh_1
non_vampire_territory	ovn_arb_cha_sheikh_2
non_vampire_territory	ovn_arb_cha_sheikh_3
non_vampire_territory	ovn_arb_cha_sultan_jaffar_0
non_vampire_territory	ovn_arb_cha_sultan_jaffar_1
non_vampire_territory	ovn_arb_cha_sultan_jaffar_2
non_vampire_territory	ovn_arb_cha_sultan_jaffar_3
non_vampire_territory	ovn_arb_cha_vizier_desert_0
non_vampire_territory	ovn_arb_cha_vizier_desert_1
non_vampire_territory	ovn_arb_cha_vizier_desert_2
non_vampire_territory	ovn_arb_cha_vizier_fire_0
non_vampire_territory	ovn_arb_cha_vizier_fire_1
non_vampire_territory	ovn_arb_cha_vizier_fire_2
non_vampire_territory	ovn_arb_cha_vizier_heavens_0
non_vampire_territory	ovn_arb_cha_vizier_heavens_1
non_vampire_territory	ovn_arb_cha_vizier_heavens_2
non_vampire_territory	ovn_arb_cha_vizier_life_0
non_vampire_territory	ovn_arb_cha_vizier_life_1
non_vampire_territory	ovn_arb_cha_vizier_life_2
non_vampire_territory	ovn_arb_cav_flying_carpets
non_vampire_territory	ovn_arb_cav_flying_carpets_ror
non_vampire_territory	ovn_arb_cav_scorpion_riders
non_vampire_territory	ovn_arb_inf_arabyan_guard
non_vampire_territory	ovn_arb_inf_arabyan_guard_ror
non_vampire_territory	ovn_arb_inf_arabyan_ogres
non_vampire_territory	ovn_arb_inf_arabyan_spearmen
non_vampire_territory	ovn_arb_inf_arabyan_spearmen_summoned_0
non_vampire_territory	ovn_arb_inf_arabyan_spearmen_summoned_1
non_vampire_territory	ovn_arb_inf_arabyan_warriors
non_vampire_territory	ovn_arb_inf_corsairs
non_vampire_territory	ovn_arb_inf_dervishers
non_vampire_territory	ovn_arb_inf_jaguar_champions
non_vampire_territory	ovn_arb_inf_jaguar_champions_ror
non_vampire_territory	ovn_arb_inf_pit_fighters
non_vampire_territory	ovn_arb_inf_sharkas_slaves
non_vampire_territory	ovn_arb_inf_southland_warriors
non_vampire_territory	ovn_arb_mon_desert_spirit
non_vampire_territory	ovn_arb_mon_desert_spirit_ror
