id	duration	effect_type	requested_stance	unbreakable	cant_move	freeze_fatigue	fatigue_change_ratio	inspiration_aura_range_mod	ability_recharge_change	hp_change_frequency	damage_amount	max_damaged_entities	resurrect	mana_regen_mod	mana_max_depletion_mod	imbue_magical	imbue_ignition	imbue_contact	phase_display	phase_audio	is_hidden_in_ui	affects_allies	affects_enemies	replenish_ammo	composite_scene_group	spreading	freeze_recharge	heal_amount	barrier_heal_amount
#special_ability_phases_tables;41;db/special_ability_phases_tables/ovn_araby_only																													
arb_fatandira_desert_feint	35.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
arb_fatandira_blades_demise_skill	40.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
arb_golden_magus_burning_scimitar_ability	22.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	true	10		arb_golden_magus_burning_scimitar_ability	wh_main_spell_fire_flaming_sword_of_rhuin	false	true	true	0.0000			false	0.0000	0.0000
arb_golden_magus_mistral	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_ward_save_all_passive		false	true	true	0.0000			false	0.0000	0.0000
arb_golden_magus_scirocco	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	4	4	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	true	true	0.0000			false	0.0000	0.0000
arb_golden_magus_wrath_djinn_passive	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_hp_damage_passive		false	true	true	0.0000			false	0.0000	0.0000
arb_jaffar_aura_will	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0000			false	0.0000	0.0000
blood_howl	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_debuff_defence_attack_morale_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_lore_passive_blessing_of_the_elements	7.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	true	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_spell_desert_curse_of_the_djinn	24.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		ovn_spell_desert_curse_of_the_djinn	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	false	true	true	0.0000			false	0.0000	0.0000
ovn_spell_desert_curse_of_the_djinn_upgraded	24.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		ovn_spell_desert_curse_of_the_djinn	wh2_tmb_spell_nehekhara_usekhps_incantation_of_dessication	false	true	true	0.0000			false	0.0000	0.0000
ovn_spell_desert_quicksand	38.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh2_dlc14_abilities_seismic_snare		false	true	true	0.0000			false	0.0000	0.0000
ovn_spell_desert_quicksand_upgraded	38.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh2_dlc14_abilities_seismic_snare		false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_unbinding_arb_spearmen_mirage	60.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_unbinding_arb_spearmen_mirage_upgraded	90.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_passive_unbinding_djinn	235.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_bound_entity_energy_small	wh2_dlc13_ability_summon_unbinding_generic_small_phase_01	false	true	true	0.0000			false	0.0000	0.0000
roy_phase_active_arb_doppelgang	60.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0			wh2_dlc14_ability_doppelgang	false	true	true	0.0000			false	0.0000	0.0000
roy_phase_active_arb_strike_from_the_shadows	55.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh2_main_unit_abilities_concealment_bombs	wh2_main_unit_abilities_concealment_bombs	false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_contact_pressure_of_the_abyss	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_contact_pocket_sand	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_unit_contact_four_winds	10.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_baz_wep_10_vengeful_sword_heal	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	48.0000	0.0000
ovn_arb_baz_wep_10_vengeful_sword_damage_self	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	15	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_baz_wep_08_matyr_shard_ability	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_baz_heal	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	1.0000	0	0	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	5.0000	0.0000
ovn_arb_baz_arm_09_faith_shield_ability	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_baz_arm_08_gorgon_shield_ability	16.0000	negative		false	true	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		ovn_arb_baz_arm_08_gorgon_shield_ability	wh_main_spell_light_net_of_amyntok	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_baz_escape	25.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	-1	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_unit_passive_djinn_instability_1	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	66	4	false	0.0000	0.0000	false	0		ovn_arb_djinn_instability_I		false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_unit_passive_djinn_instability_2	-1.0000	negative		false	false	false	0.0000	0.0000	0.0000	1.0000	133	12	false	0.0000	0.0000	false	0		ovn_arb_djinn_instability_II		false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_passive_djinn_carriage_power_of_djinn	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.2000	0.0000	false	0				false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_dervish_charge	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_morale	wh_main_character_abilities_waaagh	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_dervish_dance_1	30.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_dervish_dance_2	20.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_dervish_dance_3	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
ovn_arb_people_nomads	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack	wh_ability_positive	false	true	true	0.0000			false	0.0000	0.0000
arb_guard_ror_jaffar_elite	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0		wh_main_generic_buff_attack_passive		false	true	false	0.0000			false	0.0000	0.0000
arb_ror_bombard_contact_efffect_spawn_dummy	-1.0000	positive		false	false	false	0.0000	0.0000	0.0000	0.0000	0	0	false	0.0000	0.0000	false	0				true	false	true	0.0000			false	0.0000	0.0000
