effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only_skill_effects					
ovn_effect_force_stat_speed_arb_beasts	battle_movement.png	421	battle_movement.png	battle	true
ovn_effect_force_stat_charge_bonus_pct_arb_beasts	charge.png	101	charge.png	battle	true
ovn_effect_force_stat_melee_attack_arb_djinns	melee.png	100	melee.png	battle	true
ovn_effect_force_stat_leadership_arb_djinns	morale.png	4	morale.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_melee_infantry	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_effect_force_stat_magic_resistance_arb_melee_infantry	resistance_magic.png	4	resistance_magic.png	battle	true
ovn_effect_force_stat_armour_arb_melee_cavalry	armour.png	4	armour.png	battle	true
ovn_effect_force_stat_leadership_arb_melee_cavalry	morale.png	4	morale.png	battle	true
ovn_effect_force_stat_missile_strength_arb_ranged_nongunpowder	ranged_damage.png	4	ranged_damage.png	battle	true
ovn_effect_force_stat_reload_time_reduction_arb_ranged_nongunpowder	icon_stat_reload_time_force.png	4	icon_stat_reload_time_force.png	battle	true
ovn_effect_force_stat_ammunition_arb_ranged_gunpowder_naphtha	ammo.png	512	ammo.png	battle	true
ovn_effect_force_stat_range_arb_ranged_gunpowder_naphtha	accuracy.png	532	accuracy.png	battle	true
ovn_effect_force_stat_missile_resistance_arb_beasts_rank7	resistance_missile.png	700	resistance_missile.png	battle	true
ovn_effect_force_stat_melee_attack_arb_beasts_rank7	melee.png	100	melee.png	battle	true
ovn_effect_force_stat_ward_save_arb_magic_rank7	resistance_ward_save.png	4	resistance_ward_save.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_magic_rank7	weapon_damage.png	108	weapon_damage.png	battle	true
ovn_effect_force_stat_physical_resistance_arb_nomads_rank7	resistance_physical.png	582	resistance_physical.png	battle	true
ovn_effect_force_stat_charge_bonus_pct_arb_nomads_rank7	charge.png	101	charge.png	battle	true
ovn_effect_force_stat_melee_defence_arb_settled_rank7	defence.png	100	defence.png	battle	true
ovn_effect_force_stat_speed_arb_settled_rank7	battle_movement.png	421	battle_movement.png	battle	true
ovn_effect_upkeep_arb_sea_units	military_spending.png	105	military_spending.png	campaign	true
ovn_effect_force_stat_melee_attack_arb_sea_units	melee.png	100	melee.png	battle	true
ovn_effect_force_stat_melee_defence_arb_sea_units	defence.png	100	defence.png	battle	true
ovn_effect_force_stat_flame_resistance_arb_tomb_king_units	resistance_fire.png	581	resistance_fire.png	battle	true
ovn_effect_force_stat_melee_attack_arb_tomb_king_units	melee.png	100	melee.png	battle	true
ovn_effect_force_stat_armour_arb_tomb_king_units	armour.png	4	armour.png	battle	true
