group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;1;db/cdir_military_generator_unit_qualities_tables/ovn_araby_only		
wh3_default_land_artillery	ovn_arb_art_ballista	15
wh3_default_land_artillery	ovn_arb_art_grand_bombard	15
wh3_default_land_artillery	ovn_arb_art_grand_bombard_ror	20
wh3_default_land_artillery	ovn_arb_art_trebuchet	10
wh3_default_land_artillery	ovn_arb_art_naphtha_thrower	20
wh3_default_land_artillery	ovn_arb_veh_naphtha_thrower_ror	25
wh3_default_land_melee_cavalry	ovn_arb_cav_lancer_camels	10
wh3_default_land_melee_cavalry	ovn_arb_cav_lancer_camels_ror	15
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_archer_camels	10
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_bedouin_scouts	5
wh3_default_land_ranged_cavalry_mounted	ovn_arb_cav_jezzail_camels	15
wh3_default_land_melee_cavalry	ovn_arb_cav_arabyan_knights	15
wh3_default_land_melee_cavalry	ovn_arb_cav_arabyan_knights_ror	20
wh3_default_land_melee_cavalry	ovn_arb_cav_sipahis	20
wh3_default_land_melee_cavalry	ovn_arb_cav_sipahis_ror	25
wh3_default_land_characters	ovn_arb_cha_champion_0	10
wh3_default_land_characters	ovn_arb_cha_champion_1	10
wh3_default_land_characters	ovn_arb_cha_champion_2	10
wh3_default_land_characters	ovn_arb_cha_champion_3	10
wh3_default_land_characters	ovn_arb_cha_fatandira_0	10
wh3_default_land_characters	ovn_arb_cha_fatandira_1	10
wh3_default_land_characters	ovn_arb_cha_fatandira_2	10
wh3_default_land_characters	ovn_arb_cha_golden_magus_0	10
wh3_default_land_characters	ovn_arb_cha_golden_magus_1	10
wh3_default_land_characters	ovn_arb_cha_golden_magus_2	10
wh3_default_land_characters	ovn_arb_cha_magician_desert_0	10
wh3_default_land_characters	ovn_arb_cha_magician_desert_1	10
wh3_default_land_characters	ovn_arb_cha_magician_desert_2	10
wh3_default_land_characters	ovn_arb_cha_magician_fire_0	10
wh3_default_land_characters	ovn_arb_cha_magician_fire_1	10
wh3_default_land_characters	ovn_arb_cha_magician_fire_2	10
wh3_default_land_characters	ovn_arb_cha_magician_heavens_0	10
wh3_default_land_characters	ovn_arb_cha_magician_heavens_1	10
wh3_default_land_characters	ovn_arb_cha_magician_heavens_2	10
wh3_default_land_characters	ovn_arb_cha_magician_life_0	10
wh3_default_land_characters	ovn_arb_cha_magician_life_1	10
wh3_default_land_characters	ovn_arb_cha_magician_life_2	10
wh3_default_land_characters	ovn_arb_cha_nomad_0	10
wh3_default_land_characters	ovn_arb_cha_nomad_1	10
wh3_default_land_characters	ovn_arb_cha_nomad_2	10
wh3_default_land_characters	ovn_arb_cha_nomad_3	10
wh3_default_land_characters	ovn_arb_cha_sheikh_0	10
wh3_default_land_characters	ovn_arb_cha_sheikh_1	10
wh3_default_land_characters	ovn_arb_cha_sheikh_2	10
wh3_default_land_characters	ovn_arb_cha_sheikh_3	10
wh3_default_land_characters	ovn_arb_cha_sultan_jaffar_0	10
wh3_default_land_characters	ovn_arb_cha_sultan_jaffar_1	10
wh3_default_land_characters	ovn_arb_cha_sultan_jaffar_2	10
wh3_default_land_characters	ovn_arb_cha_sultan_jaffar_3	10
wh3_default_land_characters	ovn_arb_cha_vizier_desert_0	10
wh3_default_land_characters	ovn_arb_cha_vizier_desert_1	10
wh3_default_land_characters	ovn_arb_cha_vizier_desert_2	10
wh3_default_land_characters	ovn_arb_cha_vizier_fire_0	10
wh3_default_land_characters	ovn_arb_cha_vizier_fire_1	10
wh3_default_land_characters	ovn_arb_cha_vizier_fire_2	10
wh3_default_land_characters	ovn_arb_cha_vizier_heavens_0	10
wh3_default_land_characters	ovn_arb_cha_vizier_heavens_1	10
wh3_default_land_characters	ovn_arb_cha_vizier_heavens_2	10
wh3_default_land_characters	ovn_arb_cha_vizier_life_0	10
wh3_default_land_characters	ovn_arb_cha_vizier_life_1	10
wh3_default_land_characters	ovn_arb_cha_vizier_life_2	10
wh3_default_land_aura	ovn_arb_cav_flying_carpets	10
wh3_default_land_aura	ovn_arb_cav_flying_carpets_ror	10
wh3_default_land_melee_cavalry_main_mounted_heavy	ovn_arb_cav_scorpion_riders	10
wh3_default_land_melee_infantry	ovn_arb_inf_arabyan_guard	15
wh3_default_land_melee_infantry	ovn_arb_inf_arabyan_guard_ror	15
wh3_default_land_melee_infantry	ovn_arb_inf_arabyan_ogres	15
wh3_default_land_melee_infantry	ovn_arb_inf_arabyan_spearmen	10
wh3_default_land_melee_infantry	ovn_arb_inf_arabyan_warriors	10
wh3_default_land_melee_infantry	ovn_arb_inf_corsairs	10
wh3_default_land_melee_infantry	ovn_arb_inf_dervishers	15
wh3_default_land_melee_infantry	ovn_arb_inf_jaguar_champions	15
wh3_default_land_melee_infantry	ovn_arb_inf_jaguar_champions_ror	20
