ancillary	effect	effect_scope	value
#ancillary_to_effects_tables;0;db/ancillary_to_effects_tables/ovn_arb_bazaar			
ovn_arb_baz_arm_01_copher	wh_main_effect_character_stat_armour	character_to_character_own	12.0000
ovn_arb_baz_arm_01_copher	wh_main_effect_character_stat_speed	character_to_character_own	6.0000
ovn_arb_baz_arm_02_atabeg	wh_main_effect_character_stat_aura_leadership_effect	character_to_character_own	5.0000
ovn_arb_baz_arm_02_atabeg	ovn_effect_tech_melee_defence_arb_basic_infantry	character_to_force_own	4.0000
ovn_arb_baz_arm_02_atabeg	wh_main_effect_character_stat_armour	character_to_character_own	7.0000
ovn_arb_baz_arm_03_sand_helm	wh_main_effect_character_stat_magic_resistance	character_to_character_own	20.0000
ovn_arb_baz_arm_03_sand_helm	wh_main_effect_character_stat_armour	character_to_character_own	6.0000
ovn_arb_baz_arm_03_sand_helm	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod_enemy	general_to_force_enemy_regionwide	-8.0000
ovn_arb_baz_arm_04_dwell_terror	wh2_dlc13_effect_xp_gain_increase_versus_undead	general_to_force_own	80.0000
ovn_arb_baz_arm_04_dwell_terror	wh2_dlc14_effect_unit_enable_attribute_immpsy_when_fighting_undead	character_to_character_own	1.0000
ovn_arb_baz_arm_04_dwell_terror	wh2_main_effect_character_stat_weapon_strength_vs_undead	character_to_character_own	25.0000
ovn_arb_baz_arm_05_lost_breastplate	ovn_effect_magic_desert_enable_quicksand	character_to_character_own	1.0000
ovn_arb_baz_arm_05_lost_breastplate	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
ovn_arb_baz_arm_06_uzzal_tear	wh_main_effect_character_stat_armour	character_to_character_own	8.0000
ovn_arb_baz_arm_06_uzzal_tear	wh_main_effect_attribute_enable_immune_to_psychology	character_to_character_own	1.0000
ovn_arb_baz_arm_06_uzzal_tear	wh2_dlc11_effect_attrition_immunity_chaos	general_to_force_own	1.0000
ovn_arb_baz_arm_06_uzzal_tear	wh2_dlc10_effect_force_stat_ward_save_vs_chaos_norsca_beastmen	character_to_character_own	20.0000
ovn_arb_baz_arm_07_oasis_heart	wh2_main_effect_force_stat_melee_attack_in_desert	character_to_character_own	10.0000
ovn_arb_baz_arm_07_oasis_heart	ovn_arb_baz_heal	character_to_character_own	1.0000
ovn_arb_baz_arm_08_gorgon_shield	wh2_main_effect_character_stat_enable_discourage_attacks	character_to_character_own	1.0000
ovn_arb_baz_arm_08_gorgon_shield	wh_main_effect_attribute_enable_causes_fear	character_to_character_own	1.0000
ovn_arb_baz_arm_08_gorgon_shield	wh_main_effect_character_stat_missile_resistance	character_to_character_own	15.0000
ovn_arb_baz_arm_08_gorgon_shield	ovn_arb_baz_arm_08_gorgon_shield_ability	character_to_character_own	1.0000
ovn_arb_baz_arm_09_faith_shield	wh_main_effect_attribute_enable_unbreakable	character_to_character_own	1.0000
ovn_arb_baz_arm_09_faith_shield	wh_main_effect_character_stat_armour	character_to_character_own	5.0000
ovn_arb_baz_arm_09_faith_shield	ovn_arb_baz_arm_09_faith_shield_ability	character_to_character_own	1.0000
ovn_arb_baz_arm_10_scorpion_armour	wh2_dlc09_effect_ability_enable_scorpion_armour	character_to_character_own	1.0000
ovn_arb_baz_arm_10_scorpion_armour	wh_main_effect_character_stat_armour	character_to_character_own	14.0000
ovn_arb_baz_arm_10_scorpion_armour	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_arb_baz_arm_10_scorpion_armour	wh_main_effect_character_stat_speed	character_to_character_own	6.0000
ovn_arb_baz_arm_11_khrumak_gift	wh_main_effect_character_stat_magic_resistance	character_to_character_own	25.0000
ovn_arb_baz_arm_11_khrumak_gift	wh_main_effect_character_stat_ward_save	character_to_character_own	10.0000
ovn_arb_baz_arm_11_khrumak_gift	wh_main_effect_character_stat_armour	character_to_character_own	20.0000
ovn_arb_baz_arm_12_sultan_armour	wh_main_effect_character_stat_armour	character_to_character_own	15.0000
ovn_arb_baz_arm_12_sultan_armour	wh_main_effect_character_stat_leadership	general_to_force_own	10.0000
ovn_arb_baz_wep_01_golden_scimitar	wh_main_effect_character_stat_ap_damage	character_to_character_own	5.0000
ovn_arb_baz_wep_01_golden_scimitar	wh_main_effect_character_stat_melee_attack	character_to_character_own	5.0000
ovn_arb_baz_wep_01_golden_scimitar	wh_main_effect_character_stat_weapon_strength	character_to_character_own	8.0000
ovn_arb_baz_wep_02_hidden_blade	wh_main_effect_character_stat_ap_damage	character_to_character_own	14.0000
ovn_arb_baz_wep_03_corsair_soul	wh2_main_effect_character_stat_melee_attack_at_sea	character_to_force_own	8.0000
ovn_arb_baz_wep_03_corsair_soul	wh2_main_effect_force_army_campaign_attrition_all_sea_resistance	general_to_force_own	-50.0000
ovn_arb_baz_wep_03_corsair_soul	ovn_effect_tech_melee_attack_arb_corsairs	general_to_force_own	6.0000
ovn_arb_baz_wep_03_corsair_soul	wh_main_effect_character_stat_melee_attack	character_to_character_own	6.0000
ovn_arb_baz_wep_04_desert_hammer	wh_main_effect_character_stat_melee_attack	character_to_character_own	12.0000
ovn_arb_baz_wep_04_desert_hammer	wh_main_effect_character_stat_weapon_strength	character_to_character_own	14.0000
ovn_arb_baz_wep_04_desert_hammer	wh2_dlc10_effect_character_stat_enable_sundering_attacks	character_to_character_own	1.0000
ovn_arb_baz_wep_05_saif	wh2_main_effect_character_stat_weapon_strength_vs_undead	character_to_character_own	30.0000
ovn_arb_baz_wep_05_saif	wh2_main_effect_force_stat_melee_attack_vs_undead	character_to_character_own	16.0000
ovn_arb_baz_wep_05_saif	wh_main_effect_force_stat_leadership_vs_undead	character_to_force_own	6.0000
ovn_arb_baz_wep_06_truth_dagger	wh2_dlc14_effect_attrition_immunity_undead	general_to_force_own	1.0000
ovn_arb_baz_wep_06_truth_dagger	wh2_main_effect_ability_enable_regeneration	character_to_character_own	1.0000
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_melee_attack	character_to_character_own	14.0000
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_weapon_strength	character_to_character_own	18.0000
ovn_arb_baz_wep_07_dimashque_breath	wh_main_effect_character_stat_ap_damage	character_to_character_own	12.0000
ovn_arb_baz_wep_08_matyr_shard	ovn_arb_baz_wep_08_matyr_shard_ability	character_to_character_own	1.0000
ovn_arb_baz_wep_08_matyr_shard	wh_dlc08_effect_ability_enable_frenzy	character_to_character_own	1.0000
ovn_arb_baz_wep_08_matyr_shard	wh_main_effect_character_stat_weapon_strength	character_to_character_own	10.0000
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_force_stat_range	character_to_force_own	15.0000
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_character_stat_bonus_vs_large	character_to_character_own	20.0000
ovn_arb_baz_wep_09_seeking_bow	wh_main_effect_force_stat_missile_damage	character_to_force_own	5.0000
ovn_arb_baz_wep_10_vengeful_sword	ovn_arb_baz_wep_10_vengeful_sword_heal	character_to_character_own	1.0000
ovn_arb_baz_wep_10_vengeful_sword	ovn_arb_baz_wep_10_vengeful_sword_damage_self	character_to_character_own	1.0000
ovn_arb_baz_wep_11_efreet_blade	wh2_main_effect_character_stat_enable_flaming_attacks	character_to_character_own	1.0000
ovn_arb_baz_wep_11_efreet_blade	summon_djinn_fighter	character_to_character_own	1.0000
ovn_arb_baz_wep_11_efreet_blade	wh_main_effect_character_stat_ap_damage	character_to_character_own	18.0000
ovn_arb_baz_wep_12_weeping_blade	wh_main_effect_character_stat_ap_damage	character_to_character_own	35.0000
ovn_arb_baz_wep_12_weeping_blade	wh_main_effect_character_stat_enable_poison_attacks	character_to_character_own	1.0000
ovn_arb_baz_ei_01_desert_idol	wh2_main_effect_force_stat_melee_attack_in_desert	character_to_character_own	8.0000
ovn_arb_baz_ei_01_desert_idol	wh_main_effect_character_stat_leadership	character_to_character_own	6.0000
ovn_arb_baz_ei_01_desert_idol	ovn_effect_tech_melee_attack_arb_nomads	character_to_force_own	4.0000
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_force_army_campaign_ambush_defence_success_chance	general_to_force_own	10.0000
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_force_army_campaign_ambush_attack_success_chance	general_to_force_own	15.0000
ovn_arb_baz_ei_02_fate_abacus	wh_main_effect_ability_enable_deathblow	character_to_character_own	1.0000
ovn_arb_baz_ei_03_beetle_pendulum	wh_main_effect_force_stat_leadership_vs_undead	character_to_force_own	8.0000
ovn_arb_baz_ei_03_beetle_pendulum	wh2_main_effect_character_stat_weapon_strength_vs_undead	character_to_character_own	15.0000
ovn_arb_baz_ei_04_desire_astrolabe	wh_main_effect_force_stat_speed	character_to_force_own	5.0000
ovn_arb_baz_ei_04_desire_astrolabe	wh2_dlc12_effect_magic_cooldown_all_lores	character_to_character_own	-10.0000
ovn_arb_baz_ei_05_serpent_crown	wh_main_effect_force_stat_leadership	general_to_force_own	8.0000
ovn_arb_baz_ei_05_serpent_crown	wh_main_effect_force_stat_leadership_enemy_unit	general_to_force_enemy_regionwide	-8.0000
ovn_arb_baz_ei_06_healing_ring	ovn_arb_baz_heal	character_to_character_own	1.0000
ovn_arb_baz_ei_06_healing_ring	wh_main_effect_character_stat_unit_health	character_to_character_own	6.0000
ovn_arb_baz_ei_06_healing_ring	wh_main_effect_force_all_campaign_replenishment_rate	character_to_character_own	10.0000
ovn_arb_baz_ei_07_djinni_ring	ovn_effect_magic_desert_enable_curse_of_the_djinn	character_to_character_own	1.0000
ovn_arb_baz_ei_07_djinni_ring	wh_main_effect_character_stat_ward_save	character_to_character_own	6.0000
ovn_arb_baz_ei_08_faith_mask	wh_main_effect_ability_enable_banishment	character_to_character_own	1.0000
