id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_araby_outpost		
92114159	ovn_araby_allied_outpost_2	ovn_arb_inf_pit_fighters
92114162	ovn_araby_allied_outpost_3	ovn_arb_inf_arabyan_guard
92114163	ovn_araby_allied_outpost_3	ovn_arb_cav_arabyan_knights
92114160	ovn_araby_allied_outpost_2	ovn_arb_inf_alrahem_nomads
92114156	ovn_araby_allied_outpost_1	ovn_arb_inf_arabyan_warriors
92114157	ovn_araby_allied_outpost_1	ovn_arb_inf_arabyan_bowmen
92114161	ovn_araby_allied_outpost_2	ovn_arb_inf_dervishers
92114164	ovn_araby_allied_outpost_3	ovn_arb_cav_flying_carpets
92114158	ovn_araby_allied_outpost_1	ovn_arb_cav_lancer_camels
