key	building	unit	xp	conditions	faction	enabled
#building_units_allowed_tables;4;db/building_units_allowed_tables/ovn_araby_only						
345368990	ovn_arb_Twilight	wh_main_chs_cav_chaos_knights_0	1	0		false
345368991	ovn_arb_Twilight	wh_main_chs_inf_chaos_warriors_0	1	0		false
345368992	ovn_arb_Twilight	wh_main_chs_mon_chaos_spawn	1	0		false
345368993	ovn_arb_Twilight	wh_dlc06_chs_inf_aspiring_champions_0	1	0		false
345368994	ovn_arb_barracks_1	ovn_arb_inf_arabyan_bowmen	0	0		false
345368995	ovn_arb_barracks_1	ovn_arb_inf_arabyan_spearmen	0	0		false
345368996	ovn_arb_barracks_2	ovn_arb_inf_arabyan_bowmen	0	0		false
345368997	ovn_arb_barracks_2	ovn_arb_inf_arabyan_spearmen	0	0		false
345368998	ovn_arb_barracks_2	ovn_arb_inf_arabyan_warriors	0	0		false
345368999	ovn_arb_barracks_3	ovn_arb_inf_arabyan_bowmen	0	0		false
345369000	ovn_arb_barracks_3	ovn_arb_inf_arabyan_guard	0	0		false
345369001	ovn_arb_barracks_3	ovn_arb_inf_arabyan_spearmen	0	0		false
345369002	ovn_arb_barracks_3	ovn_arb_inf_arabyan_warriors	0	0		false
345369003	ovn_arb_forge_1	ovn_arb_art_ballista	0	0		false
345369004	ovn_arb_forge_2	ovn_arb_art_ballista	0	0		false
345369005	ovn_arb_forge_2	ovn_arb_art_trebuchet	0	0		false
345369006	ovn_arb_forge_3	ovn_arb_art_ballista	0	0		false
345369007	ovn_arb_forge_3	ovn_arb_art_grand_bombard	0	0		false
345369008	ovn_arb_forge_3	ovn_arb_art_trebuchet	0	0		false
345369009	ovn_arb_forge_3	ovn_arb_inf_jezzails	0	0		false
345369010	ovn_arb_forge_3	ovn_arb_art_naphtha_thrower	0	0		false
345369011	ovn_arb_haikk	ovn_arb_inf_arabyan_guard	0	0		false
345369012	ovn_arb_industry_basic_2	ovn_arb_inf_sharkas_slaves	0	0		false
345369013	ovn_arb_industry_basic_3	ovn_arb_inf_pit_fighters	0	0		false
345369014	ovn_arb_industry_basic_3	ovn_arb_inf_sharkas_slaves	0	0		false
345369015	ovn_arb_nomad_1	ovn_arb_cav_bedouin_scouts	0	0		false
345369016	ovn_arb_nomad_1	ovn_arb_cav_lancer_camels	0	0		false
345369017	ovn_arb_nomad_2	ovn_arb_inf_alrahem_nomads	0	0		false
345369018	ovn_arb_nomad_2	ovn_arb_inf_jaguar_champions	0	0		false
345369019	ovn_arb_nomad_2	ovn_arb_cav_bedouin_scouts	0	0		false
345369020	ovn_arb_nomad_2	ovn_arb_cav_lancer_camels	0	0		false
345369021	ovn_arb_nomad_2	ovn_arb_cav_archer_camels	0	0		false
345369022	ovn_arb_nomad_3	ovn_arb_inf_alrahem_nomads	0	0		false
345369023	ovn_arb_nomad_3	ovn_arb_inf_jaguar_champions	0	0		false
345369024	ovn_arb_nomad_3	ovn_arb_inf_southland_warriors	0	0		false
345369025	ovn_arb_nomad_3	ovn_arb_cav_bedouin_scouts	0	0		false
345369026	ovn_arb_nomad_3	ovn_arb_inf_arabyan_ogres	0	0		false
345369027	ovn_arb_nomad_3	ovn_arb_cav_lancer_camels	0	0		false
345369028	ovn_arb_nomad_3	ovn_arb_cav_archer_camels	0	0		false
345369029	ovn_arb_nomad_3	ovn_arb_cav_jezzail_camels	0	0		false
345369030	ovn_arb_nomad_4	ovn_arb_inf_alrahem_nomads	0	0		false
345369031	ovn_arb_nomad_4	ovn_arb_inf_jaguar_champions	0	0		false
345369032	ovn_arb_nomad_4	ovn_arb_inf_southland_warriors	0	0		false
345369033	ovn_arb_nomad_4	ovn_arb_cav_bedouin_scouts	0	0		false
345369034	ovn_arb_nomad_4	ovn_arb_inf_arabyan_ogres	0	0		false
345369035	ovn_arb_nomad_4	wh_main_grn_mon_giant	0	0		false
345369036	ovn_arb_nomad_4	ovn_arb_cav_lancer_camels	0	0		false
345369037	ovn_arb_nomad_4	ovn_arb_cav_archer_camels	0	0		false
345369038	ovn_arb_nomad_4	ovn_arb_cav_jezzail_camels	0	0		false
345369039	ovn_arb_nomad_4	ovn_arb_mon_giant_vulture_feral	0	0		false
345369040	ovn_arb_nomad_4	ovn_arb_cav_waghzen	0	0		false
345369041	ovn_arb_scy_tmb	wh2_dlc09_tmb_cav_necropolis_knights_0	0	0		false
345369042	ovn_arb_scy_tmb	wh2_dlc09_tmb_inf_nehekhara_warriors_0	0	0		false
345369043	ovn_arb_scy_tmb	wh2_dlc09_tmb_inf_tomb_guard_1	0	0		false
345369044	ovn_arb_scy_tmb	wh2_dlc09_tmb_mon_ushabti_0	0	0		false
345369045	ovn_arb_scy_tmb	wh2_dlc09_tmb_veh_skeleton_chariot_0	0	0		false
345369046	ovn_arb_stables_1	ovn_arb_cav_arabyan_knights	0	0		false
345369047	ovn_arb_stables_2	ovn_arb_cav_arabyan_knights	0	0		false
345369048	ovn_arb_stables_2	ovn_arb_cav_sipahis	0	0		false
345369049	ovn_arb_stables_2	ovn_arb_mon_elephant	0	0		false
345369050	ovn_arb_stables_3	ovn_arb_cav_arabyan_knights	0	0		false
345369051	ovn_arb_stables_3	ovn_arb_cav_sipahis	0	0		false
345369052	ovn_arb_stables_3	ovn_arb_mon_giant_scorpion	0	0		false
345369053	ovn_arb_stables_3	ovn_arb_mon_elephant	0	0		false
345369054	ovn_arb_stables_3	ovn_arb_mon_war_elephant	0	0		false
345369055	ovn_arb_stables_3	ovn_arb_cav_scorpion_riders	0	0		false
345369056	ovn_arb_worship_1	ovn_arb_inf_dervishers	0	0		false
345369057	ovn_arb_worship_1	ovn_arb_cav_flying_carpets	0	0		false
345369058	ovn_arb_worship_1	ovn_arb_mon_enchanted_rope	0	0		false
345369059	ovn_arb_worship_2	ovn_arb_inf_dervishers	0	0		false
345369060	ovn_arb_worship_2	ovn_arb_mon_fire_efreet	0	0		false
345369061	ovn_arb_worship_2	ovn_arb_cav_flying_carpets	0	0		false
345369062	ovn_arb_worship_2	ovn_arb_mon_genie	0	0		false
345369063	ovn_arb_worship_2	ovn_arb_mon_tempest_djinn	0	0		false
345369064	ovn_arb_worship_2	ovn_arb_mon_sea_nymph	0	0		false
345369065	ovn_arb_worship_2	ovn_arb_mon_desert_spirit	0	0		false
345369066	ovn_arb_worship_2	ovn_arb_mon_enchanted_rope	0	0		false
345369067	ovn_araby_port_1	ovn_arb_inf_corsairs	0	0		false
345369068	ovn_araby_port_2	ovn_arb_inf_corsairs	0	0		false
345369069	ovn_araby_port_2	ovn_arb_mon_promethean_hatchlings	0	0		false
345369070	ovn_araby_port_3	ovn_arb_inf_corsairs	0	0		false
345369071	ovn_araby_port_3	ovn_arb_mon_promethean_hatchlings	0	0		false
345369072	arb_flaming_scimitar_barracks_1	ovn_arb_inf_arabyan_bowmen	0	0		false
345369073	arb_flaming_scimitar_barracks_1	ovn_arb_inf_arabyan_spearmen	0	0		false
345369074	arb_flaming_scimitar_barracks_2	ovn_arb_inf_arabyan_bowmen	0	0		false
345369075	arb_flaming_scimitar_barracks_2	ovn_arb_inf_arabyan_spearmen	0	0		false
345369076	arb_flaming_scimitar_barracks_2	ovn_arb_inf_arabyan_warriors	0	0		false
345369077	arb_flaming_scimitar_barracks_3	ovn_arb_inf_arabyan_bowmen	0	0		false
345369078	arb_flaming_scimitar_barracks_3	ovn_arb_inf_arabyan_spearmen	0	0		false
345369079	arb_flaming_scimitar_barracks_3	ovn_arb_inf_arabyan_warriors	0	0		false
345369080	arb_flaming_scimitar_support_monsters_1	ovn_arb_cav_flying_carpets	0	0		false
345369081	arb_flaming_scimitar_support_monsters_2	ovn_arb_cav_flying_carpets	0	0		false
345369082	arb_flaming_scimitar_support_monsters_2	ovn_arb_mon_fire_efreet	0	0		false
345369083	arb_flaming_scimitar_support_monsters_3	ovn_arb_cav_flying_carpets	0	0		false
345369084	arb_flaming_scimitar_support_monsters_3	ovn_arb_mon_fire_efreet	0	0		false
345369085	arb_flaming_scimitar_support_monsters_3	ovn_arb_mon_genie	0	0		false
345369086	arb_flaming_scimitar_main_1	ovn_arb_inf_corsairs	0	0		false
345369087	arb_flaming_scimitar_main_2	ovn_arb_inf_corsairs	0	0		false
345369088	arb_flaming_scimitar_main_3	ovn_arb_inf_corsairs	0	0		false
345369089	arb_flaming_scimitar_main_4	ovn_arb_inf_corsairs	0	0		false
345369090	arb_flaming_scimitar_main_5	ovn_arb_inf_corsairs	0	0		false
345369091	arb_flaming_scimitar_support_monsters_2	ovn_arb_mon_promethean_hatchlings	0	0		false
345369092	arb_flaming_scimitar_support_monsters_3	ovn_arb_mon_promethean_hatchlings	0	0		false
345369093	arb_flaming_scimitar_barracks_3	ovn_arb_inf_jezzails	0	0		false
345369094	arb_golden_magus_special_galleon_graveyard_1	ovn_arb_mon_genie	0	0		false
345369095	arb_golden_magus_special_galleon_graveyard_1	ovn_arb_cav_flying_carpets	0	0		false
345369096	arb_golden_magus_special_galleon_graveyard_1	ovn_arb_mon_fire_efreet	0	0		false
345369097	arb_golden_magus_special_galleon_graveyard_1	ovn_arb_mon_promethean_hatchlings	0	0		false
345369098	arb_fatandira_landmark	wh2_dlc09_tmb_inf_tomb_guard_1	0	0		false
345369099	arb_fatandira_landmark	wh2_dlc09_tmb_mon_ushabti_0	0	0		false
345369100	wh2_main_special_settlement_sartosa_emp_1	ovn_arb_inf_arabyan_spearmen	0	0		false
345369101	wh2_main_special_settlement_sartosa_emp_2	ovn_arb_inf_arabyan_spearmen	0	0		false
345369102	wh2_main_special_settlement_sartosa_emp_3	ovn_arb_inf_arabyan_spearmen	0	0		false
345369103	wh2_main_special_settlement_sartosa_emp_4	ovn_arb_inf_arabyan_spearmen	0	0		false
345369104	wh2_main_special_settlement_sartosa_emp_5	ovn_arb_inf_arabyan_spearmen	0	0		false
345369105	wh_main_emp_settlement_major_1	ovn_arb_inf_arabyan_spearmen	0	0		false
345369106	wh_main_emp_settlement_major_2	ovn_arb_inf_arabyan_spearmen	0	0		false
345369107	wh_main_emp_settlement_major_3	ovn_arb_inf_arabyan_spearmen	0	0		false
345369108	wh_main_emp_settlement_major_4	ovn_arb_inf_arabyan_spearmen	0	0		false
345369109	wh_main_emp_settlement_major_5	ovn_arb_inf_arabyan_spearmen	0	0		false
345369110	wh_main_emp_settlement_minor_1	ovn_arb_inf_arabyan_spearmen	0	0		false
345369111	wh_main_emp_settlement_minor_2	ovn_arb_inf_arabyan_spearmen	0	0		false
345369112	wh_main_emp_settlement_minor_3	ovn_arb_inf_arabyan_spearmen	0	0		false
345369113	wh_main_special_settlement_altdorf_1_emp	ovn_arb_inf_arabyan_spearmen	0	0		false
345369114	wh_main_special_settlement_altdorf_2_emp	ovn_arb_inf_arabyan_spearmen	0	0		false
345369115	wh_main_special_settlement_altdorf_3_emp	ovn_arb_inf_arabyan_spearmen	0	0		false
345369116	wh_main_special_settlement_altdorf_4_emp	ovn_arb_inf_arabyan_spearmen	0	0		false
