faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_araby_only				
	ovn_arb_art_ballista	ovn_arb_art_ballista	ovn_arb_artillery_crew	ovn_arb_arradah
	ovn_arb_art_grand_bombard	ovn_arb_art_grand_bombard	ovn_arb_artillery_crew	ovn_arb_grand_bombard
	ovn_arb_art_grand_bombard_ror	ovn_arb_art_grand_bombard_ror	ovn_arb_dervishers	ovn_arb_grand_bombard
	ovn_arb_art_trebuchet	ovn_arb_art_trebuchet	ovn_arb_artillery_crew	ovn_arb_manganiq
	ovn_arb_art_naphtha_thrower	ovn_arb_art_naphtha_thrower	ovn_arb_artillery_crew	ovn_arb_napthta_thrower
	ovn_arb_veh_naphtha_thrower_ror	ovn_arb_veh_naphtha_thrower_ror	dummy_variant	ovn_arb_napthta_thrower_ror
	ovn_arb_cav_arabyan_knights	ovn_arb_cav_arabyan_knights	ovn_arabyan_knights	ovn_arb_cav_arabyan_knights
ovn_arb_aswad_scythans	ovn_arb_cav_arabyan_knights	ovn_arb_cav_arabyan_knights	scythan_knights	ovn_arb_cav_arabyan_knights_flame
ovn_arb_golden_fleet	ovn_arb_cav_arabyan_knights	ovn_arb_cav_arabyan_knights	ovn_arabyan_knights	ovn_arb_cav_arabyan_knights_flame
	ovn_arb_cav_arabyan_knights_ror	ovn_arb_cav_arabyan_knights_ror	ovn_arabyan_knights_ror	ovn_arb_cav_arabyan_knights
	ovn_arb_cav_archer_camels	ovn_arb_cav_archer_camel	ovn_arb_camel_rider_archer	ovn_arb_camel_arc
ovn_arb_golden_fleet	ovn_arb_cav_archer_camels	ovn_arb_cav_archer_camel	ovn_arb_camel_rider_archer	ovn_arb_camel_arc_flame
ovn_arb_aswad_scythans	ovn_arb_cav_archer_camels	ovn_arb_cav_archer_camel	ovn_arb_camel_rider_archer	ovn_arb_camel_arc_scy
	ovn_arb_cav_bedouin_scouts	ovn_arb_cav_bedouin_scouts	ovn_arb_bedouin_scouts	ovn_arb_tuareg_riders
	ovn_arb_cav_flying_carpets	ovn_arb_cav_flying_carpets	ovn_arb_flying_carpet_rider	ovn_arb_cav_flying_carpets
	ovn_arb_cav_flying_carpets_ror	ovn_arb_cav_flying_carpets_ror	ovn_arb_flying_carpet_rider_ror	ovn_arb_cav_flying_carpets_ror
	ovn_arb_cav_jezzail_camels	ovn_arb_cav_jezzail_camel	ovn_arb_camel_rider_jezzail	ovn_arb_camel_jez
ovn_arb_golden_fleet	ovn_arb_cav_jezzail_camels	ovn_arb_cav_jezzail_camel	ovn_arb_camel_rider_jezzail	ovn_arb_camel_jez_flame
ovn_arb_aswad_scythans	ovn_arb_cav_jezzail_camels	ovn_arb_cav_jezzail_camel	ovn_arb_camel_rider_jezzail	ovn_arb_camel_jez_scy
	ovn_arb_cav_lancer_camels	ovn_arb_cav_lancer_camel	ovn_arb_camel_rider_lancer	ovn_arb_camel_lan
ovn_arb_golden_fleet	ovn_arb_cav_lancer_camels	ovn_arb_cav_lancer_camel	ovn_arb_camel_rider_lancer	ovn_arb_camel_lan_flame
ovn_arb_aswad_scythans	ovn_arb_cav_lancer_camels	ovn_arb_cav_lancer_camel	ovn_arb_camel_rider_lancer	ovn_arb_camel_lan_scy
	ovn_arb_cav_lancer_camels_ror	ovn_arb_cav_lancer_camel_ror	ovn_arb_camel_rider_lancer_ror	ovn_arb_camel_lan
	ovn_arb_cav_scorpion_riders	ovn_arb_cav_scorpion_riders	ovn_arabyan_bowmen	ovn_arb_cav_scorpion_riders
	ovn_arb_cav_sipahis	ovn_arb_cav_sipahis	ovn_arb_sipahis	ovn_arb_cataphracts
ovn_arb_golden_fleet	ovn_arb_cav_sipahis	ovn_arb_cav_sipahis	ovn_arb_sipahis	ovn_arb_cataphracts_flame
ovn_arb_aswad_scythans	ovn_arb_cav_sipahis	ovn_arb_cav_sipahis	scythan_cataphracts	ovn_arb_cataphracts_scy
	ovn_arb_cav_sipahis_ror	ovn_arb_cav_sipahis_ror	ovn_arb_sipahis_ror	ovn_arb_cataphracts_ror
	ovn_arb_cha_champion_0	ovn_arb_cha_champion	ovn_arb_cha_champion	placeholder
	ovn_arb_cha_champion_1	ovn_arb_cha_champion	ovn_arb_cha_champion	placeholder
	ovn_arb_cha_champion_2	ovn_arb_cha_champion	ovn_arb_cha_champion	placeholder
	ovn_arb_cha_champion_3	ovn_arb_cha_champion	ovn_arb_cha_champion	placeholder
	ovn_arb_cha_fatandira_0	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_fatandira_1	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_fatandira_2	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_golden_magus_0	ovn_arb_cha_golden_magus	ovn_arb_cha_golden_magus_0	placeholder
	ovn_arb_cha_golden_magus_1	ovn_arb_cha_golden_magus	ovn_arb_cha_golden_magus_1	placeholder
	ovn_arb_cha_golden_magus_2	ovn_arb_cha_golden_magus_2	ovn_arb_jezzails	placeholder
	ovn_arb_cha_magician_desert_0	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert	araby_wiz
	ovn_arb_cha_magician_desert_1	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert	araby_wiz
	ovn_arb_cha_magician_desert_2	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert_carpet	araby_wiz
	ovn_arb_cha_magician_fire_0	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire	araby_wiz_fire
	ovn_arb_cha_magician_fire_1	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire	araby_wiz_fire
	ovn_arb_cha_magician_fire_2	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire_carpet	araby_wiz_fire
	ovn_arb_cha_magician_heavens_0	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens	araby_wiz_sky
	ovn_arb_cha_magician_heavens_1	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens	araby_wiz_sky
	ovn_arb_cha_magician_heavens_2	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens_carpet	araby_wiz_sky
	ovn_arb_cha_magician_life_0	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life	araby_wiz_life
	ovn_arb_cha_magician_life_1	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life	araby_wiz_life
	ovn_arb_cha_magician_life_2	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life_carpet	araby_wiz_life
	ovn_arb_cha_nomad_0	ovn_arb_cha_nomad	ovn_arb_cha_nomad_01	placeholder
	ovn_arb_cha_nomad_1	ovn_arb_cha_nomad	ovn_arb_cha_nomad_02	placeholder
	ovn_arb_cha_nomad_2	ovn_arb_cha_nomad	ovn_arb_cha_nomad_03	placeholder
	ovn_arb_cha_nomad_3	ovn_arb_cha_nomad_assassin	ovn_arb_cha_nomad_assassin	roy_arb_cha_nomad
	ovn_arb_cha_nomad_3_summoned	ovn_arb_cha_nomad_assassin_summoned	ovn_arb_cha_nomad_assassin	roy_arb_cha_nomad
	ovn_arb_cha_sheikh_0	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_1	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_2	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_3	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sultan_jaffar_0	ovn_arb_cha_sultan_jaffar	ovn_arb_cha_sultan_jaffar_0	placeholder
	ovn_arb_cha_sultan_jaffar_djinn	ovn_arb_cha_sultan_jaffar_djinn	ovn_arb_jaffar_genie	placeholder
	ovn_arb_cha_sultan_jaffar_1	ovn_arb_cha_sultan_jaffar	ovn_arb_cha_sultan_jaffar_1	placeholder
	ovn_arb_cha_sultan_jaffar_2	ovn_arb_cha_sultan_jaffar	ovn_arb_cha_sultan_jaffar_0	placeholder
	ovn_arb_cha_sultan_jaffar_3	ovn_arb_cha_sultan_jaffar	ovn_arb_cha_sultan_jaffar_0	placeholder
ovn_arb_aswad_scythans	ovn_arb_inf_alrahem_nomads	ovn_arb_inf_alrahem_nomads	scythan_ranger	ovn_arb_nomads
	ovn_arb_inf_alrahem_nomads	ovn_arb_inf_alrahem_nomads	otf_khemri_rangers	ovn_arb_nomads
	ovn_arb_inf_arabyan_bowmen	ovn_arb_inf_arabyan_bowmen	ovn_arabyan_bowmen	ovn_arb_archer
ovn_arb_golden_fleet	ovn_arb_inf_arabyan_bowmen	ovn_arb_inf_arabyan_bowmen	ovn_arabyan_bowmen	ovn_arb_archer_flame
ovn_arb_aswad_scythans	ovn_arb_inf_arabyan_bowmen	ovn_arb_inf_arabyan_bowmen	scythan_archers	ovn_arb_archer_scy
