bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/ovn_araby_only_general_skills		
mod_land_movement_battle	ovn_effect_force_stat_speed_arb_beasts	ovn_arb_beasts
charge_bonus	ovn_effect_force_stat_charge_bonus_pct_arb_beasts	ovn_arb_beasts
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_djinns	ovn_arb_djinns
morale	ovn_effect_force_stat_leadership_arb_djinns	ovn_arb_djinns
melee_damage_ap_mod_mult	ovn_effect_force_stat_weapon_strength_arb_melee_infantry	ovn_arb_melee_infantry
melee_damage_mod_mult	ovn_effect_force_stat_weapon_strength_arb_melee_infantry	ovn_arb_melee_infantry
unit_damage_resistance_magic_mod	ovn_effect_force_stat_magic_resistance_arb_melee_infantry	ovn_arb_melee_infantry
armour_mod	ovn_effect_force_stat_armour_arb_melee_cavalry	ovn_arb_melee_cavalry
morale	ovn_effect_force_stat_leadership_arb_melee_cavalry	ovn_arb_melee_cavalry
missile_damage_ap_mod_mult	ovn_effect_force_stat_missile_strength_arb_ranged_nongunpowder	ovn_arb_ranged_nongunpowder
missile_damage_mod_mult	ovn_effect_force_stat_missile_strength_arb_ranged_nongunpowder	ovn_arb_ranged_nongunpowder
reload	ovn_effect_force_stat_reload_time_reduction_arb_ranged_nongunpowder	ovn_arb_ranged_nongunpowder
ammo_mod	ovn_effect_force_stat_ammunition_arb_ranged_gunpowder_naphtha	ovn_arb_ranged_gunpowder_naphtha
range_mod	ovn_effect_force_stat_range_arb_ranged_gunpowder_naphtha	ovn_arb_ranged_gunpowder_naphtha
unit_damage_resistance_missile_mod	ovn_effect_force_stat_missile_resistance_arb_beasts_rank7	ovn_arb_beasts_rank7
unit_damage_resistance_missile_mod	ovn_effect_force_stat_missile_resistance_arb_beasts_rank7	ovn_arb_beasts_rank7_ror
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_beasts_rank7	ovn_arb_beasts_rank7
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_beasts_rank7	ovn_arb_beasts_rank7_ror
unit_damage_resistance_all_mod	ovn_effect_force_stat_ward_save_arb_magic_rank7	ovn_arb_magic_rank7
unit_damage_resistance_all_mod	ovn_effect_force_stat_ward_save_arb_magic_rank7	ovn_arb_magic_rank7_ror
melee_damage_ap_mod_mult	ovn_effect_force_stat_weapon_strength_arb_magic_rank7	ovn_arb_magic_rank7
melee_damage_ap_mod_mult	ovn_effect_force_stat_weapon_strength_arb_magic_rank7	ovn_arb_magic_rank7_ror
melee_damage_mod_mult	ovn_effect_force_stat_weapon_strength_arb_magic_rank7	ovn_arb_magic_rank7
melee_damage_mod_mult	ovn_effect_force_stat_weapon_strength_arb_magic_rank7	ovn_arb_magic_rank7_ror
unit_damage_resistance_physical_mod	ovn_effect_force_stat_physical_resistance_arb_nomads_rank7	ovn_arb_nomads_rank7
unit_damage_resistance_physical_mod	ovn_effect_force_stat_physical_resistance_arb_nomads_rank7	ovn_arb_nomads_rank7_ror
charge_bonus	ovn_effect_force_stat_charge_bonus_pct_arb_nomads_rank7	ovn_arb_nomads_rank7
charge_bonus	ovn_effect_force_stat_charge_bonus_pct_arb_nomads_rank7	ovn_arb_nomads_rank7_ror
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_settled_rank7	ovn_arb_settled_rank7
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_settled_rank7	ovn_arb_settled_rank7_ror
mod_land_movement_battle	ovn_effect_force_stat_speed_arb_settled_rank7	ovn_arb_settled_rank7
mod_land_movement_battle	ovn_effect_force_stat_speed_arb_settled_rank7	ovn_arb_settled_rank7_ror
upkeep_mod	ovn_effect_upkeep_arb_sea_units	ovn_golden_fleet_sea_units
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_sea_units	ovn_golden_fleet_sea_units
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_sea_units	ovn_golden_fleet_sea_units
unit_damage_resistance_flame_mod	ovn_effect_force_stat_flame_resistance_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
armour_mod	ovn_effect_force_stat_armour_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
