key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military
#technologies_tables;6;db/technologies_tables/ovn_araby_only										
araby_tech_good_1	wh_main_chs_port_ruin	1	wh_main_emp_ecclestial_writ	false	false	"placeholder.tga"	250519893	false	false	true
araby_tech_good_2	wh_main_chs_port_ruin	1	wh2_hef_tech_arcane_studies	false	false	"placeholder.tga"	250519894	false	false	true
araby_tech_good_3	wh_main_chs_port_ruin	1	wh2_def_tech_founded_on_tyranny	false	false	"placeholder.tga"	250519895	false	false	true
araby_tech_good_4	wh_main_chs_port_ruin	1	wh2_def_tech_study_the_chaos_wastes	false	false	"placeholder.tga"	250519896	false	false	true
araby_tech_good_5	wh_main_chs_port_ruin	1	tech_dlc14_brt_code_of_conduct	false	false	"placeholder.tga"	250519897	false	false	true
araby_tech_good_6	wh_main_chs_port_ruin	1	wh_main_grnwh3__clubs	false	false	"placeholder.tga"	250519898	false	false	true
araby_tech_good_7	wh_main_chs_port_ruin	1	wh2_hef_tech_naval_empire	false	false	"placeholder.tga"	250519899	false	false	true
araby_tech_good_8	wh_main_chs_port_ruin	1	tech_cst_piracy_00	false	false	"placeholder.tga"	250519900	false	false	true
araby_tech_bad_1	wh_main_chs_port_ruin	1	tech_dlc14_brt_rally_the_peasants	false	false	"placeholder.tga"	250519901	false	false	true
araby_tech_bad_2	wh_main_chs_port_ruin	1	wh_main_chs_rituals_of_corruption	false	false	"placeholder.tga"	250519902	false	false	true
araby_tech_bad_3	wh_main_chs_port_ruin	1	wh_main_vmp_blood	false	false	"placeholder.tga"	250519903	false	false	true
araby_tech_bad_4	wh_main_chs_port_ruin	1	wh_main_vmp_bones	false	false	"placeholder.tga"	250519904	false	false	true
araby_tech_bad_5	wh_main_chs_port_ruin	1	wh_main_vmp_binding	false	false	"placeholder.tga"	250519905	false	false	true
araby_tech_bad_6	wh_main_chs_port_ruin	1	wh_main_chs_gaze_of_the_dark_gods	false	false	"placeholder.tga"	250519906	false	false	true
araby_tech_bad_7	wh_main_chs_port_ruin	1	wh_main_chs_pledges_to_the_dark_gods	false	false	"placeholder.tga"	250519907	false	false	true
araby_tech_bad_8	wh_main_chs_port_ruin	1	tech_dlc08_nor_secrets_of_necromancy	false	false	"placeholder.tga"	250519908	false	false	true
araby_tech_neu_1	wh_main_chs_port_ruin	1	wh2_liz_tech_verse_of_scrying	false	false	"placeholder.tga"	250519909	false	false	true
araby_tech_neu_2	wh_main_chs_port_ruin	1	tech_dlc08_nor_master_of_beasts	false	false	"placeholder.tga"	250519910	false	false	true
araby_tech_neu_3	wh_main_chs_port_ruin	1	wh2_def_tech_blood_and_death	false	false	"placeholder.tga"	250519911	false	false	true
araby_tech_neu_4	wh_main_chs_port_ruin	1	wh_main_emp_draft_irregulars	false	false	"placeholder.tga"	250519912	false	false	true
araby_tech_neu_5	wh_main_chs_port_ruin	1	wh2_dlc13_emp_ordnance_canisters	false	false	"placeholder.tga"	250519913	false	false	true
araby_tech_neu_6	wh_main_chs_port_ruin	1	wh_main_emp_volley_fire	false	false	"placeholder.tga"	250519914	false	false	true
araby_tech_neu_eco_1	wh_main_chs_port_ruin	1	tech_dlc09_ancient_quarries	false	false	"placeholder.tga"	250519915	false	false	true
araby_tech_neu_eco_2	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_2	false	false	"placeholder.tga"	250519915	false	false	true
araby_tech_neu_eco_3	wh_main_chs_port_ruin	1	wh2_def_tech_masters_of_murder	false	false	"placeholder.tga"	250519916	false	false	true
araby_tech_neu_eco_4	wh_main_chs_port_ruin	1	wh2_def_tech_recruit_convicts	false	false	"placeholder.tga"	250519917	false	false	true
araby_tech_neu_eco_5	wh_main_chs_port_ruin	1	wh2_hef_tech_naval_empire	false	false	"placeholder.tga"	250519918	false	false	true
araby_tech_neu_eco_6	wh_main_chs_port_ruin	1	tech_dlc13_emp_wulfhart_2	false	false	"placeholder.tga"	250519919	false	false	true
araby_tech_neu_0	wh_main_chs_port_ruin	1	wh_main_emp_state_issued_infantry_armour	false	false	"placeholder.tga"	250519920	false	false	true
araby_tech_neu_eco_0	wh_main_chs_port_ruin	1	wh_main_emp_siege_experts	false	false	"placeholder.tga"	250519921	false	false	true
scythan_tech_neu_7	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_tomb_prince	false	false	"placeholder.tga"	250519926	false	false	true
scythan_tech_neu_8	wh_main_chs_port_ruin	1	tech_dlc09_the_ossuary_dirge	false	false	"placeholder.tga"	250519927	false	false	true
araby_tech_good_9	wh_main_chs_port_ruin	1	tech_dlc12_brt_decrees	false	false	"placeholder.tga"	328800076	false	false	true
araby_tech_bad_9	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_1	false	false	"placeholder.tga"	328800077	false	false	true
scimitar_tech_neu_7	wh_main_chs_port_ruin	1	tech_cst_command_05	false	false	"placeholder.tga"	250519926	false	false	true
scimitar_tech_neu_8	wh_main_chs_port_ruin	1	tech_cst_command_07	false	false	"placeholder.tga"	250519927	false	false	true
