id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_araby_climate		
ovn_araby_climate_desert	wh3_dlc20_climate_suitable_desert	2.0000
ovn_araby_climate_island	wh3_dlc20_climate_suitable_island	2.0000
ovn_araby_climate_mountain	wh3_dlc20_climate_suitable_mountain	2.0000
ovn_araby_climate_savannah	wh3_dlc20_climate_suitable_savannah	2.0000
ovn_araby_climate_temperate	wh3_dlc20_climate_suitable_temperate	2.0000
ovn_araby_scy_climate_desert	wh3_dlc20_climate_suitable_desert	2.0000
ovn_araby_scy_climate_mountain	wh3_dlc20_climate_suitable_mountain	2.0000
ovn_araby_scy_climate_savannah	wh3_dlc20_climate_suitable_savannah	2.0000
ovn_araby_scy_climate_temperate	wh3_dlc20_climate_suitable_temperate	2.0000
ovn_araby_scim_climate_island	wh3_dlc20_climate_suitable_island	2.0000
ovn_araby_scim_climate_jungle	wh3_dlc20_climate_suitable_jungle	2.0000
ovn_araby_scim_climate_ocean	wh3_dlc20_climate_suitable_ocean	2.0000
ovn_araby_scim_climate_savannah	wh3_dlc20_climate_suitable_savannah	2.0000
ovn_araby_scim_climate_temperate	wh3_dlc20_climate_suitable_temperate	2.0000
ovn_araby_climate_chaotic	wh3_dlc20_climate_uninhabitable_chaotic	2.0000
ovn_araby_climate_frozen	wh3_dlc20_climate_uninhabitable_frozen	2.0000
ovn_araby_climate_magicforest	wh3_dlc20_climate_uninhabitable_magicforest	2.0000
ovn_araby_climate_ocean	wh3_dlc20_climate_uninhabitable_ocean	2.0000
ovn_araby_climate_wasteland	wh3_dlc20_climate_uninhabitable_wasteland	2.0000
ovn_araby_scy_climate_chaotic	wh3_dlc20_climate_uninhabitable_chaotic	2.0000
ovn_araby_scy_climate_frozen	wh3_dlc20_climate_uninhabitable_frozen	2.0000
ovn_araby_scy_climate_magicforest	wh3_dlc20_climate_uninhabitable_magicforest	2.0000
ovn_araby_scy_climate_ocean	wh3_dlc20_climate_uninhabitable_ocean	2.0000
ovn_araby_scim_climate_magicforest	wh3_dlc20_climate_uninhabitable_magicforest	2.0000
ovn_araby_scim_climate_wasteland	wh3_dlc20_climate_uninhabitable_wasteland	2.0000
ovn_araby_climate_jungle	wh3_dlc20_climate_unsuitable_jungle	2.0000
ovn_araby_scy_climate_island	wh3_dlc20_climate_unsuitable_island	2.0000
ovn_araby_scy_climate_jungle	wh3_dlc20_climate_unsuitable_jungle	2.0000
ovn_araby_scy_climate_wasteland	wh3_dlc20_climate_unsuitable_wasteland	2.0000
ovn_araby_scim_climate_chaotic	wh3_dlc20_climate_unsuitable_chaotic	2.0000
ovn_araby_scim_climate_desert	wh3_dlc20_climate_unsuitable_desert	2.0000
ovn_araby_scim_climate_frozen	wh3_dlc20_climate_unsuitable_frozen	2.0000
ovn_araby_scim_climate_mountain	wh3_dlc20_climate_unsuitable_mountain	2.0000
