id	building_level	unit_group
#building_level_armed_citizenry_junctions_tables;1;db/building_level_armed_citizenry_junctions_tables/ovn_araby_only		
92111951	wh_main_emp_garrison_1	ovn_araby
92111952	wh_main_emp_garrison_2	ovn_araby
92111953	wh_main_emp_garrison_2	ovn_araby2
92111954	ovn_araby_settlement_major_1	ovn_araby
92111955	ovn_araby_settlement_major_2	ovn_araby
92111956	ovn_araby_settlement_major_2	ovn_araby
92111957	ovn_araby_settlement_major_3	ovn_araby
92111958	ovn_araby_settlement_major_3	ovn_araby
92111959	ovn_araby_settlement_major_4	ovn_araby2
92111960	ovn_araby_settlement_major_4	ovn_araby
92111961	ovn_araby_settlement_major_4	ovn_araby
92111962	ovn_araby_settlement_major_5	ovn_araby2
92111963	ovn_araby_settlement_major_5	ovn_araby2
92111964	ovn_araby_settlement_major_5	ovn_araby
92111965	ovn_araby_settlement_minor_1	ovn_araby
92111966	ovn_araby_settlement_minor_2	ovn_araby
92111967	ovn_araby_settlement_minor_2	ovn_araby
92111968	ovn_araby_settlement_minor_3	ovn_araby2_minor
92111969	ovn_araby_settlement_minor_3	ovn_araby
92111970	ovn_araby_walls_1	ovn_araby
92111971	ovn_araby_walls_2	ovn_araby
92111972	ovn_araby_walls_2	ovn_araby
92111973	ovn_araby_walls_3	ovn_araby2
92111974	ovn_araby_walls_3	ovn_araby
92111975	wh_main_special_settlement_altdorf_1_emp	ovn_araby
92111976	wh_main_special_settlement_altdorf_2_emp	ovn_araby
92111977	wh_main_special_settlement_altdorf_3_emp	ovn_araby
92111978	wh_main_special_settlement_altdorf_3_emp	ovn_araby
92111979	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92111980	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92111981	wh_main_special_settlement_altdorf_4_emp	ovn_araby
92111982	wh_main_special_settlement_altdorf_5_emp	ovn_araby2
92111983	wh_main_special_settlement_altdorf_5_emp	ovn_araby
92111984	wh_main_special_settlement_altdorf_5_emp	ovn_araby
92111985	wh_main_special_settlement_castle_drakenhof_1_emp	ovn_araby
92111986	wh_main_special_settlement_castle_drakenhof_2_emp	ovn_araby
92111987	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_araby
92111988	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_araby
92111989	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92111990	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92111991	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby
92111992	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby2
92111993	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby
92111994	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby
92111995	wh_main_special_settlement_couronne_1_emp	ovn_araby
92111996	wh_main_special_settlement_couronne_2_emp	ovn_araby
92111997	wh_main_special_settlement_couronne_3_emp	ovn_araby
92111998	wh_main_special_settlement_couronne_3_emp	ovn_araby
92111999	wh_main_special_settlement_couronne_4_emp	ovn_araby2
92112000	wh_main_special_settlement_couronne_4_emp	ovn_araby
92112001	wh_main_special_settlement_couronne_4_emp	ovn_araby
92112002	wh_main_special_settlement_couronne_5_emp	ovn_araby2
92112003	wh_main_special_settlement_couronne_5_emp	ovn_araby2
92112004	wh_main_special_settlement_couronne_5_emp	ovn_araby
92112005	wh_main_special_settlement_miragliano_1_emp	ovn_araby
92112006	wh_main_special_settlement_miragliano_2_emp	ovn_araby
92112007	wh_main_special_settlement_miragliano_3_emp	ovn_araby
92112008	wh_main_special_settlement_miragliano_3_emp	ovn_araby
92112009	wh_main_special_settlement_miragliano_4_emp	ovn_araby
92112010	wh_main_special_settlement_miragliano_4_emp	ovn_araby2
92112011	wh_main_special_settlement_miragliano_5_emp	ovn_araby
92112012	wh_main_special_settlement_miragliano_5_emp	ovn_araby
92112013	wh_main_special_settlement_miragliano_5_emp	ovn_araby2
92112014	wh2_main_emp_defence_norsca_1	ovn_araby
92112015	wh2_main_special_settlement_sartosa_emp_1	ovn_araby
92112016	wh2_main_special_settlement_sartosa_emp_2	ovn_araby
92112017	wh2_main_special_settlement_sartosa_emp_3	ovn_araby
92112018	wh2_main_special_settlement_sartosa_emp_4	ovn_araby2
92112019	wh2_main_special_settlement_sartosa_emp_5	ovn_araby2
92112020	wh2_main_special_settlement_sartosa_emp_3	ovn_araby
92112021	wh2_main_special_settlement_sartosa_emp_4	ovn_araby
92112022	wh2_main_special_settlement_sartosa_emp_5	ovn_araby2
92112023	wh2_main_special_settlement_sartosa_emp_4	ovn_araby
92112024	wh2_main_special_settlement_sartosa_emp_5	ovn_araby
92112025	wh2_dlc11_special_settlement_galleons_graveyard_other_1	ovn_araby
92112026	arb_golden_magus_special_galleon_graveyard_1	ovn_prometheans
92112027	arb_golden_magus_special_galleon_graveyard_1	ovn_araby
92112028	wh_main_special_settlement_miragliano_1_teb	ovn_araby
92112029	wh_main_special_settlement_miragliano_2_teb	ovn_araby
92112030	wh_main_special_settlement_miragliano_2_teb	ovn_araby
92112031	wh_main_special_settlement_miragliano_3_teb	ovn_araby
92112032	wh_main_special_settlement_miragliano_3_teb	ovn_araby2
92112033	wh_main_special_settlement_miragliano_4_teb	ovn_araby
92112034	wh_main_special_settlement_miragliano_4_teb	ovn_araby
92112035	wh_main_special_settlement_miragliano_4_teb	ovn_araby2
92112036	wh_main_special_settlement_miragliano_5_teb	ovn_araby
92112037	wh_main_special_settlement_miragliano_5_teb	ovn_araby2
92112038	wh_main_special_settlement_miragliano_5_teb	ovn_araby2
92112039	ovn_arb_haikk	OtF_khemri_elite_guard
92112040	ovn_arb_haikk	OtF_khemri_elite_guard
92112041	ovn_arb_haikk	OtF_khemri_elite_guard
92112042	ovn_arb_fyrus	ovn_araby
92112043	ovn_arb_Sartosa	ovn_araby2
92112044	ovn_arb_Magritta	ovn_araby2
92112045	wh_main_emp_garrison_1	ovn_araby3
92112046	wh_main_emp_garrison_2	ovn_araby3
92112047	ovn_araby_settlement_major_1	ovn_araby3
92112048	ovn_araby_settlement_major_2	ovn_araby3
92112049	ovn_araby_settlement_major_3	ovn_araby3
92112050	ovn_araby_settlement_major_4	ovn_araby3
92112051	ovn_araby_settlement_major_5	ovn_araby3
92112052	ovn_araby_settlement_minor_1	ovn_araby3
92112053	ovn_araby_settlement_minor_2	ovn_araby3
92112054	ovn_araby_settlement_minor_3	ovn_araby3
92112055	ovn_araby_walls_1	ovn_araby3
92112056	ovn_araby_walls_2	ovn_araby3
92112057	ovn_araby_walls_3	ovn_araby3
92112058	wh_main_special_settlement_altdorf_1_emp	ovn_araby3
92112059	wh_main_special_settlement_altdorf_2_emp	ovn_araby3
92112060	wh_main_special_settlement_altdorf_3_emp	ovn_araby3
92112061	wh_main_special_settlement_altdorf_4_emp	ovn_araby3
92112062	wh_main_special_settlement_altdorf_5_emp	ovn_araby3
92112063	wh_main_special_settlement_castle_drakenhof_1_emp	ovn_araby3
92112064	wh_main_special_settlement_castle_drakenhof_2_emp	ovn_araby3
92112065	wh_main_special_settlement_castle_drakenhof_3_emp	ovn_araby3
92112066	wh_main_special_settlement_castle_drakenhof_4_emp	ovn_araby3
92112067	wh_main_special_settlement_castle_drakenhof_5_emp	ovn_araby3
92112068	wh_main_special_settlement_couronne_1_emp	ovn_araby3
92112069	wh_main_special_settlement_couronne_2_emp	ovn_araby3
92112070	wh_main_special_settlement_couronne_3_emp	ovn_araby3
92112071	wh_main_special_settlement_couronne_4_emp	ovn_araby3
92112072	wh_main_special_settlement_couronne_5_emp	ovn_araby3
92112073	wh_main_special_settlement_miragliano_1_emp	ovn_araby3
92112074	wh_main_special_settlement_miragliano_2_emp	ovn_araby3
92112075	wh_main_special_settlement_miragliano_3_emp	ovn_araby3
92112076	wh_main_special_settlement_miragliano_4_emp	ovn_araby3
92112077	wh_main_special_settlement_miragliano_5_emp	ovn_araby3
92112078	wh2_main_emp_defence_norsca_1	ovn_araby3
92112079	wh2_main_special_settlement_sartosa_emp_1	ovn_araby3
92112080	wh2_main_special_settlement_sartosa_emp_2	ovn_araby3
92112081	wh2_main_special_settlement_sartosa_emp_3	ovn_araby3
92112082	wh2_main_special_settlement_sartosa_emp_4	ovn_araby3
92112083	wh2_main_special_settlement_sartosa_emp_5	ovn_araby3
92112084	wh2_dlc11_special_settlement_galleons_graveyard_other_1	ovn_araby3
92112085	arb_golden_magus_special_galleon_graveyard_1	ovn_araby3
92112086	wh_main_special_settlement_miragliano_1_teb	ovn_araby3
92112087	wh_main_special_settlement_miragliano_2_teb	ovn_araby3
92112088	wh_main_special_settlement_miragliano_3_teb	ovn_araby3
92112089	wh_main_special_settlement_miragliano_4_teb	ovn_araby3
92112090	wh_main_special_settlement_miragliano_5_teb	ovn_araby3
92112091	ovn_arb_fyrus	ovn_araby3
92112092	wh2_main_special_fortress_gate_eagle_untainted_1	ovn_araby
92112093	wh2_main_special_fortress_gate_eagle_untainted_1	ovn_araby3
92112094	wh2_main_special_fortress_gate_griffon_untainted_1	ovn_araby
92112095	wh2_main_special_fortress_gate_griffon_untainted_1	ovn_araby3
92112096	wh2_main_special_fortress_gate_phoenix_untainted_1	ovn_araby
92112097	wh2_main_special_fortress_gate_phoenix_untainted_1	ovn_araby3
92112098	wh2_main_special_fortress_gate_unicorn_untainted_1	ovn_araby
92112099	wh2_main_special_fortress_gate_unicorn_untainted_1	ovn_araby3
92112100	wh2_main_special_fortress_gate_eagle_untainted_2	ovn_araby
92112101	wh2_main_special_fortress_gate_eagle_untainted_2	ovn_araby
92112102	wh2_main_special_fortress_gate_eagle_untainted_2	ovn_araby3
92112103	wh2_main_special_fortress_gate_griffon_untainted_2	ovn_araby
