building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
#building_effects_junction_tables;0;db/building_effects_junction_tables/ovn_araby_only						
arb_flaming_scimitar_main_1	wh2_dlc11_cst_ship_growth		force_to_force_own	1.0000	1.0000	0.0000
arb_flaming_scimitar_main_1	wh_main_effect_force_all_recruitment_points		force_to_force_own	2.0000	2.0000	0.0000
arb_flaming_scimitar_main_2	wh2_dlc11_cst_ship_growth		force_to_force_own	2.0000	2.0000	0.0000
arb_flaming_scimitar_main_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-5.0000	-5.0000	0.0000
arb_flaming_scimitar_main_2	wh_main_effect_force_all_recruitment_points		force_to_force_own	3.0000	3.0000	0.0000
arb_flaming_scimitar_main_3	wh2_dlc11_cst_ship_growth		force_to_force_own	3.0000	3.0000	0.0000
arb_flaming_scimitar_main_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	-10.0000	0.0000
arb_flaming_scimitar_main_3	wh_main_effect_force_all_recruitment_points		force_to_force_own	4.0000	4.0000	0.0000
arb_flaming_scimitar_main_4	wh2_dlc11_cst_ship_growth		force_to_force_own	4.0000	4.0000	0.0000
arb_flaming_scimitar_main_4	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	-15.0000	0.0000
arb_flaming_scimitar_main_4	wh_main_effect_force_all_recruitment_points		force_to_force_own	5.0000	5.0000	0.0000
arb_flaming_scimitar_main_5	wh2_dlc11_cst_ship_growth		force_to_force_own	5.0000	5.0000	0.0000
arb_flaming_scimitar_main_5	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-20.0000	-20.0000	0.0000
arb_flaming_scimitar_main_5	wh_main_effect_force_all_recruitment_points		force_to_force_own	6.0000	6.0000	0.0000
arb_flaming_scimitar_support_mages_1	wh_main_effect_agent_enable_recruitment_wizard_arb_2		province_to_province_own	1.0000	1.0000	0.0000
arb_flaming_scimitar_support_mages_1	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		force_to_force_own	3.0000	3.0000	0.0000
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_cap_increase_wizard_arb_2		faction_to_faction_own_unseen	1.0000	1.0000	0.0000
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_enable_recruitment_wizard_arb_2		province_to_province_own	1.0000	1.0000	0.0000
arb_flaming_scimitar_support_mages_2	wh3_main_effect_winds_of_magic_pooled_resource_change_positive_mod		force_to_force_own	6.0000	6.0000	0.0000
arb_flaming_scimitar_support_mages_2	wh_main_effect_agent_recruitment_xp_wizard_empire		province_to_province_own	2.0000	1.0000	0.0000
arb_flaming_scimitar_structure_movement_1	wh_main_effect_force_all_campaign_movement_range		force_to_force_own	10.0000	10.0000	0.0000
arb_flaming_scimitar_structure_movement_1	wh_main_effect_character_line_of_sight_mod		force_to_general_own	5.0000	5.0000	0.0000
arb_flaming_scimitar_structure_movement_2	wh_main_effect_force_all_campaign_movement_range		force_to_force_own	20.0000	20.0000	0.0000
arb_flaming_scimitar_structure_movement_2	wh_main_effect_character_line_of_sight_mod		force_to_general_own	10.0000	10.0000	0.0000
arb_flaming_scimitar_structure_movement_3	wh_main_effect_force_all_campaign_movement_range		force_to_force_own	30.0000	30.0000	0.0000
arb_flaming_scimitar_structure_movement_3	wh_main_effect_character_line_of_sight_mod		force_to_general_own	15.0000	15.0000	0.0000
arb_flaming_scimitar_structure_upkeep_1	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	-10.0000	0.0000
arb_flaming_scimitar_structure_upkeep_1	wh_main_effect_religion_conversion_untainted		force_to_character_own_provincetext	4.0000	2.0000	0.0000
arb_flaming_scimitar_structure_upkeep_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-20.0000	-20.0000	0.0000
arb_flaming_scimitar_structure_upkeep_2	wh_main_effect_religion_conversion_untainted		force_to_character_own_provincetext	6.0000	3.0000	0.0000
arb_flaming_scimitar_structure_upkeep_3	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-30.0000	-30.0000	0.0000
arb_flaming_scimitar_structure_upkeep_3	wh_main_effect_religion_conversion_untainted		force_to_character_own_provincetext	8.0000	4.0000	0.0000
arb_flaming_scimitar_structure_replenishment_1	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	5.0000	3.0000	0.0000
arb_flaming_scimitar_structure_replenishment_1	wh_main_effect_economy_gdp_manufacture		building_to_building_own	100.0000	50.0000	0.0000
arb_flaming_scimitar_structure_replenishment_2	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	10.0000	5.0000	0.0000
arb_flaming_scimitar_structure_replenishment_2	wh_main_effect_economy_gdp_manufacture		building_to_building_own	150.0000	75.0000	0.0000
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	15.0000	8.0000	0.0000
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_force_all_recruitment_points		force_to_force_own	1.0000	1.0000	0.0000
arb_flaming_scimitar_structure_replenishment_3	wh_main_effect_economy_gdp_manufacture		building_to_building_own	200.0000	100.0000	0.0000
