bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/ovn_araby_only_tech		
unit_xp_mod	ovn_effect_tech_unit_xp_arb_arabyan_guard_global	arb_inf_arabyan_guard
unit_xp_mod	ovn_effect_tech_unit_xp_arb_arabyan_guard	arb_inf_arabyan_guard
unit_xp_mod	ovn_effect_tech_unit_xp_arb_elephants	arb_mon_elephant
unit_xp_mod	ovn_effect_tech_unit_xp_arb_elephants	arb_mon_war_elephant
unit_xp_mod	ovn_effect_tech_unit_xp_arb_elephants	arb_mon_war_elephant_ror_1
unit_xp_mod	ovn_effect_tech_unit_xp_arb_elephants	arb_mon_war_elephant_ror_2
armour_mod	ovn_effect_tech_armour_arb_camels	arb_cav_lancer_camels
armour_mod	ovn_effect_tech_armour_arb_camels	arb_cav_lancer_camels_ror
armour_mod	ovn_effect_tech_armour_arb_camels	arb_cav_archer_camels
armour_mod	ovn_effect_tech_armour_arb_camels	arb_cav_jezzail_camels
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_inf_jezzails
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_inf_jezzails_ror
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_cav_jezzail_camels
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_art_grand_bombard
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_art_grand_bombard_ror
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_gunpowder	arb_mon_war_elephant_ror_2
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_inf_jezzails
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_inf_jezzails_ror
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_cav_jezzail_camels
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_art_grand_bombard
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_art_grand_bombard_ror
reload	ovn_effect_tech_reload_time_reduction_arb_gunpowder	arb_mon_war_elephant_ror_2
melee_defence_mod	ovn_effect_tech_melee_defence_arb_basic_infantry	arb_inf_arabyan_spearmen
melee_defence_mod	ovn_effect_tech_melee_defence_arb_basic_infantry	arb_inf_arabyan_warriors
melee_defence_mod	ovn_effect_tech_melee_defence_arb_basic_infantry	arb_inf_arabyan_bowmen
armour_mod	ovn_effect_tech_armour_arb_basic_infantry	arb_inf_arabyan_spearmen
armour_mod	ovn_effect_tech_armour_arb_basic_infantry	arb_inf_arabyan_warriors
armour_mod	ovn_effect_tech_armour_arb_basic_infantry	arb_inf_arabyan_bowmen
melee_attack_mod	ovn_effect_tech_melee_attack_arb_nomads	arb_inf_alrahem_nomads
melee_attack_mod	ovn_effect_tech_melee_attack_arb_nomads	arb_cav_bedouin_scouts
melee_attack_mod	ovn_effect_tech_melee_attack_arb_nomads	arb_cav_tuareg_riders
mod_land_movement_battle	ovn_effect_tech_speed_arb_nomads	arb_inf_alrahem_nomads
mod_land_movement_battle	ovn_effect_tech_speed_arb_nomads	arb_cav_bedouin_scouts
mod_land_movement_battle	ovn_effect_tech_speed_arb_nomads	arb_cav_tuareg_riders
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_bow_units	arb_inf_arabyan_bowmen
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_bow_units	arb_inf_alrahem_nomads
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_bow_units	arb_cav_bedouin_scouts
missile_damage_mod_mult	ovn_effect_tech_missile_strength_arb_bow_units	arb_cav_archer_camels
melee_attack_mod	ovn_effect_tech_melee_attack_arb_corsairs	arb_inf_corsairs
upkeep_mod	ovn_araby_tech_corasir_units_upkeep	arb_inf_corsairs
melee_attack_mod	ovn_effect_tech_melee_attack_arb_sharkas_slaves_pit_fighters	arb_inf_sharkas_slaves
melee_attack_mod	ovn_effect_tech_melee_attack_arb_sharkas_slaves_pit_fighters	arb_inf_pit_fighters
cost_mod	ovn_effect_tech_upkeep_reduction_arb_sharkas_slaves_pit_fighters	arb_inf_sharkas_slaves
cost_mod	ovn_effect_tech_upkeep_reduction_arb_sharkas_slaves_pit_fighters	arb_inf_pit_fighters
melee_damage_mod_mult	ovn_effect_tech_weapon_strength_arb_sharkas_slaves_pit_fighters	arb_inf_sharkas_slaves
melee_damage_mod_mult	ovn_effect_tech_weapon_strength_arb_sharkas_slaves_pit_fighters	arb_inf_pit_fighters
morale	ovn_effect_tech_leadership_arb_sharkas_slaves_pit_fighters	arb_inf_sharkas_slaves
morale	ovn_effect_tech_leadership_arb_sharkas_slaves_pit_fighters	arb_inf_pit_fighters
charge_bonus	ovn_effect_tech_charge_bonus_pct_arb_camels	arb_cav_lancer_camels
charge_bonus	ovn_effect_tech_charge_bonus_pct_arb_camels	arb_cav_lancer_camels_ror
charge_bonus	ovn_effect_tech_charge_bonus_pct_arb_camels	arb_cav_archer_camels
charge_bonus	ovn_effect_tech_charge_bonus_pct_arb_camels	arb_cav_jezzail_camels
melee_damage_ap_mod_mult	ovn_effect_tech_weapon_strength_arb_sea_units	ovn_golden_fleet_sea_units
melee_damage_mod_mult	ovn_effect_tech_weapon_strength_arb_sea_units	ovn_golden_fleet_sea_units
mod_land_movement_battle	ovn_effect_tech_speed_arb_sea_units	ovn_golden_fleet_sea_units
armour_mod	ovn_effect_tech_armour_arb_sea_units	ovn_golden_fleet_sea_units
melee_damage_ap_mod_mult	ovn_effect_tech_weapon_strength_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
melee_damage_mod_mult	ovn_effect_tech_weapon_strength_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
melee_defence_mod	ovn_effect_tech_melee_defense_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
upkeep_mod	ovn_effect_tech_upkeep_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
