effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_fimir_nemesis_crown				
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh3_dlc25_effect_ability_enable_crowns_corruption_stage_1	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh3_dlc25_effect_ability_enable_nemesis_crown	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh_main_effect_character_stat_unit_health	character_to_character_own	10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh_main_effect_force_stat_missile_damage	character_to_force_own	5.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh_main_effect_force_stat_weapon_strength	character_to_force_own	5.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_1_fim	wh_main_faction_political_diplomacy_mod	character_to_faction	-20.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh3_dlc25_effect_ability_enable_crowns_corruption_stage_1	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh3_dlc25_effect_ability_enable_nemesis_crown	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh3_main_effect_force_all_campaign_movement_range_post_battle_win	character_to_character_own	10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh_main_effect_character_stat_unit_health	character_to_character_own	15.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh_main_effect_force_all_campaign_upkeep	character_to_force_own	10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh_main_effect_force_stat_missile_damage	character_to_force_own	10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh_main_effect_force_stat_weapon_strength	character_to_force_own	10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_2_fim	wh_main_faction_political_diplomacy_mod	character_to_faction	-40.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh3_dlc25_effect_ability_enable_crowns_corruption_stage_2	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh3_dlc25_effect_ability_enable_nemesis_crown	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh3_main_effect_force_all_campaign_movement_range_post_battle_win	character_to_character_own	15.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_effect_character_stat_unit_health	character_to_character_own	20.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	-10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_effect_force_all_campaign_upkeep	character_to_force_own	15.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_effect_force_stat_missile_damage	character_to_force_own	15.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_effect_force_stat_weapon_strength	character_to_force_own	15.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_3_fim	wh_main_faction_political_diplomacy_mod	character_to_faction	-60.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh3_dlc25_effect_ability_enable_crowns_corruption_stage_2	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh3_dlc25_effect_ability_enable_nemesis_crown	character_to_character_own	1.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh3_main_effect_force_all_campaign_movement_range_post_battle_win	character_to_character_own	20.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh_main_effect_character_stat_unit_health	character_to_character_own	25.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh_main_effect_force_all_campaign_captives	character_to_force_own	-10.0000	start_turn_completed
wh3_dlc25_nemesis_crown_effect_bundle_4_fim	wh_main_effect_force_all_campaign_replenishment_rate	character_to_force_own	-20.0000	start_turn_completed
