key	type	applies_to	transferrable	unique_to_world	unique_to_faction	precedence	start_date	end_date	avatar_skill	avatar_special_ability	legendary_item	mp_exclusive	is_wife_ancillary	category	min_starting_age	max_starting_age	min_expiry_age	max_expiry_age	immortal	provided_bodyguard_unit	provided_banner	uniqueness_score	turns_before_swap_allowed	subcategory	randomly_dropped	can_be_stolen	can_be_destroyed	faction_set
#ancillaries_tables;0;db/ancillaries_tables/rhox_araby_slave																												
ovn_araby_anc_follower_tmb_acolyte_of_sokth	wh2_dlc09_anc_tmb_skeleton	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_charnel_valley_necrotect	wh2_dlc09_anc_tmb_necrotect	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_cultist_of_usirian	wh2_dlc09_anc_tmb_liche_priest	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_high_born_of_khemri	wh2_dlc09_anc_tmb_prince	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_legionnaire_of_asaph	wh2_dlc09_anc_tmb_prince	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_priest_of_ptra	wh2_dlc09_anc_tmb_liche_priest	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_skeletal_labourer	wh2_dlc09_anc_tmb_skeleton	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_tombfleet_taskmaster	wh2_dlc09_anc_tmb_skeleton	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_tmb_ushabti_bodyguard	wh2_dlc09_anc_tmb_ushabti	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_cst_sartosa_navigator	wh2_dlc11_anc_follower_sailor_man	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_cst_travelling_necromancer	wh_main_anc_vampire_counts_necromancer	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_apprentice_assassin	wh2_main_anc_def_assassin	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_beastmaster	wh2_main_anc_def_warrior	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_bodyguard	wh2_main_anc_def_warrior	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_cultist	wh2_main_anc_def_degenerate	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_diplomat	wh2_main_anc_def_degenerate	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
ovn_araby_anc_follower_def_diplomat_slaanesh	wh2_main_anc_def_degenerate	.	true	false	false	1	0	9999			false	false	false	general	1	1	50	75	true			35	0	follower	false	true	true	all
