technology	effect	effect_scope	value
#technology_effects_junction_tables;0;db/technology_effects_junction_tables/ovn_albion_buildings			
albion_tech_war_1	elo_warband_cost	faction_to_force_own_unseen	-15.0000
albion_tech_war_2	elo_warband_matt	faction_to_force_own_unseen	4.0000
albion_tech_war_2	elo_warband_mdef	faction_to_force_own_unseen	4.0000
albion_tech_war_3	elo_ranged_reload	faction_to_force_own_unseen	10.0000
albion_tech_war_3	elo_ranged_xp	faction_to_force_own_unseen	2.0000
albion_tech_war_4	elo_riders_charge	faction_to_force_own_unseen	10.0000
albion_tech_war_4	elo_riders_speed	faction_to_force_own_unseen	10.0000
albion_tech_war_5	elo_elite_warband_wps	faction_to_force_own_unseen	15.0000
albion_tech_war_5	elo_elite_matt	faction_to_force_own_unseen	6.0000
albion_tech_war_truth_1	alb_warriors_xp	faction_to_force_own_unseen	3.0000
albion_tech_war_truth_2	elo_allrange_ammo	faction_to_force_own_unseen	10.0000
albion_tech_war_truth_2	elo_allrange_dmg	faction_to_force_own_unseen	10.0000
albion_tech_war_truth_3	elo_noble_cav_chariot_armour	faction_to_force_own_unseen	15.0000
albion_tech_war_truth_3	elo_noble_cav_chariot_vigour	faction_to_force_own_unseen	-25.0000
albion_tech_war_truth_4	wh2_main_effect_force_stat_melee_attack_lords_heroes	faction_to_force_own_unseen	5.0000
albion_tech_war_truth_4	wh_main_effect_agent_recruitment_xp_all_agents	faction_to_province_own_unseen	5.0000
albion_tech_war_truth_4	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	5.0000
albion_tech_war_truth_4	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own_unseen	5.0000
albion_tech_truth_1	wh3_main_effect_corruption_reduction_technology	faction_to_faction_own_unseen	-1.0000
albion_tech_truth_1	wh_main_effect_technology_research_points	faction_to_faction_own_unseen	5.0000
albion_tech_truth_2	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	20.0000
albion_tech_truth_2	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-10.0000
albion_tech_truth_3	albion_ancient_allies_missiles_res	faction_to_force_own_unseen	15.0000
albion_tech_truth_3	albion_ancient_allies_speed	faction_to_force_own_unseen	15.0000
albion_tech_truth_3	albion_ancient_mattk	faction_to_force_own_unseen	6.0000
albion_tech_truth_4	albion_monsters_fen_anti_small	faction_to_force_own_unseen	8.0000
albion_tech_truth_4	albion_monsters_fen_mdef	faction_to_force_own_unseen	10.0000
albion_tech_truth_4	albion_monsters_fen_mattk	faction_to_force_own_unseen	4.0000
albion_tech_truth_5	enable_zeal_holy_albion	faction_to_force_own_unseen	1.0000
albion_tech_truth_peace_1	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	50.0000
albion_tech_truth_peace_1	wh_main_effect_economy_gdp_mod_trade_sea	faction_to_region_own_unseen	50.0000
albion_tech_truth_peace_2	wh_main_effect_force_all_campaign_movement_range	faction_to_force_own_unseen	10.0000
albion_tech_truth_peace_2	elo_albion_upkeep_all	faction_to_army_own	-10.0000
albion_tech_truth_peace_3	wh_main_effect_force_all_campaign_replenishment_rate	faction_to_force_own_unseen	10.0000
albion_tech_truth_peace_3	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	15.0000
albion_tech_truth_peace_4	wh_main_effect_force_stat_leadership_lords_and_heroes	faction_to_force_own_unseen	10.0000
albion_tech_truth_peace_4	wh_main_effect_agent_action_success_chance_enemy	faction_to_region_own_unseen	-20.0000
albion_tech_truth_peace_4	wh_main_effect_agent_action_success_chance	faction_to_character_own_unseen	20.0000
albion_tech_truth_peace_4	wh3_main_effect_winds_of_magic_pool_cap	faction_to_army_own	8.0000
albion_tech_peace_1	wh_main_effect_province_growth_tech	faction_to_province_own_unseen	5.0000
albion_tech_peace_2	wh_main_effect_economy_trade_good_commodity_mod	faction_to_faction_own_unseen	5.0000
albion_tech_peace_2	elo_wooden_structures_cost	faction_to_force_own_unseen	-15.0000
albion_tech_peace_2	wh_main_effect_building_construction_cost_mod_infrastructure	faction_to_region_own_unseen	-15.0000
albion_tech_peace_3	wh_main_effect_economy_gdp_mod_all	faction_to_region_own_unseen	8.0000
albion_tech_peace_3	elo_hunting_parties_upkeep	faction_to_army_own	-10.0000
albion_tech_peace_4	recruitment_rank_truthsayer	faction_to_force_own_unseen	2.0000
albion_tech_peace_4	wh3_main_effect_corruption_reduction_technology	faction_to_province_own	-5.0000
albion_tech_peace_5	wh_main_effect_public_order_tech	faction_to_province_own_unseen	4.0000
albion_tech_ultimate	wh2_main_faction_political_diplomacy_mod_technology_order	faction_to_faction_own_unseen	40.0000
albion_tech_ultimate	elo_albion_protectors_world	faction_to_force_own	1.0000
albion_tech_ultimate	wh2_dlc11_faction_political_diplomacy_mod_chaos_beastmen_norsca	faction_to_faction_own_unseen	-40.0000
