key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/ovn_fimir_agent_action_scaling									
wh_dlc08_nor_cha_fimir_balefiend_beast_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
wh_dlc08_nor_cha_fimir_balefiend_death_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
elo_boglar_shaman_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_daemon_octopus_kroll_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_dirach_beasts_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_dirach_death_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_dirach_fire_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_dirach_shadows_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_lord_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_lord_kroll_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_finmor_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
node_set_fimir_finmor_kroll_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
wh_main_skill_node_fim_meargh_skattach_agent_action_scaling		wh3_main_skill_agent_action_success_scaling		99	0		0	0	false
