key	campaign_key	character_skill_key	faction_key	indent	tier	subculture	points_on_creation	required_num_parents	visible_in_ui
#character_skill_nodes_tables;6;db/character_skill_nodes_tables/ovn_meargh_skattach									
fim_meargh_skattach_ancillary_01		fim_meargh_skattach_anc_staff_balor		0	0		0	0	false
fim_meargh_skattach_ancillary_02		fim_meargh_skattach_anc_hellmother_crown		0	1		0	0	false
fim_meargh_skattach_mount		fim_meargh_skattach_anc_throne_hellmother		0	2		0	0	true
fim_meargh_skattach_unique_01		wh_dlc08_skill_nor_lords_unique_aura_of_chaos		0	3		0	0	true
fim_meargh_skattach_unique_02		wh_dlc08_skill_nor_wizards_unique_ritualistic_fury		0	4		0	0	true
fim_meargh_skattach_unique_03		wh_dlc08_skill_nor_fimir_balefiend_unique_might_of_the_swamp		0	5		0	0	true
fim_meargh_skattach_unique_04		wh_dlc08_skill_nor_fimir_balefiend_unique_miasma_of_despair		0	6		0	0	true
fim_meargh_skattach_unique_05		wh_dlc08_skill_nor_fimir_balefiend_unique_eye_of_the_balefiend		0	7		0	0	true
fim_meargh_skattach_from_mists		elo_fimir_from_mists		0	8		0	0	true
fim_meargh_skattach_unique_0		fim_meargh_skattach_ancient_leadership		1	0		0	0	true
fim_meargh_skattach_unique_1_1		fim_meargh_skattach_death_quest		1	1		0	0	true
fim_meargh_skattach_unique_1_2		fim_meargh_skattach_poison_mist		1	2		0	0	true
fim_meargh_skattach_unique_1_3		fim_meargh_skattach_maddened_mother		1	3		0	0	true
fim_meargh_skattach_unique_1_4		fim_meargh_skattach_witch_queen		1	4		0	0	true
fim_meargh_skattach_unique_1_5		fim_skattach_summon_swampdaemons		1	5		0	3	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_00		wh3_main_skill_tze_magic_tzeentch_dummy_blue_fire_of_tzeentch		11	0		1	0	false
wh_main_skill_node_fim_meargh_skattach_death_magic1_01		wh3_main_skill_tze_magic_tzeentch_01_blue_fire_of_tzeentch		2	0		1	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_02		wh2_main_skill_magic_dark_power_of_darkness_lord		2	1		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_03		wh3_main_skill_sla_magic_slaanesh_04_hysterical_frenzy		2	2		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_04		wh2_main_skill_magic_dark_bladewind_lord		2	3		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_05		wh2_main_skill_magic_dark_lore_attribute		2	4		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_06		wh_main_skill_all_magic_all_06_evasion		2	5		0	4	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_09		wh3_main_skill_nur_magic_nurgle_02_stream_of_corruption		2	6		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_10		wh3_main_skill_tze_magic_tzeentch_02_pink_fire_of_tzeentch		2	7		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_07		wh_main_skill_all_magic_all_07_earthing		2	8		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_08		wh_main_skill_all_magic_all_08_power_drain		2	9		0	0	true
wh_main_skill_node_fim_meargh_skattach_death_magic1_11		wh_main_skill_all_magic_all_11_arcane_conduit		2	10		0	4	true
fim_meargh_skattach_battle_01		wh_main_skill_chs_lord_battle_dominating_presence		4	0		0	0	true
fim_meargh_skattach_battle_02		fimir_sacrifices		4	1		0	0	true
fim_meargh_skattach_battle_03		fimir_riders_doggos		4	2		0	0	true
fim_meargh_skattach_battle_04		fimir_swamp_warriors		4	3		0	0	true
fim_meargh_skattach_battle_05		fimir_bog_monsters		4	4		0	0	true
fim_meargh_skattach_battle_06		fimir_ranged_units		4	5		0	0	true
fim_meargh_skattach_battle_07		fimir_fen_giants		4	6		0	0	true
fim_meargh_skattach_battle_08		wh_main_skill_all_lord_battle_rally		4	7		0	6	true
fim_meargh_skattach_battle_09		fimir_r7_warriors		4	8		0	0	true
fim_meargh_skattach_battle_10		fimir_r7_elite_monsters		4	9		0	0	true
fim_meargh_skattach_battle_11		fimir_r7_fast_beasts		4	10		0	0	true
fim_meargh_skattach_battle_12		fimir_r7_elite_giants		4	11		0	1	true
fim_meargh_skattach_battle_13		wh_main_skill_chs_lord_battle_stand_or_die		4	12		0	1	true
fim_meargh_skattach_campaign_01		wh_main_skill_all_lord_campaign_route_marcher		5	0		0	0	true
fim_meargh_skattach_campaign_02		wh2_main_skill_def_campaign_dreaded_slaver		5	1		0	0	true
fim_meargh_skattach_campaign_03		wh_main_skill_chs_lord_campaign_serve_or_die		5	2		0	0	true
fim_meargh_skattach_campaign_04		wh_dlc08_skill_nor_lords_campaign_norse_resilience		5	3		0	0	true
fim_meargh_skattach_campaign_05		fim_devoted_of_chaos		5	4		0	4	true
fim_meargh_skattach_campaign_06		wh_main_skill_all_lord_campaign_lightning_strike		5	5		0	4	true
fim_meargh_skattach_campaign_07		wh_dlc08_skill_nor_throgg_campaign_masters_of_the_fen		5	6		0	0	true
fim_meargh_skattach_campaign_08		wh_main_skill_vmp_lord_campaign_ancient_cunning		5	7		0	0	true
fim_meargh_skattach_campaign_09		wh_dlc08_skill_nor_lords_campaign_unnatural_healing		5	8		0	0	true
fim_meargh_skattach_campaign_10		wh3_dlc20_skill_all_lord_campaign_premonition		5	9		0	0	true
fim_meargh_skattach_campaign_11		wh_dlc08_skill_nor_lords_campaign_spawn_of_chaos		5	10		0	4	true
fim_meargh_skattach_innate_01		fim_meargh_skattach_innate		6	0		1	0	false
fim_meargh_skattach_mentor		wh3_main_skill_all_mentor_lord		0	11		0	0	true
