effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only					
ovn_effect_ability_enable_blessing_of_the_elements	general_ability.png	310	general_ability.png	battle	true
ovn_effect_magic_desert_enable_mirage	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_enable_mirage_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_cooldown_mirage	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_miscast_reduction_mirage_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_mirage	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_mirage_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_magic_desert_enable_bound_sunstrike	spell_ability.png	600		battle	true
ovn_effect_magic_desert_enable_sunstrike	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_cooldown_sunstrike	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_enable_sunstrike_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_miscast_reduction_sunstrike_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_sunstrike	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_sunstrike_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_magic_desert_enable_bound_sandstorm	spell_ability.png	600		battle	true
ovn_effect_magic_desert_enable_sandstorm	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_cooldown_sandstorm	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_enable_sandstorm_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_miscast_reduction_sandstorm_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_sandstorm	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_sandstorm_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_magic_desert_enable_bound_quicksand	spell_ability.png	600		battle	true
ovn_effect_magic_desert_enable_quicksand	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_enable_quicksand_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_cooldown_quicksand	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_miscast_reduction_quicksand_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_quicksand	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_quicksand_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_magic_desert_enable_burning_hands	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_enable_burning_hands_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_cooldown_burning_hands	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_miscast_reduction_burning_hands_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_burning_hands	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_burning_hands_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_magic_desert_enable_bound_curse_of_the_djinn	spell_ability.png	600		battle	true
ovn_effect_magic_desert_enable_curse_of_the_djinn	magic_character.png	290	magic_character.png	battle	true
ovn_effect_magic_desert_enable_curse_of_the_djinn_upgraded	magic_character.png	292	magic_character.png	both	true
ovn_effect_magic_desert_cooldown_curse_of_the_djinn	magic_cooldown.png	293	magic_cooldown.png	both	false
ovn_effect_magic_desert_miscast_reduction_curse_of_the_djinn_upgraded	magic.png	298	magic.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_curse_of_the_djinn	magic_character.png	294	magic_character.png	both	false
ovn_effect_magic_desert_reduce_wom_cost_curse_of_the_djinn_upgraded	magic_character.png	295	magic_character.png	both	false
ovn_effect_enable_mount_djinn_carriage	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_djinn_vessel	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_magic_carpet	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_camel	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_elephant	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_roc	mount.png	50	mount.png	both	true
ovn_effect_enable_mount_golden_magus_skiff	mount.png	50	mount.png	both	true
Black_Book_Of_Ibn_Naggazar	item_ability.png	600	item_ability.png	battle	true
summon_djinn_fighter	item_ability.png	600	item_ability.png	battle	true
wh2_dlc12_army_abilities_great_invocation_of_djinn	item_ability.png	600	item_ability.png	battle	true
ovn_jaffar_innate_dummy	magic.png	4	magic.png	battle	true
