effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only_tech_effects					
ovn_effect_tech_upkeep_arb_camels	military_spending.png	109	military_spending.png	campaign	false
ovn_effect_tech_armour_arb_camels	armour.png	107	armour.png	battle	true
ovn_effect_tech_armour_arb_basic_infantry	armour.png	107	armour.png	battle	true
ovn_effect_tech_speed_arb_nomads	battle_movement.png	115	battle_movement.png	battle	true
ovn_effect_tech_charge_bonus_pct_arb_camels	charge.png	121	charge.png	battle	true
ovn_effect_tech_melee_defence_arb_basic_infantry	defence.png	111	defence.png	battle	true
ovn_effect_tech_unit_xp_arb_arabyan_guard	experience.png	120	experience.png	campaign	true
ovn_effect_tech_unit_xp_arb_arabyan_guard_global	experience.png	120	experience.png	campaign	true
ovn_effect_tech_unit_xp_arb_elephants	experience.png	120	experience.png	campaign	true
ovn_effect_tech_reload_time_reduction_arb_gunpowder	icon_stat_reload_time_force.png	561	icon_stat_reload_time_force.png	battle	true
ovn_effect_tech_melee_attack_arb_nomads	melee.png	109	melee.png	battle	true
ovn_effect_tech_melee_attack_arb_corsairs	melee.png	109	melee.png	battle	true
ovn_effect_tech_melee_attack_arb_sharkas_slaves_pit_fighters	melee.png	109	melee.png	battle	true
ovn_araby_tech_corasir_units_upkeep	military_spending.png	105	military_spending.png	campaign	false
ovn_effect_tech_upkeep_reduction_arb_sharkas_slaves_pit_fighters	military_spending.png	105	military_spending.png	campaign	false
ovn_effect_tech_leadership_arb_sharkas_slaves_pit_fighters	morale.png	109	morale.png	battle	true
ovn_effect_tech_missile_strength_arb_gunpowder	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_tech_missile_strength_arb_bow_units	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_tech_weapon_strength_arb_sharkas_slaves_pit_fighters	weapon_damage.png	119	weapon_damage.png	battle	true
ovn_effect_tech_weapon_strength_arb_sea_units	weapon_damage.png	119	weapon_damage.png	battle	true
ovn_effect_tech_speed_arb_sea_units	battle_movement.png	115	battle_movement.png	battle	true
ovn_effect_tech_armour_arb_sea_units	armour.png	107	armour.png	battle	true
ovn_effect_tech_weapon_strength_arb_tomb_king_units	weapon_damage.png	119	weapon_damage.png	battle	true
ovn_effect_tech_melee_defense_arb_tomb_king_units	defence.png	111	defence.png	battle	true
ovn_effect_tech_upkeep_arb_tomb_king_units	military_spending.png	105	military_spending.png	campaign	false
ovn_effect_tech_grant_all_immortality	wound_time.png	1	wound_time.png	campaign	true
ovn_effect_force_stat_melee_attack_arb_myth_tech	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_ward_save_arb_myth_tech	resistance_ward_save.png	431	resistance_ward_save.png	battle	true
ovn_effect_tech_leadership_arb_vultures	morale.png	109	morale.png	battle	true
ovn_effect_tech_leadership_cost_reduction_arb_nomads	treasury.png	106	treasury.png	campaign	false
ovn_effect_tech_upkeep_reduction_giant_vultures_Dervishers	military_spending.png	105	military_spending.png	campaign	false
ovn_effect_tech_melee_attack_arb_palace_guard_arabyan_knights	melee.png	109	melee.png	battle	true
ovn_effect_force_stat_missile_resistance_arb_palace_guard_arabyan_knights	resistance_missile.png	582	resistance_missile.png	battle	true
ovn_effect_tech_speed_arb_arabyan_knights_camel_cataphracts	battle_movement.png	115	battle_movement.png	battle	true
ovn_effect_tech_melee_defence_arb_arabyan_knights_camel_cataphracts	defence.png	111	defence.png	battle	true
ovn_effect_tech_arb_building_construction_cost_mod_infrastructure	treasury.png	101	treasury.png	campaign	false
ovn_effect_ability_enable_guardian_dervishers	general_ability.png	5	general_ability.png	battle	true
ovn_effect_arb_rite_cost_mod_crafting	effect_rite.png	106	effect_rite.png	campaign	false
