effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_araby_only_skill_effects					
ovn_effect_force_stat_speed_arb_beasts	battle_movement.png	421	battle_movement.png	battle	true
ovn_effect_force_stat_charge_bonus_pct_arb_beasts	charge.png	501	charge.png	battle	true
ovn_effect_force_stat_melee_attack_arb_djinns	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_leadership_arb_djinns	morale.png	411	morale.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_melee_infantry	weapon_damage.png	461	weapon_damage.png	battle	true
ovn_effect_force_stat_magic_resistance_arb_melee_infantry	resistance_magic.png	581	resistance_magic.png	battle	true
ovn_effect_force_stat_armour_arb_melee_cavalry	armour.png	401	armour.png	battle	true
ovn_effect_force_stat_leadership_arb_melee_cavalry	morale.png	411	morale.png	battle	true
ovn_effect_force_stat_missile_strength_arb_ranged_nongunpowder	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_force_stat_reload_time_reduction_arb_ranged_nongunpowder	icon_stat_reload_time_force.png	561	icon_stat_reload_time_force.png	battle	true
ovn_effect_force_stat_melee_attack_arb_beasts_rank7	melee.png	432	melee.png	battle	true
ovn_effect_force_stat_ward_save_arb_magic_rank7	resistance_ward_save.png	581	resistance_ward_save.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_magic_rank7	weapon_damage.png	462	weapon_damage.png	battle	true
ovn_effect_force_stat_physical_resistance_arb_nomads_rank7	resistance_physical.png	582	resistance_physical.png	battle	true
ovn_effect_force_stat_charge_bonus_pct_arb_nomads_rank7	charge.png	502	charge.png	battle	true
ovn_effect_force_stat_melee_defence_arb_settled_rank7	defence.png	452	defence.png	battle	true
ovn_effect_force_stat_speed_arb_settled_rank7	battle_movement.png	421	battle_movement.png	battle	true
ovn_effect_upkeep_arb_sea_units	military_spending.png	105	military_spending.png	campaign	false
ovn_effect_force_stat_melee_attack_arb_sea_units	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_melee_defence_arb_sea_units	defence.png	451	defence.png	battle	true
ovn_effect_force_stat_flame_resistance_arb_tomb_king_units	resistance_fire.png	581	resistance_fire.png	battle	true
ovn_effect_force_stat_melee_attack_arb_tomb_king_units	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_armour_arb_tomb_king_units	armour.png	401	armour.png	battle	true
ovn_effect_force_stat_reload_time_reduction_arb_infantry_basic	icon_stat_reload_time_force.png	561	icon_stat_reload_time_force.png	battle	true
ovn_effect_force_stat_melee_attack_arb_infantry_basic	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_melee_defence_arb_infantry_basic	defence.png	451	defence.png	battle	true
ovn_effect_force_stat_melee_defence_arb_infantry_advanced	defence.png	451	defence.png	battle	true
ovn_effect_force_stat_missile_damage_arb_infantry_advanced	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_force_stat_melee_attack_arb_infantry_advanced	melee.png	431	melee.png	battle	true
ovn_effect_force_stat_charge_bonus_pct_arb_cavalry_melee	charge.png	501	charge.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_cavalry_melee	weapon_damage.png	461	weapon_damage.png	battle	true
ovn_effect_force_stat_missile_damage_arb_cavalry_ranged	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_force_stat_ammunition_arb_bow_units	ammo.png	511	ammo.png	battle	true
ovn_effect_force_stat_ammunition_arb_cavalry_ranged	ammo.png	511	ammo.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_monsters	weapon_damage.png	461	weapon_damage.png	battle	true
ovn_effect_force_stat_armour_arb_monsters	armour.png	401	armour.png	battle	true
ovn_effect_force_stat_missile_damage_arb_artillery	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_force_stat_ammunition_arb_artillery	ammo.png	511	ammo.png	battle	true
ovn_effect_force_stat_magic_resistance_arb_settled_rank7	resistance_magic.png	582	resistance_magic.png	battle	true
ovn_effect_force_stat_melee_defence_increase_arb_settled_rank7	defence.png	452	defence.png	battle	true
ovn_effect_force_stat_morale_increase_arb_settled_rank7	morale.png	412	morale.png	battle	true
ovn_effect_force_stat_ammunition_arb_settled_rank7	ammo.png	512	ammo.png	battle	true
ovn_effect_force_stat_missile_damage_increase_arb_settled_rank7	ranged_damage.png	542	ranged_damage.png	battle	true
ovn_effect_force_stat_reload_time_reduction_arb_settled_rank7	icon_stat_reload_time_force.png	562	icon_stat_reload_time_force.png	battle	true
ovn_effect_force_stat_armour_arb_nomads_rank7	armour.png	403	armour.png	battle	true
ovn_effect_force_stat_melee_attack_arb_nomads_rank7	melee.png	432	melee.png	battle	true
ovn_effect_force_stat_missile_damage_arb_nomads_rank7	ranged_damage.png	542	ranged_damage.png	battle	true
ovn_effect_force_stat_missile_resistance_arb_nomads_rank7	resistance_missile.png	582	resistance_missile.png	battle	true
ovn_effect_force_stat_reload_increase_arb_nomads_rank7	icon_stat_reload_time_force.png	562	icon_stat_reload_time_force.png	battle	true
ovn_effect_force_stat_range_arb_nomads_rank7	accuracy.png	532	accuracy.png	battle	true
ovn_effect_force_stat_melee_attack_arb_magic_rank7	melee.png	432	melee.png	battle	true
ovn_effect_force_stat_melee_defence_arb_magic_rank7	defence.png	452	defence.png	battle	true
ovn_effect_force_stat_physical_resistance_increase_arb_magic_rank7	resistance_physical.png	582	resistance_physical.png	battle	true
ovn_effect_force_stat_leadership_arb_beasts_rank7	morale.png	412	morale.png	battle	true
ovn_effect_force_stat_missile_resistance_arb_beasts_rank7	resistance_missile.png	582	resistance_missile.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_beasts_rank7	weapon_damage.png	462	weapon_damage.png	battle	true
ovn_effect_force_stat_armour_arb_artillery	armour.png	401	armour.png	battle	true
ovn_effect_force_stat_weapon_strength_arb_artillery	weapon_damage.png	461	weapon_damage.png	battle	true
ovn_effect_force_stat_reload_time_reduction_arb_magic_rank7	icon_stat_reload_time_force.png	562	icon_stat_reload_time_force.png	battle	true
ovn_effect_ability_enable_guardian_palace_guards	general_ability.png	5	general_ability.png	battle	true
ovn_effect_attribute_stalk_nomads	attribute_stalk.png	620	attribute_stalk.png	battle	true
ovn_effect_force_stat_leadership_corsairs	morale.png	411	morale.png	battle	true
ovn_effect_force_stat_weapon_strength_corsairs	weapon_damage.png	461	weapon_damage.png	battle	true
ovn_effect_character_stat_enable_flaming_attacks_corsairs	modifier_icon_flaming.png	141	modifier_icon_flaming.png	battle	true
ovn_effect_ability_enable_spell_mastery	attribute_mastery_of_elemental_winds.png	620	attribute_mastery_of_elemental_winds.png	battle	true
ovn_effect_ability_enable_spell_mastery_magicians	attribute_mastery_of_elemental_winds.png	620	attribute_mastery_of_elemental_winds.png	battle	true
ovn_effect_ability_enable_infernal_gateway_golden_magus	magic_character.png	291	magic_character.png	battle	true
ovn_effect_force_stat_missile_damage_arb_tzeentch_demons	ranged_damage.png	541	ranged_damage.png	battle	true
ovn_effect_force_stat_barrier_arb_tzeentch_demons	barrier.png	5	barrier.png	battle	true
