key	man_animations_table	variant	battle_entity	battle_entity_stats	autonomous_rider_hero	autonomous_rider_can_shoot_in_melee	can_only_be_used_by_draught
#battle_personalities_tables;12;db/battle_personalities_tables/grudgebringers_officers							
wh_main_emp_officer_eric_ragnar	hu1c_chaos_hr1_warhorse_spear_and_javelins	eric_ragnar	wh3_dlc20_marauder_horsemen_rider_blood	wh_main_emp_officer_eric_ragnar	false	true	false
grudgebringer_cannon_officer	hu1_empire_helstorm_crew	grudgebringer_cannon_officer	grudgebringer_cannon_officer		false	true	false
azguz_bloodfist_dwarf_warriors_officer	hu3_dwarf_2handed_hammer_infantry_hammerer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	false	false	false
azguz_bloodfist_dwarf_warriors_banner_officer	hu3_dwarf_axe_and_shield	azguz_bloodfist_dwarf_warriors_banner_officer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	false	false	false
dargrimm_firebeard_dwarf_warriors_officer	hu3_pr7_gotrex_axe	dargrimm_firebeard_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	false	false	false
dargrimm_firebeard_dwarf_warriors_banner_officer	hu3_dwarf_axe_and_shield	dargrimm_firebeard_dwarf_warriors_banner_officer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	false	false	false
urblab_rotgut_mercenary_ogres_officer	hu13_wh3_ogre_sword	urblab_rotgut_mercenary_ogres_officer	urblab_rotgut_mercenary_ogres_officer	urblab_rotgut_mercenary_ogres_officer	false	false	false
urblab_rotgut_mercenary_ogres_banner_officer	urblab_rotgut_mercenary_ogres_banner	urblab_rotgut_mercenary_ogres_banner_officer	urblab_rotgut_mercenary_ogres_officer	banner	false	false	false
grudgebringer_infantry_officer	hu1_stormsword_and_shield	grudgebringer_infantry_officer	grudgebringer_infantry_officer	grudgebringer_infantry_officer	false	false	false
black_avangers_officer	hu1_empire_sword	black_avangers_officer	black_avangers_officer	black_avangers_officer	false	false	false
carlsson_guard_officer	hu1_empire_sword_and_shield	carlsson_guard_officer	grudgebringer_infantry_officer	carlsson_guard_officer	false	true	false
carlsson_guard_officer2	hu1_carsson_guard_bannerman	carlsson_guard_officer2	grudgebringer_infantry_officer	banner	false	true	false
carlsson_cavalry_officer	hu1_wh3_kislev_hr1_warhorse_sword	carlsson_cavalry_officer	cavalry_officer	cavalry_officer	false	true	false
carlsson_cavalry_officer2	hu1_wh3_kislev_hr1_warhorse_sword_and_banner	carlsson_cavalry_officer2	cavalry_officer	banner	false	true	false
carlsson_cavalry	hu1_wh3_kislev_hr1_warhorse_sword	carlsson_cavalry	wh_main_war_beast_rider_standard_blood		false	true	false
vannheim_75th_officer	hu1_empire_hr1_warhorse_sword_and_shield	vannheim_75th_officer	cavalry_officer	vannheim_75th_officer	false	true	false
countess_guard_officer	hu1b_bretonnian_sword_and_chalice	countess_guard_officer	grudgebringer_infantry_officer	countess_guard_officer	false	false	false
countess_guard_officer1	hu1_settra_2handed_halberd	countess_guard_officer1	grudgebringer_infantry_officer	countess_guard_officer	false	false	false
countess_guard_banner_officer	hu1_countess_guard_bannerman	countess_guard_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
grudgebringer_crossbow_officer	hu1_empire_sword_crossbow	grudgebringer_crossbow_officer	grudgebringer_crossbow_officer	grudgebringer_crossbow_officer	false	false	false
boris_von_raukov	hu1_settra_2handed_halberd	boris_von_raukov	boris_von_raukov	boris_von_raukov	false	false	false
boris_von_raukov_4th_nuln_halberdiers_banner_officer	hu1_4th_nuln_halberdiers_bannerman	boris_von_raukov_4th_nuln_halberdiers_banner_officer	boris_von_raukov	banner	false	false	false
jurgen_muntz	outlaw_infantry	jurgen_muntz	jurgen_muntz	jurgen_muntz	false	false	false
dieter_schaeffer	hu1_pr7_felix_2h_sword	dieter_schaeffer	dieter_schaeffer	dieter_schaeffer	false	false	false
grudgebringer_infantry_banner_officer	hu1_grudgebringer_bannerman	grudgebringer_infantry_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
grudgebringer_crossbow_banner	grudgebringer_crossbow_banner	grudgebringer_crossbow_banner	grudgebringer_infantry_officer	banner	false	false	false
dieter_schaeffer_carroburg_greatswords_banner_officer	dieter_schaeffer_carroburg_greatswords_bannerman	dieter_schaeffer_carroburg_greatswords_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
grudgebringer_cavalry_banner_officer	hu1_grudgebringer_hr1_warhorse_sword_and_banner	grudgebringer_cavalry_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
outlaw_infantry_banner_officer	outlaw_infantry_bannerman	outlaw_infantry_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
black_avangers_banner_officer	black_avangers_bannerman	black_avangers_banner_officer	grudgebringer_infantry_officer	banner	false	false	false
ragnar_wolves_banner_officer	hu1c_ragnar_wolves_banner_officer_hr1	ragnar_wolves_banner_officer	grudgebringer_infantry_officer	banner	false	true	false
ragnar_wolves_officer	hu1c_ragnar_wolves_hr1	ragnar_wolves_officer	grudgebringer_infantry_officer	grudgebringer_infantry_officer	false	true	false
ragnar_wolves	hu1c_ragnar_wolves_hr1	ragnar_wolves	wh_main_war_beast_rider_standard_blood		false	true	false
keelers_longbows_officer	helmgart_bowmen	keelers_longbows_officer	jurgen_muntz	helmgart_bowmen_officer	false	true	false
keelers_longbows_banner	keelers_longbows_banner	keelers_longbows_banner	grudgebringer_infantry_officer	banner	false	false	false
helmgart_bowmen_officer	helmgart_bowmen	helmgart_bowmen_officer	jurgen_muntz	helmgart_bowmen_officer	false	true	false
helmgart_bowmen_banner	helmgart_bowmen_banner	helmgart_bowmen_banner	grudgebringer_infantry_officer	banner	false	false	false
stephan_weiss_outlaw_pistoliers_banner	stephan_weiss_outlaw_pistoliers_banner	stephan_weiss_outlaw_pistoliers_banner	cavalry_officer	banner	false	false	false
stephan_weiss_outlaw_pistoliers_officer	hu1_empire_hr1_warhorse_sword_and_dual_pistols	stephan_weiss_outlaw_pistoliers_officer	cavalry_officer	stephan_weiss_outlaw_pistoliers_officer	false	true	false
vannheim_75th_banner	vannheim_75th_banner	vannheim_75th_banner	cavalry_officer	banner	false	true	false
grail_knights_tristan_de_la_tourtristan_de_la_tour_banner	grail_knights_tristan_de_la_tourtristan_de_la_tour_banner	grail_knights_tristan_de_la_tourtristan_de_la_tour_banner	carlsson_cavalry_officer	banner	false	true	false
knights_of_the_realm_bertrand_le_grande_banner	knights_of_the_realm_bertrand_le_grande_banner	knights_of_the_realm_bertrand_le_grande_banner	cavalry_officer	banner	false	true	false
elrod_wood_elf_glade_guards_banner	elrod_wood_elf_glade_guards_banner	elrod_wood_elf_glade_guards_banner	grudgebringer_infantry_officer	banner	false	true	false
elrod_wood_elf_glade_guards_officer	hu1d_elf_2handed_spear	elrod_wood_elf_glade_guards_officer	elrod_wood_elf_glade_guards_officer	elrod_wood_elf_glade_guards_officer	false	true	false
flagellants_eusebio_the_bleak_officer	flagellants_eusebio_the_bleak_officer	flagellants_eusebio_the_bleak_officer	elrod_wood_elf_glade_guards_officer	elrod_wood_elf_glade_guards_officer	false	true	false
galed_elf_archers_banner	galed_elf_archers_banner	galed_elf_archers_banner	galed_elf_archers_officer	banner	false	true	false
galed_elf_archers_officer	hu1d_welf_sword_and_bow	galed_elf_archers_officer	galed_elf_archers_officer	galed_elf_archers_officer	false	true	false
flagellants_eusebio_the_bleak_banner	flagellants_eusebio_the_bleak_banner	flagellants_eusebio_the_bleak_banner	galed_elf_archers_officer	banner	false	true	false
gaston	hu1_dlc14_hr1_warhorse_repanse_black_grail_2handed_sword	gaston	gaston	gaston	false	false	false
ludwig_uberdorf_tank	hu1_empire_sword_and_pistol_tank	ludwig_uberdorf_variant_name	wh_main_infantry_rider	ludwig_uberdorf	false	true	false
ludwig_uberdorf	hu1_empire_sword_and_pistol	ludwig_uberdorf_variant_name	wh2_main_infantry_standard_hero_360_blood_dismembers	ludwig_uberdorf	false	true	false
dwarf_envoy_dwarf_warriors_banner_officer	hu3_dwarf_axe_and_shield	dwarf_envoy_dwarf_warriors_banner_officer	azguz_bloodfist_dwarf_warriors_officer	azguz_bloodfist_dwarf_warriors_officer	false	true	false
grudgebringer_crossbow_heavy1	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
grudgebringer_crossbow_heavy2	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
grudgebringer_crossbow_heavy3	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
grudgebringer_crossbow_heavy4	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
grudgebringer_crossbow_heavy5	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
grudgebringer_crossbow_heavy6	grudgebringers_wagon	grudgebringer_crossbow_heavy	wh_main_infantry_rider	wh2_dlc13_emp_veh_war_wagon_rider	false	true	false
