id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/ovn_sc_alb_albion		
ovn_albion_climate_chaotic	wh3_dlc20_climate_suitable_chaotic	2.0000
ovn_albion_climate_desert	wh3_dlc20_climate_uninhabitable_desert	2.0000
ovn_albion_climate_frozen	wh3_dlc20_climate_suitable_frozen	2.0000
ovn_albion_climate_island	wh3_dlc20_climate_suitable_island	2.0000
ovn_albion_climate_jungle	wh3_dlc20_climate_uninhabitable_jungle	2.0000
ovn_albion_climate_magicforest	wh3_dlc20_climate_uninhabitable_magicforest	2.0000
ovn_albion_climate_mountain	wh3_dlc20_climate_unsuitable_mountain	2.0000
ovn_albion_climate_ocean	wh3_dlc20_climate_uninhabitable_ocean	2.0000
ovn_albion_climate_savannah	wh3_dlc20_climate_unsuitable_savannah	2.0000
ovn_albion_climate_temperate	wh3_dlc20_climate_suitable_temperate	2.0000
ovn_albion_climate_wasteland	wh3_dlc20_climate_unsuitable_wasteland	2.0000
wh_feature_nor_albion	wh_feature_nor_albion	1.0000
wh_stance_csc_albion	wh_stance_csc_albion	0.0000
wh_occupation_decision_bretonnia_raze_albion	wh_main_occupation_decision_bretonnia_raze_neutrals	0.0000
wh_occupation_decision_bretonnia_sack_albion	wh_main_occupation_decision_bretonnia_sack_neutrals	0.0000
diplomacy_Subcult_Albion_&_Negative	diplomacy_Subcult_Albion_&_Negative	18.0000
diplomacy_Subcult_Albion_&_Positive	diplomacy_Subcult_Albion_&_Positive	18.0000
diplomacy_Subcult_Albion	diplomacy_Subcult_Albion	18.0000
ovn_albion_alt_occupation_decision_treasure_hunt	ovn_albion_alt_occupation_decision_treasure_hunt	0.0000
ovn_albion_alt_occupation_decision_colonise	ovn_albion_alt_occupation_decision_colonise	0.0000
ovn_albion_alt_occupation_decision_do_nothing	ovn_albion_alt_occupation_decision_do_nothing	0.0000
ovn_albion_alt_occupation_decision_loot	ovn_albion_alt_occupation_decision_loot	0.0000
ovn_albion_alt_occupation_decision_raze_without_occupy	ovn_albion_alt_occupation_decision_raze_without_occupy	0.0000
ovn_albion_alt_occupation_decision_resettle	ovn_albion_alt_occupation_decision_resettle	0.0000
ovn_albion_alt_occupation_decision_sack	ovn_albion_alt_occupation_decision_sack	0.0000
ovn_albion_alt_occupation_decision_occupy	ovn_albion_alt_occupation_decision_occupy	0.0000
wh_captive_option_enslave_albion	wh_captive_option_enslave_albion	0.0000
wh_captive_option_kill_albion	wh_captive_option_kill_albion	0.0000
wh_captive_option_release_albion	wh_captive_option_release_albion	0.0000
wh_event_feed_cult_albion_battle_attack_outcome_defeat	wh_event_feed_cult_albion_battle_attack_outcome_defeat	0.0000
wh_event_feed_cult_albion_battle_attack_outcome_draw	wh_event_feed_cult_albion_battle_attack_outcome_draw	0.0000
wh_event_feed_cult_albion_battle_attack_outcome_victory	wh_event_feed_cult_albion_battle_attack_outcome_victory	0.0000
ovn_albion_how_they_play_event	ovn_albion_how_they_play_event	0.0000
diplomacy_Subcult_AlbionRQ_&_Negative	diplomacy_Subcult_AlbionRQ_&_Negative	18.0000
diplomacy_Subcult_AlbionRQ_&_Positive	diplomacy_Subcult_AlbionRQ_&_Positive	18.0000
diplomacy_Subcult_AlbionRQ	diplomacy_Subcult_AlbionRQ	18.0000
ovn_albion_event_pic_invasion	ovn_albion_event_pic_invasion	0.0000
ovn_even_feed_cult_albion	ovn_even_feed_cult_albion	0.0000
wh_dlc10_feed_agent_action_shadow_walker_hinder_character_albion	wh_dlc08_event_feed_agent_action_all_hinder_character_albion	0.0000
wh_event_feed_agent_action_all_failure_critical_hinder_army_albion	wh_dlc08_event_feed_agent_action_all_failure_critical_albion	0.0000
wh_event_feed_agent_action_all_failure_critical_hinder_character_albion	wh_dlc08_event_feed_agent_action_all_failure_critical_albion	0.0000
