id	group	priority
#campaign_group_members_tables;1;db/campaign_group_members_tables/rhox_albion		
rhox_albion_ravenqueen_feature	rhox_albion_ravenqueen_feature	0.0000
rhox_albion_wanted_level_0	rhox_albion_wanted_level_0	0.0000
rhox_albion_wanted_level_1	rhox_albion_wanted_level_1	0.0000
rhox_albion_wanted_level_2	rhox_albion_wanted_level_2	0.0000
rhox_albion_wanted_level_3	rhox_albion_wanted_level_3	0.0000
rhox_albion_wanted_level_4	rhox_albion_wanted_level_4	0.0000
rhox_albion_wanted_level_5	rhox_albion_wanted_level_5	0.0000
rhox_albion_progress_level_0	rhox_albion_progress_level_0	0.0000
rhox_albion_progress_level_1	rhox_albion_progress_level_1	0.0000
rhox_albion_progress_level_2	rhox_albion_progress_level_2	0.0000
rhox_albion_progress_level_3	rhox_albion_progress_level_3	0.0000
rhox_albion_progress_level_4	rhox_albion_progress_level_4	0.0000
rhox_albion_progress_level_5	rhox_albion_progress_level_5	0.0000
