effect_bundle_key	effect_key	effect_scope	value	advancement_stage
#effect_bundles_to_effects_junctions_tables;3;db/effect_bundles_to_effects_junctions_tables/ovn_araby_only				
sr_arab_bundle	wh2_main_diplomatic_relations_araby	faction_to_faction_own	10.0000	start_turn_completed
sr_arab_bundle_bad	wh2_main_diplomatic_relations_araby	faction_to_faction_own	-10.0000	start_turn_completed
ovn_arb_jehad_army	wh_main_effect_force_all_campaign_upkeep	force_to_force_own	-35.0000	start_turn_completed
ovn_arb_jehad_army	wh_main_effect_force_stat_leadership	force_to_force_own	8.0000	start_turn_completed
ovn_arb_jehad_army	wh_main_effect_character_stat_ward_save	force_to_force_own	10.0000	start_turn_completed
ovn_arb_jehad	wh_main_effect_force_all_campaign_recruitment_cost_all	faction_to_force_own	-40.0000	start_turn_completed
ovn_arb_jehad	wh_main_effect_public_order_base	faction_to_province_own	5.0000	start_turn_completed
ovn_scy_numas_trans	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	15.0000	start_turn_completed
ovn_scy_numas_trans	ovn_effect_force_stat_flame_resistance_arb_tomb_king_units	faction_to_force_own	10.0000	start_turn_completed
ovn_scy_numas_trans	ovn_effect_force_stat_melee_attack_arb_tomb_king_units	faction_to_force_own	6.0000	start_turn_completed
ovn_scy_numas_trans	ovn_effect_force_stat_armour_arb_tomb_king_units	faction_to_force_own	10.0000	start_turn_completed
araby_edict_1	wh_main_effect_unit_recruitment_points	province_to_province_own	1.0000	start_turn_completed
araby_edict_1	wh_main_effect_agent_action_success_chance_enemy	province_to_character_own_text	-15.0000	start_turn_completed
araby_edict_1	wh_main_effect_force_all_campaign_recruitment_cost_all	province_to_province_own	-10.0000	start_turn_completed
araby_edict_2	wh_main_effect_economy_gdp_mod_all	province_to_region_own_unseen	5.0000	start_turn_completed
araby_edict_2	wh3_main_effect_economy_gdp_mod_slaves	province_to_region_own_unseen	5.0000	end_turn_completed
araby_edict_3	wh_main_effect_public_order_edict	province_to_province_own	4.0000	start_turn_completed
araby_edict_3	wh_main_effect_province_growth_commandment	province_to_province_own	20.0000	start_turn_completed
araby_edict_4	wh_main_effect_agent_action_outcome_parent_army_xp_gain	province_to_force_own_provincewide	50.0000	start_turn_completed
araby_edict_4	wh2_main_effect_force_enemy_campaign_movement_range	province_to_force_enemy_provincewide	-20.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	rhox_araby_faction_political_diplomacy_mod_crusaders	faction_to_faction_own_unseen	-40.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	wh_main_effect_economy_trade_tariff_mod	faction_to_faction_own_unseen	25.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	wh_main_effect_technology_research_rate_mod	faction_to_faction_own_unseen	10.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	wh_main_faction_xp_increase_generals	faction_to_province_own_unseen	2.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	wh2_dlc09_faction_political_diplomacy_mod_tomb_kings	faction_to_faction_own_unseen	-40.0000	start_round_completed
ovn_lord_trait_arb_sultanate_of_all_araby	wh_main_faction_xp_increase_generals_hidden	faction_to_force_own	2.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	rhox_araby_jaffar_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_sultanate_of_all_araby	rhox_araby_slave_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	ovn_scythan_numas_diplo	faction_to_faction_own_unseen	25.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	wh2_dlc09_faction_political_diplomacy_mod_tomb_kings	faction_to_faction_own_unseen	10.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	wh_main_effect_public_order_faction	faction_to_province_own	3.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	ovn_scythans_recruit_tmbking_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	arb_fatandira_innate_nomad_discount	faction_to_force_own_unseen	-15.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	roy_effect_agent_recruitment_xp_arb_nomad	faction_to_province_own_unseen	3.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	rhox_araby_fatandira_betrayal_warning_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_aswad_scythans	rhox_araby_fatandira_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	arb_golden_magus_diplomatic_relations_sartosa	faction_to_faction_own_unseen	50.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	wh2_twa03_attrition_immunity_high_seas_reef_storm	faction_to_force_own	1.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	wh_main_effect_force_all_campaign_sacking_income	faction_to_character_own_unseen	20.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	wh3_main_effect_economy_gdp_mod_slaves	faction_to_region_own_unseen	5.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	arb_flaming_scimitar_newhorde	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	rhox_araby_gm_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_lord_trait_arb_golden_fleet	rhox_araby_slave_feature_dummy	faction_to_faction_own_unseen	1.0000	start_turn_completed
ovn_faction_trait_araby	wh2_dlc09_effect_increase_army_capacity_hidden	faction_to_faction_own_unseen	9999.0000	start_turn_completed
ovn_faction_trait_araby	wh3_main_effect_pooled_resource_seductive_influence_capacity_mod	faction_to_faction_own_unseen	150.0000	start_turn_completed
ovn_faction_trait_araby	wh3_main_effect_pooled_resource_seductive_influence_culture	faction_to_faction_own_unseen	-3.0000	start_turn_completed
ovn_faction_trait_araby	ovn_effect_siege_engine_number_arb_siege_tower	faction_to_force_own	2.0000	start_turn_completed
ovn_faction_trait_araby	ovn_effect_siege_engine_number_arb_battering_ram	faction_to_force_own	1.0000	start_turn_completed
arb_golden_magus_navy_camp	wh2_dlc11_effect_flagship_recruitment_dummy	force_to_force_own	1.0000	start_turn_completed
arb_golden_magus_navy_camp	wh3_main_effect_winds_of_magic_channelling_stance	force_to_force_own	20.0000	start_turn_completed
arb_golden_magus_navy_camp	wh3_main_effect_winds_of_magic_character	force_to_force_in_sphere_of_influence_own	10.0000	start_turn_completed
