id	names_group	type	gender	frequency
#names_tables;0;db/names_tables/obo_grudgebringers_data				
3110890001	ovn_emp_grudgebringers	forename	f	0
3110890002	ovn_emp_grudgebringers	family_name	b	0
3110890003	ovn_emp_grudgebringers	forename	b	0
3110890004	ovn_emp_grudgebringers	family_name	b	0
3110890005	ovn_emp_grudgebringers	forename	b	0
3110890006	ovn_emp_grudgebringers	family_name	b	0
3110890007	ovn_emp_grudgebringers	forename	b	0
3110890008	ovn_emp_grudgebringers	family_name	b	0
3110890009	ovn_emp_grudgebringers	forename	b	0
3110890010	ovn_emp_grudgebringers	family_name	b	0
3110890011	ovn_emp_grudgebringers	forename	b	0
3110890012	ovn_emp_grudgebringers	family_name	b	0
3110890013	ovn_emp_grudgebringers	forename	b	0
3110890014	ovn_emp_grudgebringers	family_name	b	0
3110890015	ovn_emp_grudgebringers	forename	b	0
3110890016	ovn_emp_grudgebringers	family_name	b	0
3110890017	ovn_emp_grudgebringers	forename	b	0
3110890018	ovn_emp_grudgebringers	family_name	b	0
3110890019	ovn_emp_grudgebringers	forename	b	0
3110890020	ovn_emp_grudgebringers	family_name	b	0
3110890021	ovn_emp_grudgebringers	forename	b	0
3110890022	ovn_emp_grudgebringers	family_name	b	0
3110890023	ovn_emp_grudgebringers	forename	b	0
3110890024	ovn_emp_grudgebringers	family_name	b	0
3110890025	ovn_emp_grudgebringers	forename	b	0
3110890026	ovn_emp_grudgebringers	family_name	b	0
3110890027	ovn_emp_grudgebringers	forename	b	0
3110890028	ovn_emp_grudgebringers	family_name	b	0
3110890029	ovn_emp_grudgebringers	forename	b	0
3110890030	ovn_emp_grudgebringers	family_name	b	0
3110890031	ovn_emp_grudgebringers	forename	b	0
3110890032	ovn_emp_grudgebringers	family_name	b	0
3110890033	ovn_emp_grudgebringers	forename	b	0
3110890034	ovn_emp_grudgebringers	family_name	b	0
3110890035	ovn_emp_grudgebringers	forename	b	0
3110890036	ovn_emp_grudgebringers	family_name	b	0
3110890037	ovn_emp_grudgebringers	forename	b	0
3110890038	ovn_emp_grudgebringers	family_name	b	0
3110890039	ovn_emp_grudgebringers	forename	b	0
3110890040	ovn_emp_grudgebringers	family_name	b	0
3110890041	ovn_emp_grudgebringers	forename	b	0
3110890042	ovn_emp_grudgebringers	family_name	b	0
3110890043	ovn_emp_grudgebringers	forename	b	0
3110890044	ovn_emp_grudgebringers	family_name	b	0
3110890045	ovn_emp_grudgebringers	forename	m	0
3110890046	ovn_emp_grudgebringers	family_name	m	0
3110890047	ovn_emp_grudgebringers	forename	m	0
3110890048	ovn_emp_grudgebringers	family_name	m	0
210309001	names_emp_empire	forename	b	0
210309002	names_emp_empire	family_name	b	0
2103090111	names_emp_empire	forename	b	0
2103090112	names_emp_empire	family_name	b	0
210309003	names_emp_empire	forename	b	0
210309004	names_emp_empire	family_name	b	0
210309005	names_emp_empire	forename	b	0
210309006	names_emp_empire	family_name	b	0
210309007	names_vmp_vampire_counts	forename	b	0
210309008	names_vmp_vampire_counts	family_name	b	0
210309009	names_emp_empire	forename	b	0
210309010	names_emp_empire	family_name	b	0
210309011	names_emp_empire	forename	m	0
210309012	names_emp_empire	forename	m	0
210309013	names_emp_empire	family_name	m	0
210309014	names_emp_empire	family_name	m	0
