faction	unit	name	variant	unit_card
#unit_variants_tables;5;db/unit_variants_tables/ovn_araby_only				
	ovn_arb_art_grand_bombard	ovn_arb_art_grand_bombard	ovn_arb_artillery_crew	ovn_arb_grand_bombard
	ovn_arb_art_grand_bombard_ror	ovn_arb_art_grand_bombard_ror	ovn_arb_dervishers	ovn_arb_grand_bombard_ror
	ovn_arb_art_naphtha_thrower	ovn_arb_art_naphtha_thrower	ovn_arb_artillery_crew	ovn_arb_napthta_thrower
	ovn_arb_veh_naphtha_thrower_ror	ovn_arb_veh_naphtha_thrower_ror	dummy_variant	ovn_arb_napthta_thrower_ror
	ovn_arb_cav_arabyan_knights	ovn_arb_cav_arabyan_knights	ovn_arabyan_knights	ovn_arb_cav_arabyan_knights
	ovn_arb_cav_arabyan_knights_ror	ovn_arb_cav_arabyan_knights_ror	ovn_arabyan_knights_ror	ovn_arb_cav_arabyan_knights_ror
	ovn_arb_cav_archer_camels	ovn_arb_cav_archer_camel	ovn_arb_camel_rider_archer	ovn_arb_camel_arc
	ovn_arb_cav_bedouin_scouts	ovn_arb_cav_bedouin_scouts	ovn_arb_bedouin_scouts	ovn_arb_tuareg_riders
	ovn_arb_cav_flying_carpets	ovn_arb_cav_flying_carpets	ovn_arb_flying_carpet_rider	ovn_arb_cav_flying_carpets
	ovn_arb_cav_flying_carpets_ror	ovn_arb_cav_flying_carpets_ror	ovn_arb_flying_carpet_rider_ror	ovn_arb_cav_flying_carpets_ror
	ovn_arb_cav_jezzail_camels	ovn_arb_cav_jezzail_camel	ovn_arb_camel_rider_jezzail	ovn_arb_camel_jez
	ovn_arb_cav_lancer_camels	ovn_arb_cav_lancer_camel	ovn_arb_camel_rider_lancer	ovn_arb_camel_lan
	ovn_arb_cav_lancer_camels_ror	ovn_arb_cav_lancer_camel_ror	ovn_arb_camel_rider_lancer_ror	ovn_arb_camel_lan_ror
	ovn_arb_cav_sipahis	ovn_arb_cav_sipahis	ovn_arb_sipahis	ovn_arb_cataphracts
	ovn_arb_cav_sipahis_ror	ovn_arb_cav_sipahis_ror	ovn_arb_sipahis_ror	ovn_arb_cataphracts_ror
	ovn_arb_cha_champion_0	ovn_arb_cha_champion	ovn_arb_cha_champion_01	placeholder
	ovn_arb_cha_champion_1	ovn_arb_cha_champion	ovn_arb_cha_champion_01	placeholder
	ovn_arb_cha_champion_2	ovn_arb_cha_champion	ovn_arb_cha_champion_01	placeholder
	ovn_arb_cha_champion_3	ovn_arb_cha_champion	ovn_arb_cha_champion_01	placeholder
	ovn_arb_cha_champion_wazar_0	ovn_arb_cha_champion_wazar	ovn_arb_cha_champion_wazar	placeholder
	ovn_arb_cha_champion_wazar_1	ovn_arb_cha_champion_wazar	ovn_arb_cha_champion_wazar	placeholder
	ovn_arb_cha_champion_wazar_2	ovn_arb_cha_champion_wazar	ovn_arb_cha_champion_wazar	placeholder
	ovn_arb_cha_champion_wazar_3	ovn_arb_cha_champion_wazar	ovn_arb_cha_champion_wazar	placeholder
	ovn_arb_cha_fatandira_0	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_fatandira_1	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_fatandira_2	ovn_arb_cha_fatandira	ovn_arb_cha_fatandira_0	placeholder
	ovn_arb_cha_golden_magus_0	ovn_arb_cha_golden_magus	ovn_arb_cha_golden_magus_0	placeholder
	ovn_arb_cha_golden_magus_1	ovn_arb_cha_golden_magus	ovn_arb_cha_golden_magus_1	placeholder
	ovn_arb_cha_golden_magus_2	ovn_arb_cha_golden_magus_2	ovn_arb_jezzails	placeholder
	ovn_arb_cha_magician_desert_0	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert	araby_wiz
	ovn_arb_cha_magician_desert_1	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert	araby_wiz
	ovn_arb_cha_magician_desert_2	ovn_arb_cha_magician_desert	ovn_arb_ch_magician_desert_carpet	araby_wiz
	ovn_arb_cha_magician_fire_0	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire	araby_wiz_fire
	ovn_arb_cha_magician_fire_1	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire	araby_wiz_fire
	ovn_arb_cha_magician_fire_2	ovn_arb_cha_magician_fire	ovn_arb_ch_magician_fire_carpet	araby_wiz_fire
	ovn_arb_cha_magician_heavens_0	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens	araby_wiz_sky
	ovn_arb_cha_magician_heavens_1	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens	araby_wiz_sky
	ovn_arb_cha_magician_heavens_2	ovn_arb_cha_magician_heavens	ovn_arb_ch_magician_heavens_carpet	araby_wiz_sky
	ovn_arb_cha_magician_life_0	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life	araby_wiz_life
	ovn_arb_cha_magician_life_1	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life	araby_wiz_life
	ovn_arb_cha_magician_life_2	ovn_arb_cha_magician_life	ovn_arb_ch_magician_life_carpet	araby_wiz_life
	ovn_arb_cha_nomad_0	ovn_arb_cha_nomad	ovn_arb_cha_hashashin_01	placeholder
	ovn_arb_cha_nomad_0_summoned	ovn_arb_cha_nomad	ovn_arb_cha_hashashin_01	ovn_arb_cha_hashashin_01
	ovn_arb_cha_sheikh_0	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_1	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_2	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_3	ovn_arb_cha_sheikh	ovn_arb_cha_sheikh_01	placeholder
	ovn_arb_cha_sheikh_mehmed_0	ovn_arb_cha_sheikh_mehmed	ovn_arb_cha_sheikh_mehmed	placeholder
	ovn_arb_cha_sheikh_mehmed_1	ovn_arb_cha_sheikh_mehmed	ovn_arb_cha_sheikh_mehmed	placeholder
	ovn_arb_cha_sheikh_mehmed_2	ovn_arb_cha_sheikh_mehmed	ovn_arb_cha_sheikh_mehmed	placeholder
	ovn_arb_cha_sheikh_mehmed_3	ovn_arb_cha_sheikh_mehmed	ovn_arb_cha_sheikh_mehmed	placeholder
	ovn_arb_cha_sultan_jaffar_0	ovn_arb_cha_sultan_jaffar	ovn_arb_cha_sultan_jaffar_0	placeholder
	ovn_arb_cha_sultan_jaffar_djinn	ovn_arb_cha_sultan_jaffar_djinn	ovn_arb_jaffar_genie	placeholder
	ovn_arb_inf_alrahem_nomads	ovn_arb_inf_alrahem_nomads	otf_khemri_rangers	ovn_arb_nomads
	ovn_arb_inf_arabyan_bowmen	ovn_arb_inf_arabyan_bowmen	ovn_arabyan_bowmen	ovn_arb_archer
	ovn_arb_inf_naffatun_ror	ovn_arb_inf_naffatun_ror	ovn_arb_naffatun_ror	ovn_arb_naffatun_ror
	ovn_arb_inf_arabyan_guard	ovn_arb_inf_arabyan_guard	ovn_arabyan_guard	ovn_arb_guard
	ovn_arb_inf_arabyan_spearmen	ovn_arb_inf_arabyan_spearmen	ovn_arabyan_spearmen	ovn_arb_spearman
	ovn_arb_inf_arabyan_spearmen_summoned_0	ovn_arb_inf_arabyan_spearmen_summoned_0	arb_mirage_spearmen	ovn_arb_spearman_mirage
	ovn_arb_inf_arabyan_spearmen_summoned_1	ovn_arb_inf_arabyan_spearmen_summoned_1	arb_mirage_spearmen	ovn_arb_spearman_mirage
	ovn_arb_inf_arabyan_warriors	ovn_arb_inf_arabyan_warriors	ovn_arabyan_warriors	ovn_arb_warrior
	ovn_arb_inf_corsairs	ovn_arb_inf_corsairs	ovn_arb_corsairs	ovn_arb_corsairs
	ovn_arb_inf_dervishers	ovn_arb_inf_dervishers	ovn_arb_dervishers	ovn_arb_inf_dervishers
	ovn_arb_inf_arabyan_warriors_ror	ovn_arb_inf_arabyan_warriors_ror	ovn_arb_warriors_ror	ovn_arb_warrior_ror
	ovn_arb_inf_jezzails	ovn_arb_inf_jezzails	ovn_arb_jezzails	ovn_arb_jezzail
	ovn_arb_inf_jezzails_ror	ovn_arb_inf_jezzails_ror	ovn_arb_jezzails_ror	ovn_arb_jezzail_ror
	ovn_arb_inf_pit_fighters	ovn_arb_inf_pit_fighters	ovn_arb_pit_fighters	ovn_arb_inf_pit_fighters
	ovn_arb_inf_sharkas_slaves	ovn_arb_inf_sharkas_slaves	ovn_arb_sharkas_slaves	ovn_arb_shakas_slaves
	ovn_arb_inf_southland_warriors	ovn_arb_inf_southland_warriors	ovn_arb_southland_warriors	ovn_arb_southland_warriors
	ovn_arb_mon_desert_spirit	ovn_arb_mon_desert_spirit	ovn_arb_desert_spirit	ovn_arb_desert_spirit
	ovn_arb_mon_desert_spirit_ror	ovn_arb_kharmel_ror	ovn_arb_kharmel_ror	ovn_arb_desert_spirit_ror
	ovn_arb_mon_desert_spirit_summoned	ovn_arb_mon_desert_spirit	ovn_arb_desert_spirit	ovn_arb_desert_spirit
	ovn_arb_mon_elephant	ovn_arb_mon_elephant	ovn_arb_elephant_mahout	ovn_arb_elephant
	ovn_arb_mon_fire_efreet	ovn_arb_mon_fire_efreet	ovn_arb_fire_efreet	ovn_arb_fire_efreet
	ovn_arb_mon_fire_efreet_ror	ovn_arb_mon_fire_efreet_ror	ovn_arb_fire_efreet_ror	ovn_arb_fire_efreet_ror
	ovn_arb_mon_fire_efreet_summoned	ovn_arb_mon_fire_efreet	ovn_arb_fire_efreet	ovn_arb_fire_efreet
	ovn_arb_mon_genie	ovn_arb_mon_genie	ovn_arb_genie	ovn_arb_genie
	ovn_arb_mon_genie_summoned	ovn_arb_mon_genie	ovn_arb_genie	ovn_arb_genie
	ovn_arb_mon_sea_nymph	ovn_arb_mon_sea_nymph	ovn_arb_sea_nymph	ovn_arb_sea_nymph
	ovn_arb_mon_sea_nymph_ror	ovn_arb_mon_sea_nymph	ovn_arb_sea_nymph_ror	ovn_arb_sea_nymph_ror
	ovn_arb_mon_sea_nymph_summoned	ovn_arb_mon_sea_nymph	ovn_arb_sea_nymph	ovn_arb_sea_nymph
	ovn_arb_mon_tempest_djinn	ovn_arb_mon_tempest_djinn	ovn_arb_tempest_djinn	ovn_arb_tempest_djinn
	ovn_arb_mon_tempest_djinn_ror	ovn_arb_mon_tempest_djinn_ror	ovn_arb_tempest_djinn_ror	ovn_arb_tempest_djinn_ror
	ovn_arb_mon_tempest_djinn_summoned	ovn_arb_mon_tempest_djinn	ovn_arb_tempest_djinn	ovn_arb_tempest_djinn
	ovn_arb_mon_war_elephant	ovn_arb_mon_war_elephant	ovn_arabyan_bowmen	ovn_arb_war_elephant
	ovn_arb_mon_war_elephant_ror_1	ovn_arb_mon_war_elephant_ror_1	ovn_arabyan_bowmen	ovn_arb_war_elephant_ror
	ovn_arb_mon_war_elephant_ror_2	ovn_arb_mon_war_elephant_ror_2	ovn_arabyan_bowmen	ovn_arb_cannon_elephant
	ovn_arb_mon_giant_vulture_feral	ovn_arb_mon_giant_vulture_feral	ovn_arb_giant_vulture_feral	ovn_arb_giant_vulture_feral
	ovn_arb_cha_vizier_desert_0	ovn_arb_cha_vizier_desert	ovn_arb_cha_vizier_desert_01	placeholder
	ovn_arb_cha_vizier_desert_1	ovn_arb_cha_vizier_desert	ovn_arb_cha_vizier_desert_01	placeholder
	ovn_arb_cha_vizier_desert_2	ovn_arb_cha_vizier_desert	ovn_arb_cha_vizier_desert_01	placeholder
