bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/ovn_araby_only		
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_arb_OtF_khemri_elite_guard	arb_inf_arabyan_guard
recruit_time_mod	wh2_main_effect_building_unit_recruitment_duration_arb_OtF_khemri_elite_guard	arb_inf_arabyan_guard
upkeep_mod	wh2_main_effect_building_upkeep_reduction_arb_OtF_khemri_elite_guard	arb_inf_arabyan_guard
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_arb_OtF_khemri_elite_guard	arb_inf_arabyan_guard_ror
upkeep_mod	wh2_main_effect_building_upkeep_reduction_arb_OtF_khemri_elite_guard	arb_inf_arabyan_guard_ror
melee_defence_mod	wh2_dlc09_effect_melee_defence_arb_ovn_elephant	arb_all_elephants
melee_attack_mod	wh2_dlc09_effect_melee_attack_arb_ovn_elephant	arb_all_elephants
cost_mod	wh2_main_effect_building_recruitment_cost_reduction_arb_ovn_elephant	arb_all_elephants
upkeep_mod	wh2_main_effect_building_upkeep_reduction_arb_ovn_elephant	arb_all_elephants
upkeep_mod	arb_jaffar_serpent_guard_upkeep	arb_inf_arabyan_guard
upkeep_mod	arb_jaffar_serpent_guard_upkeep	arb_inf_arabyan_guard_ror
upkeep_mod	arb_jaffar_serpent_guard_upkeep	arb_cav_sipahis
upkeep_mod	arb_jaffar_serpent_guard_upkeep	arb_cav_sipahis_ror
melee_attack_mod	arb_jaffar_serpent_guard_melee	arb_inf_arabyan_guard
melee_attack_mod	arb_jaffar_serpent_guard_melee	arb_inf_arabyan_guard_ror
melee_attack_mod	arb_jaffar_serpent_guard_melee	arb_cav_sipahis
melee_attack_mod	arb_jaffar_serpent_guard_melee	arb_cav_sipahis_ror
melee_defence_mod	arb_jaffar_serpent_guard_defence	arb_inf_arabyan_guard
melee_defence_mod	arb_jaffar_serpent_guard_defence	arb_inf_arabyan_guard_ror
melee_defence_mod	arb_jaffar_serpent_guard_defence	arb_cav_sipahis
melee_defence_mod	arb_jaffar_serpent_guard_defence	arb_cav_sipahis_ror
missile_damage_ap_mod_mult	ovn_enable_araby_trebuchet_bonus_in_sieges	arb_art_grand_bombard
missile_damage_ap_mod_mult	ovn_enable_araby_trebuchet_bonus_in_sieges	arb_art_grand_bombard_ror
missile_damage_mod_mult	ovn_enable_araby_trebuchet_bonus_in_sieges	arb_art_grand_bombard
missile_damage_mod_mult	ovn_enable_araby_trebuchet_bonus_in_sieges	arb_art_grand_bombard_ror
cost_mod	ovn_arb_iron_resource_res_cost	arb_inf_arabyan_guard
cost_mod	ovn_arb_iron_resource_res_cost	arb_inf_arabyan_guard_ror
cost_mod	ovn_arb_iron_resource_res_cost	arb_cav_sipahis
cost_mod	ovn_arb_iron_resource_res_cost	arb_cav_sipahis_ror
upkeep_mod	arb_fatandira_innate_nomad_discount	arb_cav_bedouin_scouts
upkeep_mod	arb_fatandira_innate_nomad_discount	arb_cav_tuareg_riders
upkeep_mod	arb_fatandira_innate_nomad_discount	arb_cav_archer_camels
upkeep_mod	arb_fatandira_innate_nomad_discount	arb_cav_arabyan_knights
upkeep_mod	arb_fatandira_innate_nomad_discount	arb_cav_arabyan_knights_ror
ammo_mod	arb_fatandira_innate_nomad_ammo	arb_cav_bedouin_scouts
ammo_mod	arb_fatandira_innate_nomad_ammo	arb_cav_tuareg_riders
ammo_mod	arb_fatandira_innate_nomad_ammo	arb_cav_archer_camels
ammo_mod	arb_fatandira_innate_nomad_ammo	arb_cav_arabyan_knights
ammo_mod	arb_fatandira_innate_nomad_ammo	arb_cav_arabyan_knights_ror
missile_damage_ap_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_bedouin_scouts
missile_damage_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_bedouin_scouts
missile_damage_ap_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_archer_camels
missile_damage_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_archer_camels
missile_damage_ap_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_jezzail_camels
missile_damage_mod_mult	arb_fatandira_nomad_ranged_damage	arb_cav_jezzail_camels
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_lancer_camels
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_lancer_camels_ror
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_bedouin_scouts
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_archer_camels
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_jezzail_camels
mod_land_movement_battle	arb_fatandira_nomad_speed	arb_cav_arabyan_knights_ror
melee_damage_ap_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_lancer_camels
melee_damage_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_lancer_camels
melee_damage_ap_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_lancer_camels_ror
melee_damage_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_lancer_camels_ror
melee_damage_ap_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_bedouin_scouts
melee_damage_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_bedouin_scouts
melee_damage_ap_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_archer_camels
melee_damage_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_archer_camels
melee_damage_ap_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_jezzail_camels
melee_damage_mod_mult	arb_fatandira_innate_nomad_weapon_strength	arb_cav_jezzail_camels
