bonus_value_id	effect	unit_set
#effect_bonus_value_ids_unit_sets_tables;0;db/effect_bonus_value_ids_unit_sets_tables/ovn_araby_only_general_skills		
upkeep_mod	ovn_effect_upkeep_arb_sea_units	ovn_golden_fleet_sea_units
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_sea_units	ovn_golden_fleet_sea_units
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_sea_units	ovn_golden_fleet_sea_units
unit_damage_resistance_flame_mod	ovn_effect_force_stat_flame_resistance_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
armour_mod	ovn_effect_force_stat_armour_arb_tomb_king_units	ovn_aswad_scythans_tomb_king_units
reload	ovn_effect_force_stat_reload_time_reduction_arb_infantry_basic	ovn_arb_infantry_basic
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_infantry_basic	ovn_arb_infantry_basic
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_infantry_basic	ovn_arb_infantry_basic
melee_defence_mod	ovn_effect_force_stat_melee_defence_arb_infantry_advanced	ovn_arb_infantry_advanced
missile_damage_ap_mod_mult	ovn_effect_force_stat_missile_damage_arb_infantry_advanced	ovn_arb_infantry_advanced
missile_damage_mod_mult	ovn_effect_force_stat_missile_damage_arb_infantry_advanced	ovn_arb_infantry_advanced
melee_attack_mod	ovn_effect_force_stat_melee_attack_arb_infantry_advanced	ovn_arb_infantry_advanced
charge_bonus	ovn_effect_force_stat_charge_bonus_pct_arb_cavalry_melee	ovn_arb_cavalry_melee
melee_damage_ap_mod_mult	ovn_effect_force_stat_weapon_strength_arb_cavalry_melee	ovn_arb_cavalry_melee
melee_damage_mod_mult	ovn_effect_force_stat_weapon_strength_arb_cavalry_melee	ovn_arb_cavalry_melee
missile_damage_ap_mod_mult	ovn_effect_force_stat_missile_damage_arb_cavalry_ranged	ovn_arb_cavalry_ranged
missile_damage_mod_mult	ovn_effect_force_stat_missile_damage_arb_cavalry_ranged	ovn_arb_cavalry_ranged
ammo_mod	ovn_effect_force_stat_ammunition_arb_bow_units	arb_inf_arabyan_bowmen
ammo_mod	ovn_effect_force_stat_ammunition_arb_bow_units	arb_inf_alrahem_nomads
ammo_mod	ovn_effect_force_stat_ammunition_arb_bow_units	arb_cav_flying_carpets
ammo_mod	ovn_effect_force_stat_ammunition_arb_bow_units	arb_cav_archer_camels
ammo_mod	ovn_effect_force_stat_ammunition_arb_cavalry_ranged	ovn_arb_cavalry_ranged
melee_damage_ap_mod_mult	ovn_effect_force_stat_weapon_strength_arb_monsters	ovn_arb_monsters
melee_damage_mod_mult	ovn_effect_force_stat_weapon_strength_arb_monsters	ovn_arb_monsters
armour_mod	ovn_effect_force_stat_armour_arb_monsters	ovn_arb_monsters
