key	accuracy	armour	campaign_action_points	category	charge_bonus	class	historical_description_text	man_animation	man_entity	melee_attack	melee_defence	morale	bonus_hit_points	mount	num_mounts	primary_melee_weapon	primary_missile_weapon	rank_depth	shield	short_description_text	spacing	training_level	articulated_record	engine	is_male	visibility_spotting_range_min	visibility_spotting_range_max	attribute_group	spot_dist_tree	spot_dist_scrub	reload	selection_vo	selected_vo_secondary	selected_vo_tertiary	hiding_scalar	ground_stat_effect_group	secondary_ammo	primary_ammo	damage_mod_flame	damage_mod_magic	num_engines	damage_mod_physical	damage_mod_missile	damage_mod_all	ai_usage_group	can_skirmish	can_brace	mounted_draughts	sync_locomotion	capture_tier	key_building_capture_tier	score_capture_tier	harmony_amplification_type	first_person	ar_unit_category	healing_power	spell_mastery	infinite_secondary_ammo	default_guard_mode
#land_units_tables;54;db/land_units_tables/ovn_grudgebringers_characters																																																											
ceridan	10	wh2_main_plate_80	2100	inf_melee	30	com	wh2_main_unit_long_text_hef_cha_prince_0	hu1d_dlc14_malus_lord_sword	wh2_main_hef_infantry_hero_prince_blood	50	55	70	4160		0	wh2_main_hef_prince_sword		1	none	ceridan	wh_main_infantry	trained			true	40.0000	1500.0000	ceridan	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
ceridan_eagle	10	wh2_main_body_60	2100	war_beast	80	com	wh2_main_unit_long_text_hef_cha_prince_3	hu1d_elf_bi1_eagle_wb_sword_and_shield	wh_main_infantry_standard_hero_blood	55	40	70	4780	wh_dlc05_wef_mnt_great_eagle	1	wh2_main_hef_lord_great_eagle		1	none	ceridan	wh_main_monster	trained			true	40.0000	1500.0000	wh2_main_hef_cha_prince_3	60	80	0	vo_sel_default	vo_sel_cavalry	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	flying_melee_shock_highvalue	false	false	false	false	cant_capture	cant_capture	cant_capture			melee	1.0000	1.0000	false	false
ice_mage_vladimir_stormbringer	10	wh2_main_leather_15	2100	inf_melee	20	com	wh3_main_unit_long_text_ksl_cha_katarin	ice_mage	wh3_main_ksl_ice_witch_blood_dismembers	40	35	65	3680		0	wh3_main_ksl_ice_witch_sword		1	none	ice_mage_vladimir_stormbringer	wh_main_infantry	trained			true	40.0000	1500.0000	wh3_main_ksl_cha_ice_witch_ice_0	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	mage_highvalue	false	true	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
ice_mage_vladimir_stormbringer_mount	10	wh2_main_leather_45	2100	war_beast	40	com	wh3_main_unit_long_text_ksl_cha_katarin	hu1_wh3_katarin_hr1_warhorse_staff_and_sword	wh3_main_ksl_katarin_hero_blood	50	45	80	4080	vladimir_stormbringer_mount	1	wh3_main_ksl_ice_witch_sword		1	none	ice_mage_vladimir_stormbringer	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh3_main_ksl_cha_ice_witch_ice_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_culture	1.0000	large	0	0	0	0	0	0	15	0	mage_flanker_highvalue	false	false	false	false	high	high	domination_characters			skirmish	1.0000	1.0000	false	false
morgan_bernhardt	10	wh2_main_plate_100	2100	inf_melee	65	com	morgan_bernhardt	morgan_bernhardt	morgan_bernhardt	65	45	80	4280		0	wh_main_emp_hammer_hero		1	wh_missile_block_35_metal	morgan_bernhardt	wh_main_infantry	trained			true	40.0000	1500.0000	wh_dlc03_emp_cha_boris_todbringer_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
morgan_bernhardt_mount	10	wh2_main_plate_105	2100	cavalry	90	com	morgan_bernhardt	morgan_bernhardt_mount	morgan_bernhardt	65	45	80	4884	morgan_bernhardt_horse	1	wh_main_emp_hammer_hero		1	wh_missile_block_35_metal	morgan_bernhardt	wh_main_cavalry_chaotic	trained			true	40.0000	1500.0000	wh_dlc03_emp_cha_boris_todbringer_1	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	0	0	0	15	0	melee_flanker_shock_highvalue	false	false	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
dwarf_envoy	10	wh2_main_chainmail_120	2100	inf_melee	30	com	wh_main_unit_long_text_dwf_thane_lord	hu3_pr7_gotrex_axe	wh_main_dwf_cha_dwarf_hero_blood_dismembers	50	55	70	4160		0	wh_main_dwf_axe_hero		1	wh_missile_block_35_wood	dwarf_envoy	wh_main_hero	trained			true	40.0000	1500.0000	wh_main_dwf_cha_thane	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	small	0	0	0	35	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
dwarf_envoy_oath_stone	10	wh2_main_plate_120	2100	war_beast	30	com	wh_main_unit_long_text_dwf_thane_lord	hu3_dwf_shield_bearer_axe_and_shield	ovn_grudge_dwf_cha_dwarf_mounted	50	55	95	4772	oath_stone_bearers_dwarf_envoy	1	wh_main_dwf_axe_hero		1	wh_missile_block_55_metal	dwarf_envoy	wh_main_hero	trained			true	40.0000	1500.0000	wh_main_dwf_cha_thane	60	80	0	vo_sel_default	vo_sel_generic	vo_sel_generic_short	1.0000	large	0	0	0	35	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
gaston	10	wh2_main_plate_90	2100	inf_melee	35	com	wh_main_unit_long_text_vmp_vampire_lord	hu1_wight_king_sword_and_shield	wh_main_vmp_inf_wight	70	40	80	4060		0	wh2_dlc11_vmp_sword_hero_lord_blood_dragon		1	none	gaston	wh_main_infantry	trained			true	40.0000	1500.0000	wh_main_vmp_cha_wight_king_0	60	80	0	vo_sel_default	vo_sel_melee	vo_sel_culture	1.0000	small	0	0	0	0	0	0	15	0	melee_highvalue	false	true	false	false	high	high	domination_characters			melee	1.0000	1.0000	false	false
