key	group	initial_unit_count	pool	faction_requirement	subculture_requirement	tech_requirement
#mercenary_pool_to_groups_junctions_tables;1;db/mercenary_pool_to_groups_junctions_tables/rhox_albion						
673554735	rhox_albion_druid_neophytes	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554736	rhox_albion_elo_fenbeast	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554737	rhox_albion_albion_fenhulk	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554738	rhox_albion_albion_hearthguard_2h	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554739	rhox_albion_elo_albion_gryphon	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554740	rhox_albion_albion_huntresses	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554741	rhox_albion_albion_centaurs	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554742	rhox_albion_alb_viridian_champ	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554743	rhox_albion_elo_woadraider	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554744	rhox_albion_elo_albion_warriors_2h	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554745	rhox_albion_albion_hearthguard	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
673554746	rhox_albion_albion_giant	0	rhox_albion_reinforcements	ovn_alb_host_ravenqueen		
