building	culture	subculture	faction	description	icon	disables	short_description	display_tooltip
#building_culture_variants_tables;4;db/building_culture_variants_tables/!ovn_grudge								
wh_main_emp_cha_grudge_recruit_1			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_1	true
wh_main_emp_cha_grudge_recruit_2			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_2	true
wh_main_emp_cha_grudge_recruit_3			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_3	true
wh_main_emp_cha_grudge_recruit_4			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_barracks	false	wh_main_emp_cha_grudge_recruit_4	true
wh_main_emp_cha_grudge_wizard_1			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_mages	false	wh_main_emp_cha_grudge_wizard_1	true
wh_main_emp_cha_grudge_wizard_2			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_mages	false	wh_main_emp_cha_grudge_wizard_2	true
wh_main_emp_cha_grudge_worship			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_imperial_cult	false	wh_main_emp_cha_grudge_worship	true
wh_main_emp_cha_grudge_growth_1			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	obo_scouts	false	wh_main_emp_cha_grudge_growth_1	true
wh_main_emp_cha_grudge_growth_2			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	obo_scouts	false	wh_main_emp_cha_grudge_growth_2	true
wh_main_emp_cha_grudge_growth_3			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	obo_scouts	false	wh_main_emp_cha_grudge_growth_3	true
wh_main_emp_cha_grudge_paymaster			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	cst_income	false	wh_main_emp_cha_grudge_paymaster	true
wh_main_emp_cha_grudge_paymaster_2			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	cst_income	false	wh_main_emp_cha_grudge_paymaster_2	true
wh_main_emp_cha_grudge_blacksmith			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_armourer	false	wh_main_emp_cha_grudge_blacksmith	true
wh_main_emp_cha_grudge_blacksmith_2			ovn_emp_grudgebringers	wh_main_PLACEHOLDER	empire_armourer	false	wh_main_emp_cha_grudge_blacksmith_2	true
