id	priority	unit	unit_group
#armed_citizenry_units_to_unit_groups_junctions_tables;0;db/armed_citizenry_units_to_unit_groups_junctions_tables/ovn_araby_only			
92111975	550	ovn_arb_inf_arabyan_guard	ovn_arb_inf_arabyan_guard
92111976	850	ovn_arb_cav_arabyan_knights	ovn_arb_defence_major_1
92111977	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_1
92111978	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_major_1
92111979	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_1
92111980	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_2
92111981	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_major_2
92111982	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_2
92111983	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_major_2
92111984	850	ovn_arb_cav_arabyan_knights	ovn_arb_defence_major_2
92111985	650	ovn_arb_mon_elephant	ovn_arb_defence_major_2
92111986	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_major_3
92111987	850	ovn_arb_cav_arabyan_knights	ovn_arb_defence_major_3
92111988	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_major_3
92111989	900	ovn_arb_inf_arabyan_guard	ovn_arb_defence_major_3
92111990	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_3
92111991	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_major_3
92111992	650	ovn_arb_mon_elephant	ovn_arb_defence_major_3
92111993	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_minor_1
92111994	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_minor_1
92111995	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_minor_1
92111996	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_defence_minor_1
92111997	850	ovn_arb_cav_arabyan_knights	ovn_arb_defence_minor_2
92111998	800	ovn_arb_cav_archer_camels	ovn_arb_defence_minor_2
92111999	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_minor_2
92112000	550	ovn_arb_inf_arabyan_spearmen	ovn_arb_defence_minor_2
92112001	600	ovn_arb_inf_alrahem_nomads	ovn_arb_defence_minor_2
92112002	600	ovn_arb_inf_alrahem_nomads	ovn_arb_defence_minor_2
92112003	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_1
92112004	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_1
92112005	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_1
92112006	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_1
92112007	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_1
92112008	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_1
92112009	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_1
92112010	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_1
92112011	325	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_1
92112012	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_1
92112013	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_2
92112015	550	ovn_arb_cav_arabyan_knights	ovn_arb_settlement_major_2
92112016	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_2
92112017	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_2
92112018	400	ovn_arb_inf_arabyan_warriors	ovn_arb_settlement_major_2
92112019	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_2
92112020	550	ovn_arb_cav_bedouin_scouts	ovn_arb_settlement_major_2
92112021	475	ovn_arb_inf_arabyan_bowmen	ovn_arb_settlement_major_2
92112022	375	ovn_arb_inf_arabyan_spearmen	ovn_arb_settlement_major_2
