character_skill_key	effect_key	level	effect_scope	value
#character_skill_level_to_effects_junctions_tables;1;db/character_skill_level_to_effects_junctions_tables/rhox_grudgebringer_agent_action				
rhox_dummy_all_action_ceridan	wh2_main_effect_agent_action_enable_champion_assist_army_replenish_troops	1	character_to_character_own	1.0000
rhox_dummy_all_action_ceridan	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
rhox_dummy_all_action_ceridan	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
rhox_dummy_all_action_ceridan	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
rhox_dummy_all_action_ceridan	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	1	character_to_character_own	1.0000
rhox_dummy_all_action_ceridan	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	wh2_main_effect_agent_action_enable_champion_assist_army_training	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	1	character_to_character_own	1.0000
rhox_dummy_all_action_dwarf_envoy	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	do_effect_agent_action_enable_champion_assist_army_increase_mobility	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	wh2_main_effect_agent_action_enable_champion_hinder_agent_wound	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	wh2_main_effect_agent_action_enable_champion_hinder_army_block_army	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	do_effect_agent_action_enable_champion_hinder_settlement_steal_technology	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
do_skill_all_dummy_agent_actions_champion_ludwig	wh2_dlc17_effect_ability_enable_restock	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	rhox_grudgebringer_effect_agent_action_enable_champion_assist_army_scouting	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	1	character_to_character_own	1.0000
rhox_dummy_all_action_luther	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_assist_army_scouting	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_hinder_agent_wound	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_hinder_army_assault_unit	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_scout_settlement	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_hinder_settlement_steal_technology	1	character_to_character_own	1.0000
rhox_dummy_all_action_vlad	wh2_main_effect_agent_action_enable_wizard_passive_spread_corruption	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	wh2_main_effect_agent_action_enable_champion_assist_army_training	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	wh2_main_effect_agent_action_enable_champion_hinder_agent_wound	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	wh2_main_effect_agent_action_enable_champion_hinder_army_assault_units	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	wh2_main_effect_agent_action_enable_champion_hinder_settlement_assault_garrison	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	wh2_main_effect_agent_action_enable_champion_hinder_settlement_scout_settlement	1	character_to_character_own	1.0000
rhox_dummy_all_action_allor	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
rhox_dummy_all_action_matthias	wh2_main_effect_agent_action_enable_champion_assist_army_scavenge	1	character_to_character_own	1.0000
rhox_dummy_all_action_matthias	wh2_main_effect_agent_action_enable_champion_hinder_agent_assassinate	1	character_to_character_own	1.0000
rhox_dummy_all_action_matthias	wh2_main_effect_agent_action_enable_champion_hinder_army_block_army	1	character_to_character_own	1.0000
rhox_dummy_all_action_matthias	wh2_main_effect_agent_action_enable_champion_hinder_settlement_damage_walls	1	character_to_character_own	1.0000
rhox_dummy_all_action_matthias	rhox_grudgebringer_effect_agent_action_enable_champion_passive_spread_corruption	1	character_to_character_own	1.0000
