effect	bonus_value_id	unit_ability
#effect_bonus_value_unit_ability_junctions_tables;0;db/effect_bonus_value_unit_ability_junctions_tables/ovn_araby_spell		
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_mirage
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_mirage_upgraded
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_sunstrike
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_sunstrike_upgraded
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_sandstorm
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_sandstorm_upgraded
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_quicksand
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_quicksand_upgraded
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_burning_hands
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_burning_hands_upgraded
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_curse_of_the_djinn
wh2_main_effect_ability_cooldown_spells	recharge_mod	ovn_spell_desert_curse_of_the_djinn_upgraded
