key	building_level	position_index	icon_name	mp_available_early	mp_available_late	info_pic	unique_index	is_civil	is_engineering	is_military	is_hidden
#technologies_tables;7;db/technologies_tables/ovn_araby_only											
jaffar_tech_unique_1	wh_main_chs_port_ruin	1	tech_cst_vampiric_09	false	false	"placeholder.tga"	250519893	false	false	false	false
jaffar_tech_unique_2	wh_main_chs_port_ruin	1	wh2_def_tech_founded_on_tyranny	false	false	"placeholder.tga"	250519894	false	false	false	false
scythan_tech_unique_0	wh_main_chs_port_ruin	1	tech_dlc09_the_boon_of_geheb	false	false	"placeholder.tga"	250519895	false	false	true	false
scythan_tech_unique_1	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_tomb_prince	false	false	"placeholder.tga"	250519896	false	false	true	false
scythan_tech_unique_2	wh_main_chs_port_ruin	1	tech_dlc09_the_ossuary_dirge	false	false	"placeholder.tga"	250519897	false	false	true	false
scimitar_tech_unique_1	wh_main_chs_port_ruin	1	tech_cst_command_05	false	false	"placeholder.tga"	250519898	false	false	true	false
scimitar_tech_unique_2	wh_main_chs_port_ruin	1	tech_cst_command_07	false	false	"placeholder.tga"	250519899	false	false	true	false
araby_tech_good_civ_0	wh_main_chs_port_ruin	1	tech_dlc14_brt_rally_the_peasants	false	false	"placeholder.tga"	250519900	false	false	false	false
araby_tech_good_civ_1	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_1	false	false	"placeholder.tga"	250519901	false	false	false	false
araby_tech_good_civ_2	wh_main_chs_port_ruin	1	tech_dlc12_brt_decrees	false	false	"placeholder.tga"	250519902	false	false	false	false
araby_tech_good_civ_3	wh_main_chs_port_ruin	1	tech_cst_secrets_of_the_deep	false	false	"placeholder.tga"	250519903	false	false	false	false
araby_tech_good_civ_4	wh_main_chs_port_ruin	1	wh2_def_tech_study_the_chaos_wastes	false	false	"placeholder.tga"	250519904	false	false	false	false
araby_tech_good_civ_5	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_2	false	false	"placeholder.tga"	250519905	false	false	false	false
araby_tech_good_civ_6	wh_main_chs_port_ruin	1	tech_dlc09_stronger_binding	false	false	"placeholder.tga"	250519906	false	false	false	false
araby_tech_good_civ_7	wh_main_chs_port_ruin	1	wh2_hef_tech_naval_empire	false	false	"placeholder.tga"	250519907	false	false	false	false
araby_tech_good_civ_8	wh_main_chs_port_ruin	1	tech_dlc09_first_dynasty_plans	false	false	"placeholder.tga"	250519908	false	false	false	false
araby_tech_good_mil_0	wh_main_chs_port_ruin	1	tech_dlc07_brt_heraldry_errantry	false	false	"placeholder.tga"	250519909	false	false	false	false
araby_tech_good_mil_1	wh_main_chs_port_ruin	1	wh_main_emp_volley_fire	false	false	"placeholder.tga"	250519910	false	false	false	false
araby_tech_good_mil_2	wh_main_chs_port_ruin	1	wh2_dlc13_emp_ordnance_canisters	false	false	"placeholder.tga"	250519911	false	false	false	false
araby_tech_good_mil_3	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_2	false	false	"placeholder.tga"	250519912	false	false	false	false
araby_tech_good_mil_4	wh_main_chs_port_ruin	1	tech_dlc09_hero_cap_tomb_prince	false	false	"placeholder.tga"	250519913	false	false	false	false
araby_tech_good_mil_5	wh_main_chs_port_ruin	1	tech_dlc08_nor_ice_blooded_strength	false	false	"placeholder.tga"	250519914	false	false	false	false
araby_tech_good_mil_6	wh_main_chs_port_ruin	1	tech_dlc13_emp_wulfhart_2	false	false	"placeholder.tga"	250519915	false	false	false	false
araby_tech_good_mil_7	wh_main_chs_port_ruin	1	tech_dlc08_nor_secrets_of_the_court	false	false	"placeholder.tga"	250519916	false	false	false	false
araby_tech_good_mil_8	wh_main_chs_port_ruin	1	tech_dlc09_the_ossuary_dirge	false	false	"placeholder.tga"	250519917	false	false	false	false
araby_tech_good_final_0	wh_main_chs_port_ruin	1	tech_cst_piracy_00	false	false	"placeholder.tga"	250519918	false	false	false	false
araby_tech_bad_civ_0	wh_main_chs_port_ruin	1	wh2_hef_tech_arcane_studies	false	false	"placeholder.tga"	250519919	false	false	false	false
araby_tech_bad_civ_1	wh_main_chs_port_ruin	1	tech_dlc08_nor_scavengers_of_the_new_world	false	false	"placeholder.tga"	250519920	false	false	false	false
araby_tech_bad_civ_2	wh_main_chs_port_ruin	1	tech_dlc09_ancient_quarries	false	false	"placeholder.tga"	250519921	false	false	false	false
araby_tech_bad_civ_3	wh_main_chs_port_ruin	1	wh_main_vmp_blood	false	false	"placeholder.tga"	250519922	false	false	false	false
araby_tech_bad_civ_4	wh_main_chs_port_ruin	1	wh2_def_tech_masters_of_murder	false	false	"placeholder.tga"	250519923	false	false	false	false
araby_tech_bad_civ_5	wh_main_chs_port_ruin	1	wh_main_emp_siege_experts	false	false	"placeholder.tga"	250519924	false	false	false	false
araby_tech_bad_civ_6	wh_main_chs_port_ruin	1	wh2_def_tech_recruit_convicts	false	false	"placeholder.tga"	250519925	false	false	false	false
araby_tech_bad_civ_7	wh_main_chs_port_ruin	1	tech_dlc07_brt_economy_other_siege	false	false	"placeholder.tga"	250519926	false	false	false	false
araby_tech_bad_civ_8	wh_main_chs_port_ruin	1	tech_dlc07_brt_heraldry_start	false	false	"placeholder.tga"	250519927	false	false	false	false
araby_tech_bad_mil_0	wh_main_chs_port_ruin	1	wh_main_emp_ecclestial_writ	false	false	"placeholder.tga"	250519928	false	false	false	false
araby_tech_bad_mil_1	wh_main_chs_port_ruin	1	wh_main_emp_draft_irregulars	false	false	"placeholder.tga"	250519929	false	false	false	false
araby_tech_bad_mil_2	wh_main_chs_port_ruin	1	wh2_def_tech_blood_and_death	false	false	"placeholder.tga"	250519930	false	false	false	false
araby_tech_bad_mil_3	wh_main_chs_port_ruin	1	wh_main_emp_state_issued_infantry_armour	false	false	"placeholder.tga"	250519931	false	false	false	false
araby_tech_bad_mil_4	wh_main_chs_port_ruin	1	tech_dlc14_brt_code_of_conduct	false	false	"placeholder.tga"	250519932	false	false	false	false
araby_tech_bad_mil_5	wh_main_chs_port_ruin	1	wh_main_vmp_bones	false	false	"placeholder.tga"	250519933	false	false	false	false
araby_tech_bad_mil_6	wh_main_chs_port_ruin	1	tech_dlc08_nor_secrets_of_the_under_empire	false	false	"placeholder.tga"	250519934	false	false	false	false
araby_tech_bad_mil_7	wh_main_chs_port_ruin	1	tech_dlc08_nor_master_of_beasts	false	false	"placeholder.tga"	250519935	false	false	false	false
araby_tech_bad_mil_8	wh_main_chs_port_ruin	1	wh_main_vmp_binding	false	false	"placeholder.tga"	250519936	false	false	false	false
araby_tech_bad_final_0	wh_main_chs_port_ruin	1	wh2_liz_tech_verse_of_scrying	false	false	"placeholder.tga"	250519937	false	false	false	false
