group_key	unit_key	quality
#cdir_military_generator_unit_qualities_tables;2;db/cdir_military_generator_unit_qualities_tables/ovn_grudgebringers_characters		
wh3_default_land_characters	ceridan	tier_2_step_4_units
wh3_default_land_characters	ceridan_eagle	tier_3_step_5_units
wh3_default_land_characters	ice_mage_vladimir_stormbringer	tier_1_step_4_units
wh3_default_land_characters	ice_mage_vladimir_stormbringer_mount	tier_1_step_4_units
wh3_default_land_characters	morgan_bernhardt	tier_3_step_2_units
wh3_default_land_characters	morgan_bernhardt_mount	tier_3_step_4_units
wh3_default_land_characters	dwarf_envoy	tier_2_step_1_units
wh3_default_land_characters	dwarf_envoy_oath_stone	tier_2_step_3_units
wh3_default_land_characters	gaston	tier_2_step_4_units
wh3_default_land_characters	gaston_mount	tier_3_step_2_units
wh3_default_land_characters	ludwig_uberdorf	tier_2_step_2_units
wh3_default_land_characters	ludwig_uberdorf_mount_main_units	tier_2_step_4_units
wh3_default_land_characters	ludwig_uberdorf_mechanical_steed	tier_2_step_4_units
wh3_default_land_characters	ludwig_uberdorf_gyrobomber_main_units	tier_3_step_5_units
wh3_default_land_characters	ludwig_uberdorf_steam_tank_main_units	tier_5_units
wh3_default_land_characters	cam_ludwig_uberdorf_steam_tank_main_units	tier_4_step_1_units
wh3_default_land_characters	matthias	tier_2_step_2_units
wh3_default_land_characters	matthias_war_wagon	tier_4_step_1_units
wh3_default_land_characters	luther_flamenstrike	tier_1_step_3_units
wh3_default_land_characters	luther_flamenstrike_mount	tier_1_step_5_units
wh3_default_land_characters	ilmarin	tier_2_step_4_units
wh3_default_land_characters	allor	tier_1_step_3_units
wh3_default_land_characters	allor_griffon	tier_3_step_4_units
wh3_default_land_characters	ovn_grudge_grn_mon_giant_boss	tier_5_units
