effect	icon	priority	icon_negative	category	is_positive_value_good
#effects_tables;0;db/effects_tables/ovn_albion_only					
albion_ancient_allies_missiles_res	resistance_missile.png	109	resistance_missile.png	battle	true
albion_ancient_allies_speed	battle_movement.png	109	battle_movement.png	battle	true
albion_ancient_mattk	melee.png	109	melee.png	battle	true
albion_disable_rally	general_ability.png	1	general_ability.png	battle	true
albion_enable_bound_flock_of_doom	general_ability.png	1	general_ability.png	battle	true
albion_enable_warcry	general_ability.png	1	general_ability.png	battle	true
albion_monsters_fen_anti_small	bonus_vs_small.png	109	bonus_vs_small.png	battle	true
albion_monsters_fen_mattk	melee.png	109	melee.png	battle	true
albion_monsters_fen_mdef	defence.png	101	defence.png	battle	true
chaos_attrition_immunity_dummy	disaster.png	43	disaster.png	campaign	true
cooldown_truth_boon_courage	magic_cooldown.png	60	magic_cooldown.png	battle	false
cooldown_truth_protection	magic_cooldown.png	60	magic_cooldown.png	battle	false
cooldown_truth_valor	magic_cooldown.png	60	magic_cooldown.png	battle	false
cooldown_truth_voice_command	magic_cooldown.png	60	magic_cooldown.png	battle	false
cooldown_truth_wings_fate	magic_cooldown.png	60	magic_cooldown.png	battle	false
disable_murder_of_crows	general_ability.png	111	general_ability.png	battle	true
disable_war_fury_2	general_ability.png	111	general_ability.png	battle	true
elo_albion_protectors_world	general_ability.png	109	general_ability.png	battle	true
elo_albion_upkeep_all	military_spending.png	109	military_spending.png	campaign	false
elo_allrange_ammo	ammo.png	55	ammo.png	battle	true
elo_allrange_dmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_amulet_old_ones	general_ability.png	111	general_ability.png	battle	true
elo_champions_r7_arm	armour.png	109	armour.png	battle	true
elo_champions_r7_mattk	melee.png	109	melee.png	battle	true
elo_champions_r7_phyres	resistance_physical.png	109	resistance_physical.png	battle	true
elo_druid_circle_banish	spell_ability.png	111	spell_ability.png	battle	true
alb_tech_morale_humans	morale.png	111	morale.png	battle	true
elo_druid_circle_lead	morale.png	111	morale.png	battle	true
elo_druid_circle_mattk	melee.png	111	melee.png	battle	true
elo_druid_circle_mdef	defence.png	111	defence.png	battle	true
elo_druid_circle_xp	experience.png	111	defence.png	campaign	true
elo_elite_matt	melee.png	109	melee.png	battle	true
elo_elite_mdef	defence.png	101	defence.png	battle	true
elo_elite_warband_wps	weapon_damage.png	109	weapon_damage.png	battle	true
elo_giant_mattk	melee.png	111	melee.png	battle	true
elo_giant_mdmg	weapon_damage.png	111	weapon_damage.png	battle	true
elo_giant_mor	charge.png	61	charge.png	battle	true
elo_giant_speed	battle_movement.png	109	battle_movement.png	battle	true
elo_giant_upkeep	military_spending.png	105	military_spending.png	campaign	false
elo_giant_xp	experience.png	101	experience.png	campaign	true
elo_hunters_r7_dmg	ranged_damage.png	109	ranged_damage.png	battle	true
elo_hunters_r7_misres	resistance_missile.png	109	resistance_missile.png	battle	true
elo_hunters_r7_reload	ranged_damage.png	109	ranged_damage.png	battle	true
elo_hunting_parties_upkeep	military_spending.png	109	military_spending.png	campaign	false
elo_maidens_res	resistance_ward_save.png	111	resistance_ward_save.png	battle	true
elo_maidens_speed	battle_movement.png	109	battle_movement.png	battle	true
elo_maidens_xp	experience.png	111	experience.png	battle	true
elo_monster_matt	melee.png	109	melee.png	battle	true
elo_monster_mdef	defence.png	101	defence.png	battle	true
elo_monsters_r7_charge	charge.png	109	charge.png	battle	true
elo_monsters_r7_dmg	weapon_damage.png	109	weapon_damage.png	battle	true
elo_monsters_r7_mattk	melee.png	109	melee.png	battle	true
elo_noble_cav_chariot_armour	armour.png	111	armour.png	battle	true
elo_noble_cav_chariot_vigour	vigour.png	101	vigour.png	battle	false
elo_ranged_reload	icon_stat_reload_time_force.png	111	icon_stat_reload_time_force.png	battle	true
elo_ranged_xp	experience.png	111	experience.png	battle	true
elo_riders_charge	charge.png	121	charge.png	battle	true
elo_riders_r7_charge	charge.png	109	charge.png	battle	true
elo_riders_r7_dmg	weapon_damage.png	109	weapon_damage.png	battle	true
elo_riders_r7_mattk	melee.png	109	melee.png	battle	true
elo_riders_speed	battle_movement.png	101	battle_movement.png	battle	true
elo_savage_dmg	weapon_damage.png	108	weapon_damage.png	battle	true
elo_savage_matt	melee.png	109	melee.png	battle	true
elo_staff_of_dural_durak	general_ability.png	111	general_ability.png	battle	true
elo_summon_fenbeasts	general_ability.png	111	general_ability.png	battle	true
elo_swamp_ain	bonus_vs_small.png	109	bonus_vs_small.png	battle	true
elo_swamp_ward	resistance_ward_save.png	101	resistance_ward_save.png	battle	true
elo_swamp_xp	experience.png	101	experience.png	campaign	true
elo_warband_cost	military_spending.png	111	military_spending.png	campaign	false
elo_warband_matt	melee.png	109	melee.png	battle	true
elo_warband_mdef	defence.png	101	defence.png	battle	true
elo_wooden_structures_cost	military_spending.png	109	military_spending.png	campaign	false
enable_berserk_sword	general_ability.png	111	general_ability.png	battle	true
enable_darkened_skies	general_ability.png	111	general_ability.png	battle	true
enable_frenzy_albion_warriors	general_ability.png	600	general_ability.png	battle	true
enable_hawkish_hunter	general_ability.png	111	general_ability.png	battle	true
