set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/ovn_arb_sheikh		
wh_main_skill_node_set_ovn_araby_ll	wh3_dlc24_skill_node_all_mentor_lord	false
wh_main_skill_node_set_ovn_araby_ll	wh3_main_agent_action_scaling_wh_main_skill_node_ovn_araby_ll	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_uniques_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_uniques_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_uniques_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_04	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_05	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_06	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_07	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_08	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_09	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_10	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_11	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_12	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_battle_13	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_04	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_05	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_06	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_07	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_08	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_09	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_10	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_campaign_11	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_04	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_05	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_06	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_07	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_08	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_09	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_10	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_self_11	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_immortality	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_04	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_04_scim	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_04_elkalabad	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_04_ind	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_04_cult_of_djinns	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_06	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_07	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_08	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_09	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_10	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_11	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_12	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_13	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_14	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_15	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_16	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_17	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_18	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_19	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_20	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_21	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_22	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_23	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_innate_24	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_01	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_02	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_03	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_04	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_05	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_06	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_07	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_08	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_09	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_10	false
wh_main_skill_node_set_ovn_araby_ll	wh_main_skill_node_ovn_araby_ll_unique_11	false
