set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/ovn_arb_fatandira		
wh_main_skill_node_set_arb_fatandira	wh3_dlc24_skill_node_all_mentor_lord	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_immortality	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_06	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_07	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_innate_01	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_ancillary_01	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_ancillary_02	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_01	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_02	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_03	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_04	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_generic_05	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_0	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_1_1	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_1_2	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_1_3	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_1_4	false
wh_main_skill_node_set_arb_fatandira	wh2_main_skill_node_arb_fatandira_unique_1_5	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_01	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_02	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_03	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_04	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_05	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_06	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_07	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_08	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_09	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_10	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_11	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_12	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_battle_13	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_01	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_02	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_03	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_04	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_05	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_06	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_07	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_08	false
wh_main_skill_node_set_arb_fatandira	wh_main_skill_node_set_arb_fatandira_campaign_09	false
