set	item	mod_disabled
#character_skill_node_set_items_tables;0;db/character_skill_node_set_items_tables/ovn_arb_sultan_jaffar		
wh_main_skill_node_set_sultan_jaffar	wh3_dlc24_skill_node_all_mentor_lord	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_immortality	false
wh_main_skill_node_set_sultan_jaffar	wh3_main_agent_action_scaling_wh_main_skill_node_sultan_jaffar	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_01	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_02	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_03	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_04	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_05	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_06	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_07	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_08	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_09	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_10	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_11	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_12	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_battle_13	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_01	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_02	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_03	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_04	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_05	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_06	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_07	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_08	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_09	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_10	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_sultan_jaffar_campaign_11	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_weapons_01	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_weapons_02	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_skills_04	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_skills_05	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_skills_07	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_skills_08	false
wh_main_skill_node_set_sultan_jaffar	sultans_unique_custom_skills_06	false
wh_main_skill_node_set_sultan_jaffar	ovn_jaffar_innate	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_01	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_02	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_03	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_04	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_05	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_06	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_07	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_08	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_09	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_10	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_11	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_12	false
wh_main_skill_node_set_sultan_jaffar	wh_main_skill_node_chs_sultan_jaffar_death_magic1_dummy	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_01	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_06	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_03	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_04	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_05	false
wh_main_skill_node_set_sultan_jaffar	wh_dlc05_skill_node_wef_sultan_jaffar_unique_02	false
